Concurso,Data,MC 5/1
511,1967-11-01,60
511,1967-11-01,52
511,1967-11-01,34
512,1967-11-04,55
512,1967-11-04,91
512,1967-11-04,39
512,1967-11-04,96
512,1967-11-04,72
513,1967-11-08,89
513,1967-11-08,71
513,1967-11-08,70
513,1967-11-08,6
513,1967-11-08,90
514,1967-11-11,16
514,1967-11-11,85
514,1967-11-11,16
514,1967-11-11,38
514,1967-11-11,51
515,1967-11-18,35
515,1967-11-18,80
515,1967-11-18,65
515,1967-11-18,86
515,1967-11-18,82
516,1967-11-22,76
516,1967-11-22,98
516,1967-11-22,98
516,1967-11-22,78
516,1967-11-22,28
517,1967-11-25,95
517,1967-11-25,26
517,1967-11-25,27
517,1967-11-25,57
517,1967-11-25,80
518,1967-11-29,34
518,1967-11-29,20
518,1967-11-29,72
518,1967-11-29,12
518,1967-11-29,67
519,1967-12-02,73
519,1967-12-02,10
519,1967-12-02,38
519,1967-12-02,97
519,1967-12-02,94
520,1967-12-06,72
520,1967-12-06,7
520,1967-12-06,41
520,1967-12-06,16
520,1967-12-06,80
521,1967-12-09,32
521,1967-12-09,40
521,1967-12-09,65
521,1967-12-09,3
521,1967-12-09,22
522,1967-12-13,71
522,1967-12-13,17
522,1967-12-13,87
522,1967-12-13,73
522,1967-12-13,95
523,1967-12-16,46
523,1967-12-16,12
523,1967-12-16,99
523,1967-12-16,87
523,1967-12-16,46
524,1967-12-20,89
524,1967-12-20,57
524,1967-12-20,32
524,1967-12-20,15
524,1967-12-20,69
525,1967-12-23,41
525,1967-12-23,40
525,1967-12-23,46
525,1967-12-23,93
525,1967-12-23,46
526,1967-12-27,74
526,1967-12-27,34
526,1967-12-27,50
526,1967-12-27,84
526,1967-12-27,37
527,1967-12-30,46
527,1967-12-30,56
527,1967-12-30,94
527,1967-12-30,46
527,1967-12-30,3
528,1968-01-03,4
528,1968-01-03,98
528,1968-01-03,64
528,1968-01-03,53
528,1968-01-03,58
529,1968-01-06,52
529,1968-01-06,4
529,1968-01-06,79
529,1968-01-06,25
529,1968-01-06,80
530,1968-01-10,42
530,1968-01-10,5
530,1968-01-10,75
530,1968-01-10,57
530,1968-01-10,64
531,1968-01-13,61
531,1968-01-13,43
531,1968-01-13,66
531,1968-01-13,97
531,1968-01-13,14
532,1968-01-17,17
532,1968-01-17,95
532,1968-01-17,60
532,1968-01-17,63
532,1968-01-17,21
533,1968-01-20,98
533,1968-01-20,31
533,1968-01-20,73
533,1968-01-20,51
533,1968-01-20,50
534,1968-01-24,21
534,1968-01-24,92
534,1968-01-24,58
534,1968-01-24,83
534,1968-01-24,33
535,1968-01-27,61
535,1968-01-27,34
535,1968-01-27,66
535,1968-01-27,77
535,1968-01-27,14
536,1968-01-31,54
536,1968-01-31,34
536,1968-01-31,61
536,1968-01-31,94
536,1968-01-31,16
537,1968-02-03,13
537,1968-02-03,0
537,1968-02-03,73
537,1968-02-03,80
537,1968-02-03,82
538,1968-02-07,92
538,1968-02-07,48
538,1968-02-07,48
538,1968-02-07,2
538,1968-02-07,99
539,1968-02-10,45
539,1968-02-10,28
539,1968-02-10,9
539,1968-02-10,32
539,1968-02-10,62
540,1968-02-14,40
540,1968-02-14,44
540,1968-02-14,86
540,1968-02-14,34
540,1968-02-14,76
541,1968-02-17,86
541,1968-02-17,42
541,1968-02-17,18
541,1968-02-17,9
541,1968-02-17,58
542,1968-02-21,76
542,1968-02-21,59
542,1968-02-21,49
542,1968-02-21,37
542,1968-02-21,81
543,1968-02-24,82
543,1968-02-24,93
543,1968-02-24,74
543,1968-02-24,66
543,1968-02-24,76
544,1968-03-02,69
544,1968-03-02,63
544,1968-03-02,79
544,1968-03-02,90
544,1968-03-02,43
545,1968-03-06,81
545,1968-03-06,44
545,1968-03-06,46
545,1968-03-06,13
545,1968-03-06,33
546,1968-03-09,9
546,1968-03-09,62
546,1968-03-09,22
546,1968-03-09,28
546,1968-03-09,5
547,1968-03-13,84
547,1968-03-13,66
547,1968-03-13,26
547,1968-03-13,43
547,1968-03-13,64
548,1968-03-16,70
548,1968-03-16,15
548,1968-03-16,88
548,1968-03-16,64
548,1968-03-16,36
549,1968-03-20,74
549,1968-03-20,15
549,1968-03-20,69
549,1968-03-20,90
549,1968-03-20,46
550,1968-03-23,69
550,1968-03-23,15
550,1968-03-23,21
550,1968-03-23,16
550,1968-03-23,83
551,1968-03-27,93
551,1968-03-27,8
551,1968-03-27,33
551,1968-03-27,30
551,1968-03-27,85
552,1968-03-30,31
552,1968-03-30,8
552,1968-03-30,9
552,1968-03-30,70
552,1968-03-30,84
553,1968-04-03,64
553,1968-04-03,97
553,1968-04-03,0
553,1968-04-03,96
553,1968-04-03,2
554,1968-04-06,6
554,1968-04-06,50
554,1968-04-06,55
554,1968-04-06,7
554,1968-04-06,67
555,1968-04-10,66
555,1968-04-10,58
555,1968-04-10,99
555,1968-04-10,96
555,1968-04-10,47
556,1968-04-13,69
556,1968-04-13,42
556,1968-04-13,1
556,1968-04-13,37
556,1968-04-13,15
557,1968-04-17,1
557,1968-04-17,50
557,1968-04-17,44
557,1968-04-17,86
557,1968-04-17,18
558,1968-04-20,81
558,1968-04-20,64
558,1968-04-20,8
558,1968-04-20,39
558,1968-04-20,21
559,1968-04-24,25
559,1968-04-24,34
559,1968-04-24,57
559,1968-04-24,23
559,1968-04-24,21
560,1968-04-27,47
560,1968-04-27,40
560,1968-04-27,2
560,1968-04-27,37
560,1968-04-27,60
561,1968-05-04,59
561,1968-05-04,68
561,1968-05-04,58
561,1968-05-04,32
561,1968-05-04,56
562,1968-05-08,87
562,1968-05-08,25
562,1968-05-08,15
562,1968-05-08,60
562,1968-05-08,85
563,1968-05-11,99
563,1968-05-11,25
563,1968-05-11,80
563,1968-05-11,59
563,1968-05-11,0
564,1968-05-15,47
564,1968-05-15,5
564,1968-05-15,46
564,1968-05-15,98
564,1968-05-15,79
565,1968-05-18,43
565,1968-05-18,45
565,1968-05-18,12
565,1968-05-18,21
565,1968-05-18,34
566,1968-05-22,39
566,1968-05-22,19
566,1968-05-22,69
566,1968-05-22,28
566,1968-05-22,28
567,1968-05-25,26
567,1968-05-25,0
567,1968-05-25,31
567,1968-05-25,22
567,1968-05-25,67
568,1968-05-29,91
568,1968-05-29,80
568,1968-05-29,45
568,1968-05-29,10
568,1968-05-29,4
569,1968-06-01,49
569,1968-06-01,5
569,1968-06-01,79
569,1968-06-01,81
569,1968-06-01,94
570,1968-06-05,14
570,1968-06-05,43
570,1968-06-05,34
570,1968-06-05,95
570,1968-06-05,28
571,1968-06-08,3
571,1968-06-08,51
571,1968-06-08,76
571,1968-06-08,68
571,1968-06-08,18
572,1968-06-12,11
572,1968-06-12,67
572,1968-06-12,16
572,1968-06-12,27
572,1968-06-12,36
573,1968-06-15,80
573,1968-06-15,53
573,1968-06-15,24
573,1968-06-15,8
573,1968-06-15,45
574,1968-06-19,89
574,1968-06-19,73
574,1968-06-19,8
574,1968-06-19,71
574,1968-06-19,63
575,1968-06-22,73
575,1968-06-22,23
575,1968-06-22,73
575,1968-06-22,23
575,1968-06-22,34
576,1968-06-26,83
576,1968-06-26,1
576,1968-06-26,48
576,1968-06-26,80
576,1968-06-26,95
577,1968-06-29,55
577,1968-06-29,83
577,1968-06-29,73
577,1968-06-29,87
577,1968-06-29,48
578,1968-07-03,66
578,1968-07-03,69
578,1968-07-03,96
578,1968-07-03,91
578,1968-07-03,42
579,1968-07-06,53
579,1968-07-06,78
579,1968-07-06,15
579,1968-07-06,45
579,1968-07-06,26
580,1968-07-10,36
580,1968-07-10,5
580,1968-07-10,65
580,1968-07-10,39
580,1968-07-10,41
581,1968-07-13,68
581,1968-07-13,63
581,1968-07-13,81
581,1968-07-13,93
581,1968-07-13,38
582,1968-07-17,41
582,1968-07-17,42
582,1968-07-17,34
582,1968-07-17,86
582,1968-07-17,46
583,1968-07-20,89
583,1968-07-20,26
583,1968-07-20,27
583,1968-07-20,33
583,1968-07-20,73
584,1968-07-24,85
584,1968-07-24,46
584,1968-07-24,23
584,1968-07-24,95
584,1968-07-24,70
585,1968-07-27,26
585,1968-07-27,43
585,1968-07-27,91
585,1968-07-27,27
585,1968-07-27,25
586,1968-07-31,91
586,1968-07-31,31
586,1968-07-31,45
586,1968-07-31,31
586,1968-07-31,52
587,1968-08-03,54
587,1968-08-03,32
587,1968-08-03,83
587,1968-08-03,12
587,1968-08-03,54
588,1968-08-07,15
588,1968-08-07,34
588,1968-08-07,13
588,1968-08-07,20
588,1968-08-07,23
589,1968-08-10,99
589,1968-08-10,37
589,1968-08-10,76
589,1968-08-10,84
589,1968-08-10,0
590,1968-08-14,96
590,1968-08-14,12
590,1968-08-14,95
590,1968-08-14,48
590,1968-08-14,50
591,1968-08-17,22
591,1968-08-17,68
591,1968-08-17,77
591,1968-08-17,52
591,1968-08-17,56
592,1968-08-21,76
592,1968-08-21,85
592,1968-08-21,93
592,1968-08-21,54
592,1968-08-21,17
593,1968-08-24,60
593,1968-08-24,88
593,1968-08-24,12
593,1968-08-24,64
593,1968-08-24,39
594,1968-08-28,28
594,1968-08-28,41
594,1968-08-28,49
594,1968-08-28,52
594,1968-08-28,77
595,1968-08-31,45
595,1968-08-31,53
595,1968-08-31,64
595,1968-08-31,92
595,1968-08-31,34
596,1968-09-04,49
596,1968-09-04,80
596,1968-09-04,1
596,1968-09-04,16
596,1968-09-04,87
597,1968-09-11,50
597,1968-09-11,26
597,1968-09-11,74
597,1968-09-11,65
597,1968-09-11,15
598,1968-09-14,39
598,1968-09-14,75
598,1968-09-14,43
598,1968-09-14,53
598,1968-09-14,52
599,1968-09-18,2
599,1968-09-18,64
599,1968-09-18,80
599,1968-09-18,87
599,1968-09-18,91
600,1968-09-21,5
600,1968-09-21,83
600,1968-09-21,81
600,1968-09-21,68
600,1968-09-21,9
601,1968-09-25,72
601,1968-09-25,98
601,1968-09-25,57
601,1968-09-25,78
601,1968-09-25,14
602,1968-09-28,52
602,1968-09-28,61
602,1968-09-28,10
602,1968-09-28,40
602,1968-09-28,0
603,1968-10-02,15
603,1968-10-02,75
603,1968-10-02,69
603,1968-10-02,21
603,1968-10-02,48
604,1968-10-05,46
604,1968-10-05,45
604,1968-10-05,58
604,1968-10-05,46
604,1968-10-05,1
605,1968-10-09,93
605,1968-10-09,74
605,1968-10-09,82
605,1968-10-09,57
605,1968-10-09,57
606,1968-10-12,14
606,1968-10-12,90
606,1968-10-12,88
606,1968-10-12,66
606,1968-10-12,17
607,1968-10-16,1
607,1968-10-16,31
607,1968-10-16,15
607,1968-10-16,27
607,1968-10-16,54
608,1968-10-19,67
608,1968-10-19,26
608,1968-10-19,62
608,1968-10-19,61
608,1968-10-19,41
609,1968-10-23,96
609,1968-10-23,72
609,1968-10-23,1
609,1968-10-23,59
609,1968-10-23,71
610,1968-10-26,63
610,1968-10-26,76
610,1968-10-26,34
610,1968-10-26,54
610,1968-10-26,47
611,1968-10-30,75
611,1968-10-30,58
611,1968-10-30,46
611,1968-10-30,96
611,1968-10-30,55
612,1968-11-06,78
612,1968-11-06,5
612,1968-11-06,74
612,1968-11-06,34
612,1968-11-06,4
613,1968-11-09,29
613,1968-11-09,17
613,1968-11-09,35
613,1968-11-09,11
613,1968-11-09,2
614,1968-11-13,48
614,1968-11-13,91
614,1968-11-13,96
614,1968-11-13,98
614,1968-11-13,56
615,1968-11-16,7
615,1968-11-16,4
615,1968-11-16,28
615,1968-11-16,0
615,1968-11-16,58
616,1968-11-20,40
616,1968-11-20,96
616,1968-11-20,44
616,1968-11-20,19
616,1968-11-20,41
617,1968-11-23,13
617,1968-11-23,25
617,1968-11-23,90
617,1968-11-23,71
617,1968-11-23,97
618,1968-11-27,38
618,1968-11-27,54
618,1968-11-27,21
618,1968-11-27,4
618,1968-11-27,29
619,1968-11-30,53
619,1968-11-30,85
619,1968-11-30,14
619,1968-11-30,47
619,1968-11-30,85
620,1968-12-04,95
620,1968-12-04,9
620,1968-12-04,57
620,1968-12-04,8
620,1968-12-04,65
621,1968-12-07,38
621,1968-12-07,14
621,1968-12-07,31
621,1968-12-07,37
621,1968-12-07,80
622,1968-12-11,14
622,1968-12-11,48
622,1968-12-11,80
622,1968-12-11,15
622,1968-12-11,10
623,1968-12-14,7
623,1968-12-14,53
623,1968-12-14,97
623,1968-12-14,16
623,1968-12-14,91
624,1968-12-18,78
624,1968-12-18,38
624,1968-12-18,3
624,1968-12-18,52
624,1968-12-18,5
625,1968-12-21,86
625,1968-12-21,59
625,1968-12-21,84
625,1968-12-21,37
625,1968-12-21,37
626,1968-12-28,62
626,1968-12-28,38
626,1968-12-28,31
626,1968-12-28,78
626,1968-12-28,83
627,1969-01-04,43
627,1969-01-04,99
627,1969-01-04,56
627,1969-01-04,50
627,1969-01-04,8
628,1969-01-08,47
628,1969-01-08,85
628,1969-01-08,98
628,1969-01-08,87
628,1969-01-08,94
629,1969-01-11,87
629,1969-01-11,52
629,1969-01-11,23
629,1969-01-11,27
629,1969-01-11,74
630,1969-01-15,35
630,1969-01-15,41
630,1969-01-15,40
630,1969-01-15,21
630,1969-01-15,20
631,1969-01-18,33
631,1969-01-18,47
631,1969-01-18,69
631,1969-01-18,85
631,1969-01-18,91
632,1969-01-22,34
632,1969-01-22,58
632,1969-01-22,69
632,1969-01-22,82
632,1969-01-22,79
633,1969-01-25,57
633,1969-01-25,41
633,1969-01-25,35
633,1969-01-25,74
633,1969-01-25,90
634,1969-01-29,48
634,1969-01-29,76
634,1969-01-29,58
634,1969-01-29,16
634,1969-01-29,36
635,1969-02-01,70
635,1969-02-01,31
635,1969-02-01,59
635,1969-02-01,53
635,1969-02-01,21
636,1969-02-05,87
636,1969-02-05,25
636,1969-02-05,17
636,1969-02-05,89
636,1969-02-05,30
637,1969-02-08,20
637,1969-02-08,3
637,1969-02-08,14
637,1969-02-08,0
637,1969-02-08,5
638,1969-02-12,80
638,1969-02-12,74
638,1969-02-12,77
638,1969-02-12,13
638,1969-02-12,0
639,1969-02-15,98
639,1969-02-15,17
639,1969-02-15,73
639,1969-02-15,3
639,1969-02-15,14
640,1969-02-22,99
640,1969-02-22,24
640,1969-02-22,74
640,1969-02-22,62
640,1969-02-22,46
641,1969-02-26,9
641,1969-02-26,86
641,1969-02-26,41
641,1969-02-26,12
641,1969-02-26,82
642,1969-03-01,48
642,1969-03-01,89
642,1969-03-01,69
642,1969-03-01,20
642,1969-03-01,76
643,1969-03-05,31
643,1969-03-05,41
643,1969-03-05,95
643,1969-03-05,36
643,1969-03-05,69
644,1969-03-08,38
644,1969-03-08,87
644,1969-03-08,54
644,1969-03-08,25
644,1969-03-08,48
645,1969-03-12,55
645,1969-03-12,95
645,1969-03-12,53
645,1969-03-12,29
645,1969-03-12,52
646,1969-03-15,28
646,1969-03-15,46
646,1969-03-15,56
646,1969-03-15,30
646,1969-03-15,77
647,1969-03-19,10
647,1969-03-19,6
647,1969-03-19,3
647,1969-03-19,95
647,1969-03-19,67
648,1969-03-22,68
648,1969-03-22,70
648,1969-03-22,51
648,1969-03-22,82
648,1969-03-22,48
649,1969-03-26,63
649,1969-03-26,83
649,1969-03-26,38
649,1969-03-26,99
649,1969-03-26,20
650,1969-03-29,53
650,1969-03-29,67
650,1969-03-29,12
650,1969-03-29,8
650,1969-03-29,87
651,1969-04-02,79
651,1969-04-02,85
651,1969-04-02,65
651,1969-04-02,43
651,1969-04-02,46
652,1969-04-09,54
652,1969-04-09,15
652,1969-04-09,92
652,1969-04-09,25
652,1969-04-09,74
653,1969-04-12,54
653,1969-04-12,46
653,1969-04-12,1
653,1969-04-12,59
653,1969-04-12,93
654,1969-04-16,20
654,1969-04-16,18
654,1969-04-16,50
654,1969-04-16,18
654,1969-04-16,11
655,1969-04-19,9
655,1969-04-19,89
655,1969-04-19,72
655,1969-04-19,0
655,1969-04-19,37
656,1969-04-23,77
656,1969-04-23,8
656,1969-04-23,60
656,1969-04-23,53
656,1969-04-23,46
657,1969-04-26,78
657,1969-04-26,35
657,1969-04-26,56
657,1969-04-26,72
657,1969-04-26,67
658,1969-04-30,42
658,1969-04-30,69
658,1969-04-30,50
658,1969-04-30,66
658,1969-04-30,7
659,1969-05-03,46
659,1969-05-03,30
659,1969-05-03,82
659,1969-05-03,2
659,1969-05-03,35
660,1969-05-07,87
660,1969-05-07,40
660,1969-05-07,43
660,1969-05-07,49
660,1969-05-07,94
661,1969-05-10,87
661,1969-05-10,9
661,1969-05-10,75
661,1969-05-10,30
661,1969-05-10,63
662,1969-05-14,74
662,1969-05-14,80
662,1969-05-14,39
662,1969-05-14,32
662,1969-05-14,68
663,1969-05-17,83
663,1969-05-17,8
663,1969-05-17,17
663,1969-05-17,19
663,1969-05-17,77
664,1969-05-21,52
664,1969-05-21,15
664,1969-05-21,0
664,1969-05-21,94
664,1969-05-21,4
665,1969-05-24,35
665,1969-05-24,31
665,1969-05-24,17
665,1969-05-24,47
665,1969-05-24,7
666,1969-05-28,88
666,1969-05-28,36
666,1969-05-28,71
666,1969-05-28,41
666,1969-05-28,0
667,1969-05-31,39
667,1969-05-31,63
667,1969-05-31,85
667,1969-05-31,40
667,1969-05-31,63
668,1969-06-04,78
668,1969-06-04,28
668,1969-06-04,29
668,1969-06-04,2
668,1969-06-04,77
669,1969-06-07,24
669,1969-06-07,89
669,1969-06-07,42
669,1969-06-07,32
669,1969-06-07,62
670,1969-06-11,55
670,1969-06-11,2
670,1969-06-11,33
670,1969-06-11,51
670,1969-06-11,69
671,1969-06-14,13
671,1969-06-14,47
671,1969-06-14,29
671,1969-06-14,48
671,1969-06-14,67
672,1969-06-18,25
672,1969-06-18,32
672,1969-06-18,83
672,1969-06-18,99
672,1969-06-18,63
673,1969-06-21,88
673,1969-06-21,88
673,1969-06-21,33
673,1969-06-21,18
673,1969-06-21,34
674,1969-06-25,34
674,1969-06-25,13
674,1969-06-25,69
674,1969-06-25,46
674,1969-06-25,88
675,1969-06-28,92
675,1969-06-28,81
675,1969-06-28,53
675,1969-06-28,38
675,1969-06-28,77
676,1969-07-02,62
676,1969-07-02,82
676,1969-07-02,29
676,1969-07-02,39
676,1969-07-02,72
677,1969-07-05,83
677,1969-07-05,68
677,1969-07-05,90
677,1969-07-05,20
677,1969-07-05,37
678,1969-07-09,68
678,1969-07-09,3
678,1969-07-09,5
678,1969-07-09,17
678,1969-07-09,42
679,1969-07-12,60
679,1969-07-12,66
679,1969-07-12,15
679,1969-07-12,26
679,1969-07-12,63
680,1969-07-16,94
680,1969-07-16,80
680,1969-07-16,52
680,1969-07-16,55
680,1969-07-16,72
681,1969-07-19,13
681,1969-07-19,8
681,1969-07-19,73
681,1969-07-19,83
681,1969-07-19,56
682,1969-07-23,39
682,1969-07-23,40
682,1969-07-23,29
682,1969-07-23,62
682,1969-07-23,45
683,1969-07-26,67
683,1969-07-26,93
683,1969-07-26,47
683,1969-07-26,78
683,1969-07-26,92
684,1969-07-30,12
684,1969-07-30,49
684,1969-07-30,56
684,1969-07-30,88
684,1969-07-30,78
685,1969-08-02,50
685,1969-08-02,75
685,1969-08-02,32
685,1969-08-02,85
685,1969-08-02,40
686,1969-08-06,56
686,1969-08-06,63
686,1969-08-06,44
686,1969-08-06,22
686,1969-08-06,14
687,1969-08-09,51
687,1969-08-09,48
687,1969-08-09,92
687,1969-08-09,13
687,1969-08-09,94
688,1969-08-13,87
688,1969-08-13,81
688,1969-08-13,27
688,1969-08-13,33
688,1969-08-13,90
689,1969-08-16,88
689,1969-08-16,18
689,1969-08-16,22
689,1969-08-16,93
689,1969-08-16,73
690,1969-08-20,98
690,1969-08-20,29
690,1969-08-20,8
690,1969-08-20,10
690,1969-08-20,93
691,1969-08-23,56
691,1969-08-23,40
691,1969-08-23,94
691,1969-08-23,56
691,1969-08-23,40
692,1969-08-27,61
692,1969-08-27,96
692,1969-08-27,17
692,1969-08-27,63
692,1969-08-27,47
693,1969-08-30,36
693,1969-08-30,73
693,1969-08-30,79
693,1969-08-30,45
693,1969-08-30,1
694,1969-09-03,93
694,1969-09-03,18
694,1969-09-03,44
694,1969-09-03,88
694,1969-09-03,29
695,1969-09-06,60
695,1969-09-06,19
695,1969-09-06,36
695,1969-09-06,37
695,1969-09-06,81
696,1969-09-10,9
696,1969-09-10,7
696,1969-09-10,4
696,1969-09-10,5
696,1969-09-10,96
697,1969-09-13,57
697,1969-09-13,8
697,1969-09-13,56
697,1969-09-13,71
697,1969-09-13,32
698,1969-09-17,70
698,1969-09-17,44
698,1969-09-17,24
698,1969-09-17,0
698,1969-09-17,83
699,1969-09-20,6
699,1969-09-20,84
699,1969-09-20,72
699,1969-09-20,41
699,1969-09-20,76
700,1969-09-24,35
700,1969-09-24,57
700,1969-09-24,32
700,1969-09-24,88
700,1969-09-24,31
701,1969-09-27,29
701,1969-09-27,65
701,1969-09-27,65
701,1969-09-27,42
701,1969-09-27,58
702,1969-10-01,67
702,1969-10-01,14
702,1969-10-01,99
702,1969-10-01,77
702,1969-10-01,41
703,1969-10-05,3
703,1969-10-05,79
703,1969-10-05,64
703,1969-10-05,93
703,1969-10-05,91
704,1969-10-08,42
704,1969-10-08,91
704,1969-10-08,80
704,1969-10-08,37
704,1969-10-08,92
705,1969-10-11,13
705,1969-10-11,97
705,1969-10-11,4
705,1969-10-11,80
705,1969-10-11,65
706,1969-10-15,57
706,1969-10-15,67
706,1969-10-15,95
706,1969-10-15,49
706,1969-10-15,29
707,1969-10-18,20
707,1969-10-18,16
707,1969-10-18,80
707,1969-10-18,42
707,1969-10-18,42
708,1969-10-22,11
708,1969-10-22,97
708,1969-10-22,91
708,1969-10-22,72
708,1969-10-22,24
709,1969-10-25,14
709,1969-10-25,0
709,1969-10-25,17
709,1969-10-25,5
709,1969-10-25,94
710,1969-10-29,17
710,1969-10-29,47
710,1969-10-29,50
710,1969-10-29,18
710,1969-10-29,91
711,1969-11-01,60
711,1969-11-01,49
711,1969-11-01,66
711,1969-11-01,46
711,1969-11-01,74
712,1969-11-05,18
712,1969-11-05,58
712,1969-11-05,96
712,1969-11-05,34
712,1969-11-05,98
713,1969-11-08,52
713,1969-11-08,5
713,1969-11-08,12
713,1969-11-08,12
713,1969-11-08,40
714,1969-11-12,22
714,1969-11-12,70
714,1969-11-12,76
714,1969-11-12,63
714,1969-11-12,81
715,1969-11-19,10
715,1969-11-19,92
715,1969-11-19,82
715,1969-11-19,30
715,1969-11-19,96
716,1969-11-22,49
716,1969-11-22,54
716,1969-11-22,89
716,1969-11-22,26
716,1969-11-22,76
717,1969-11-26,37
717,1969-11-26,31
717,1969-11-26,88
717,1969-11-26,79
717,1969-11-26,52
718,1969-11-29,49
718,1969-11-29,69
718,1969-11-29,49
718,1969-11-29,64
718,1969-11-29,90
719,1969-12-03,87
719,1969-12-03,35
719,1969-12-03,84
719,1969-12-03,17
719,1969-12-03,18
720,1969-12-06,93
720,1969-12-06,19
720,1969-12-06,62
720,1969-12-06,76
720,1969-12-06,25
721,1969-12-10,74
721,1969-12-10,6
721,1969-12-10,6
721,1969-12-10,24
721,1969-12-10,68
722,1969-12-13,89
722,1969-12-13,35
722,1969-12-13,38
722,1969-12-13,93
722,1969-12-13,25
723,1969-12-17,38
723,1969-12-17,97
723,1969-12-17,11
723,1969-12-17,29
723,1969-12-17,94
724,1969-12-20,33
724,1969-12-20,38
724,1969-12-20,76
724,1969-12-20,29
724,1969-12-20,58
725,1969-12-24,16
725,1969-12-24,66
725,1969-12-24,22
725,1969-12-24,32
725,1969-12-24,86
726,1969-12-31,48
726,1969-12-31,27
726,1969-12-31,19
726,1969-12-31,20
726,1969-12-31,55
727,1970-01-07,18
727,1970-01-07,52
727,1970-01-07,26
727,1970-01-07,84
727,1970-01-07,76
728,1970-01-10,8
728,1970-01-10,26
728,1970-01-10,72
728,1970-01-10,46
728,1970-01-10,50
729,1970-01-14,96
729,1970-01-14,67
729,1970-01-14,70
729,1970-01-14,72
729,1970-01-14,55
730,1970-01-17,89
730,1970-01-17,59
730,1970-01-17,81
730,1970-01-17,57
730,1970-01-17,62
731,1970-01-21,4
731,1970-01-21,92
731,1970-01-21,24
731,1970-01-21,52
731,1970-01-21,57
732,1970-01-24,13
732,1970-01-24,1
732,1970-01-24,49
732,1970-01-24,51
732,1970-01-24,98
733,1970-01-28,94
733,1970-01-28,19
733,1970-01-28,69
733,1970-01-28,87
733,1970-01-28,22
734,1970-01-31,18
734,1970-01-31,63
734,1970-01-31,38
734,1970-01-31,91
734,1970-01-31,64
735,1970-02-04,20
735,1970-02-04,30
735,1970-02-04,41
735,1970-02-04,61
735,1970-02-04,50
736,1970-02-07,60
736,1970-02-07,10
736,1970-02-07,75
736,1970-02-07,51
736,1970-02-07,9
737,1970-02-14,10
737,1970-02-14,93
737,1970-02-14,78
737,1970-02-14,4
737,1970-02-14,65
738,1970-02-18,30
738,1970-02-18,99
738,1970-02-18,7
738,1970-02-18,89
738,1970-02-18,83
739,1970-02-21,48
739,1970-02-21,30
739,1970-02-21,13
739,1970-02-21,39
739,1970-02-21,60
740,1970-02-25,17
740,1970-02-25,88
740,1970-02-25,48
740,1970-02-25,67
740,1970-02-25,82
741,1970-02-28,87
741,1970-02-28,10
741,1970-02-28,83
741,1970-02-28,12
741,1970-02-28,89
742,1970-03-04,84
742,1970-03-04,17
742,1970-03-04,92
742,1970-03-04,64
742,1970-03-04,26
743,1970-03-07,24
743,1970-03-07,6
743,1970-03-07,75
743,1970-03-07,25
743,1970-03-07,64
744,1970-03-11,63
744,1970-03-11,4
744,1970-03-11,96
744,1970-03-11,46
744,1970-03-11,70
745,1970-03-14,11
745,1970-03-14,15
745,1970-03-14,87
745,1970-03-14,7
745,1970-03-14,19
746,1970-03-18,84
746,1970-03-18,16
746,1970-03-18,53
746,1970-03-18,20
746,1970-03-18,13
747,1970-03-21,66
747,1970-03-21,15
747,1970-03-21,15
747,1970-03-21,84
747,1970-03-21,58
748,1970-03-25,18
748,1970-03-25,58
748,1970-03-25,77
748,1970-03-25,2
748,1970-03-25,38
749,1970-04-01,49
749,1970-04-01,83
749,1970-04-01,69
749,1970-04-01,9
749,1970-04-01,6
750,1970-04-04,81
750,1970-04-04,92
750,1970-04-04,83
750,1970-04-04,66
750,1970-04-04,71
751,1970-04-08,75
751,1970-04-08,98
751,1970-04-08,1
751,1970-04-08,72
751,1970-04-08,72
752,1970-04-11,12
752,1970-04-11,11
752,1970-04-11,88
752,1970-04-11,64
752,1970-04-11,68
753,1970-04-15,37
753,1970-04-15,16
753,1970-04-15,10
753,1970-04-15,83
753,1970-04-15,36
754,1970-04-18,25
754,1970-04-18,50
754,1970-04-18,50
754,1970-04-18,98
754,1970-04-18,57
755,1970-04-22,34
755,1970-04-22,77
755,1970-04-22,47
755,1970-04-22,34
755,1970-04-22,24
756,1970-04-25,2
756,1970-04-25,64
756,1970-04-25,47
756,1970-04-25,29
756,1970-04-25,69
757,1970-04-29,17
757,1970-04-29,86
757,1970-04-29,60
757,1970-04-29,76
757,1970-04-29,1
758,1970-05-02,34
758,1970-05-02,68
758,1970-05-02,76
758,1970-05-02,83
758,1970-05-02,79
759,1970-05-06,45
759,1970-05-06,72
759,1970-05-06,30
759,1970-05-06,55
759,1970-05-06,18
760,1970-05-09,76
760,1970-05-09,9
760,1970-05-09,77
760,1970-05-09,25
760,1970-05-09,29
761,1970-05-13,22
761,1970-05-13,46
761,1970-05-13,27
761,1970-05-13,77
761,1970-05-13,91
762,1970-05-16,47
762,1970-05-16,35
762,1970-05-16,73
762,1970-05-16,13
762,1970-05-16,24
763,1970-05-20,13
763,1970-05-20,60
763,1970-05-20,16
763,1970-05-20,93
763,1970-05-20,17
764,1970-05-23,74
764,1970-05-23,24
764,1970-05-23,74
764,1970-05-23,73
764,1970-05-23,9
765,1970-05-27,13
765,1970-05-27,94
765,1970-05-27,76
