Concurso,Data,MC 5/1
3502,2000-11-11,10
3502,2000-11-11,89
3502,2000-11-11,87
3503,2000-11-18,24
3503,2000-11-18,28
3503,2000-11-18,20
3503,2000-11-18,25
3503,2000-11-18,1
3504,2000-11-22,42
3504,2000-11-22,78
3504,2000-11-22,92
3504,2000-11-22,84
3504,2000-11-22,77
3505,2000-11-25,29
3505,2000-11-25,41
3505,2000-11-25,8
3505,2000-11-25,50
3505,2000-11-25,16
3506,2000-11-29,30
3506,2000-11-29,17
3506,2000-11-29,84
3506,2000-11-29,55
3506,2000-11-29,24
3507,2000-12-02,70
3507,2000-12-02,13
3507,2000-12-02,99
3507,2000-12-02,56
3507,2000-12-02,85
3508,2000-12-06,93
3508,2000-12-06,33
3508,2000-12-06,7
3508,2000-12-06,80
3508,2000-12-06,39
3509,2000-12-09,30
3509,2000-12-09,91
3509,2000-12-09,79
3509,2000-12-09,24
3509,2000-12-09,87
3510,2000-12-13,89
3510,2000-12-13,42
3510,2000-12-13,10
3510,2000-12-13,78
3510,2000-12-13,18
3511,2000-12-16,88
3511,2000-12-16,26
3511,2000-12-16,98
3511,2000-12-16,54
3511,2000-12-16,36
3512,2000-12-23,15
3512,2000-12-23,54
3512,2000-12-23,0
3512,2000-12-23,31
3512,2000-12-23,89
3513,2000-12-30,43
3513,2000-12-30,5
3513,2000-12-30,21
3513,2000-12-30,86
3513,2000-12-30,57
3514,2001-01-06,86
3514,2001-01-06,24
3514,2001-01-06,41
3514,2001-01-06,4
3514,2001-01-06,33
3515,2001-01-10,53
3515,2001-01-10,99
3515,2001-01-10,33
3515,2001-01-10,43
3515,2001-01-10,47
3516,2001-01-13,76
3516,2001-01-13,12
3516,2001-01-13,23
3516,2001-01-13,31
3516,2001-01-13,39
3517,2001-01-17,91
3517,2001-01-17,34
3517,2001-01-17,61
3517,2001-01-17,24
3517,2001-01-17,63
3518,2001-01-20,19
3518,2001-01-20,16
3518,2001-01-20,57
3518,2001-01-20,44
3518,2001-01-20,33
3519,2001-01-24,46
3519,2001-01-24,10
3519,2001-01-24,78
3519,2001-01-24,2
3519,2001-01-24,58
3520,2001-01-27,84
3520,2001-01-27,66
3520,2001-01-27,85
3520,2001-01-27,40
3520,2001-01-27,36
3521,2001-01-31,6
3521,2001-01-31,34
3521,2001-01-31,43
3521,2001-01-31,77
3521,2001-01-31,24
3522,2001-02-03,41
3522,2001-02-03,53
3522,2001-02-03,2
3522,2001-02-03,22
3522,2001-02-03,29
3523,2001-02-07,22
3523,2001-02-07,52
3523,2001-02-07,53
3523,2001-02-07,67
3523,2001-02-07,73
3524,2001-02-10,63
3524,2001-02-10,93
3524,2001-02-10,40
3524,2001-02-10,39
3524,2001-02-10,63
3525,2001-02-14,66
3525,2001-02-14,54
3525,2001-02-14,8
3525,2001-02-14,29
3525,2001-02-14,46
3526,2001-02-17,67
3526,2001-02-17,11
3526,2001-02-17,51
3526,2001-02-17,90
3526,2001-02-17,85
3527,2001-02-21,7
3527,2001-02-21,2
3527,2001-02-21,90
3527,2001-02-21,62
3527,2001-02-21,73
3528,2001-02-24,20
3528,2001-02-24,15
3528,2001-02-24,75
3528,2001-02-24,97
3528,2001-02-24,18
3529,2001-03-03,49
3529,2001-03-03,82
3529,2001-03-03,98
3529,2001-03-03,32
3529,2001-03-03,18
3530,2001-03-07,89
3530,2001-03-07,88
3530,2001-03-07,27
3530,2001-03-07,62
3530,2001-03-07,12
3531,2001-03-10,15
3531,2001-03-10,50
3531,2001-03-10,60
3531,2001-03-10,95
3531,2001-03-10,68
3532,2001-03-14,84
3532,2001-03-14,79
3532,2001-03-14,7
3532,2001-03-14,38
3532,2001-03-14,53
3533,2001-03-17,16
3533,2001-03-17,38
3533,2001-03-17,60
3533,2001-03-17,45
3533,2001-03-17,77
3534,2001-03-21,11
3534,2001-03-21,5
3534,2001-03-21,42
3534,2001-03-21,34
3534,2001-03-21,72
3535,2001-03-24,77
3535,2001-03-24,74
3535,2001-03-24,51
3535,2001-03-24,45
3535,2001-03-24,90
3536,2001-03-28,14
3536,2001-03-28,56
3536,2001-03-28,19
3536,2001-03-28,87
3536,2001-03-28,6
3537,2001-03-31,95
3537,2001-03-31,71
3537,2001-03-31,53
3537,2001-03-31,93
3537,2001-03-31,64
3538,2001-04-04,5
3538,2001-04-04,90
3538,2001-04-04,53
3538,2001-04-04,52
3538,2001-04-04,66
3539,2001-04-07,87
3539,2001-04-07,81
3539,2001-04-07,77
3539,2001-04-07,53
3539,2001-04-07,97
3540,2001-04-11,56
3540,2001-04-11,54
3540,2001-04-11,2
3540,2001-04-11,55
3540,2001-04-11,75
3541,2001-04-21,10
3541,2001-04-21,13
3541,2001-04-21,22
3541,2001-04-21,5
3541,2001-04-21,45
3542,2001-04-25,95
3542,2001-04-25,79
3542,2001-04-25,31
3542,2001-04-25,0
3542,2001-04-25,14
3543,2001-04-28,42
3543,2001-04-28,75
3543,2001-04-28,27
3543,2001-04-28,96
3543,2001-04-28,77
3544,2001-05-05,65
3544,2001-05-05,81
3544,2001-05-05,65
3544,2001-05-05,96
3544,2001-05-05,23
3545,2001-05-09,92
3545,2001-05-09,6
3545,2001-05-09,70
3545,2001-05-09,95
3545,2001-05-09,92
3546,2001-05-12,99
3546,2001-05-12,12
3546,2001-05-12,2
3546,2001-05-12,71
3546,2001-05-12,38
3547,2001-05-16,91
3547,2001-05-16,96
3547,2001-05-16,21
3547,2001-05-16,44
3547,2001-05-16,79
3548,2001-05-19,83
3548,2001-05-19,83
3548,2001-05-19,83
3548,2001-05-19,24
3548,2001-05-19,41
3549,2001-05-23,11
3549,2001-05-23,20
3549,2001-05-23,39
3549,2001-05-23,40
3549,2001-05-23,5
3550,2001-05-26,48
3550,2001-05-26,35
3550,2001-05-26,24
3550,2001-05-26,66
3550,2001-05-26,6
3551,2001-05-30,82
3551,2001-05-30,99
3551,2001-05-30,91
3551,2001-05-30,28
3551,2001-05-30,23
3552,2001-06-02,20
3552,2001-06-02,49
3552,2001-06-02,22
3552,2001-06-02,44
3552,2001-06-02,62
3553,2001-06-06,88
3553,2001-06-06,27
3553,2001-06-06,63
3553,2001-06-06,28
3553,2001-06-06,21
3554,2001-06-09,58
3554,2001-06-09,13
3554,2001-06-09,36
3554,2001-06-09,98
3554,2001-06-09,46
3555,2001-06-16,45
3555,2001-06-16,5
3555,2001-06-16,13
3555,2001-06-16,70
3555,2001-06-16,79
3556,2001-06-23,6
3556,2001-06-23,90
3556,2001-06-23,10
3556,2001-06-23,10
3556,2001-06-23,29
3557,2001-06-27,15
3557,2001-06-27,89
3557,2001-06-27,78
3557,2001-06-27,60
3557,2001-06-27,86
3558,2001-06-30,13
3558,2001-06-30,35
3558,2001-06-30,1
3558,2001-06-30,18
3558,2001-06-30,94
3559,2001-07-04,11
3559,2001-07-04,22
3559,2001-07-04,57
3559,2001-07-04,7
3559,2001-07-04,5
3560,2001-07-07,8
3560,2001-07-07,98
3560,2001-07-07,96
3560,2001-07-07,8
3560,2001-07-07,90
3561,2001-07-11,65
3561,2001-07-11,40
3561,2001-07-11,82
3561,2001-07-11,96
3561,2001-07-11,8
3562,2001-07-14,13
3562,2001-07-14,23
3562,2001-07-14,66
3562,2001-07-14,98
3562,2001-07-14,88
3563,2001-07-18,16
3563,2001-07-18,22
3563,2001-07-18,29
3563,2001-07-18,67
3563,2001-07-18,83
3564,2001-07-21,26
3564,2001-07-21,83
3564,2001-07-21,16
3564,2001-07-21,3
3564,2001-07-21,10
3565,2001-07-25,90
3565,2001-07-25,27
3565,2001-07-25,92
3565,2001-07-25,97
3565,2001-07-25,67
3566,2001-07-28,85
3566,2001-07-28,55
3566,2001-07-28,4
3566,2001-07-28,84
3566,2001-07-28,74
3567,2001-08-01,10
3567,2001-08-01,52
3567,2001-08-01,38
3567,2001-08-01,41
3567,2001-08-01,52
3568,2001-08-04,9
3568,2001-08-04,50
3568,2001-08-04,6
3568,2001-08-04,46
3568,2001-08-04,63
3569,2001-08-08,50
3569,2001-08-08,0
3569,2001-08-08,36
3569,2001-08-08,68
3569,2001-08-08,51
3570,2001-08-11,17
3570,2001-08-11,20
3570,2001-08-11,18
3570,2001-08-11,77
3570,2001-08-11,94
3571,2001-08-15,5
3571,2001-08-15,32
3571,2001-08-15,1
3571,2001-08-15,39
3571,2001-08-15,57
3572,2001-08-18,37
3572,2001-08-18,39
3572,2001-08-18,22
3572,2001-08-18,3
3572,2001-08-18,61
3573,2001-08-22,12
3573,2001-08-22,35
3573,2001-08-22,70
3573,2001-08-22,14
3573,2001-08-22,58
3574,2001-08-25,85
3574,2001-08-25,53
3574,2001-08-25,0
3574,2001-08-25,90
3574,2001-08-25,51
3575,2001-08-29,93
3575,2001-08-29,92
3575,2001-08-29,80
3575,2001-08-29,14
3575,2001-08-29,7
3576,2001-09-01,30
3576,2001-09-01,84
3576,2001-09-01,4
3576,2001-09-01,63
3576,2001-09-01,76
3577,2001-09-08,71
3577,2001-09-08,22
3577,2001-09-08,14
3577,2001-09-08,31
3577,2001-09-08,93
3578,2001-09-12,43
3578,2001-09-12,14
3578,2001-09-12,55
3578,2001-09-12,48
3578,2001-09-12,66
3579,2001-09-15,34
3579,2001-09-15,33
3579,2001-09-15,55
3579,2001-09-15,68
3579,2001-09-15,51
3580,2001-09-19,91
3580,2001-09-19,16
3580,2001-09-19,91
3580,2001-09-19,42
3580,2001-09-19,86
3581,2001-09-22,51
3581,2001-09-22,71
3581,2001-09-22,46
3581,2001-09-22,18
3581,2001-09-22,66
3582,2001-09-26,81
3582,2001-09-26,73
3582,2001-09-26,9
3582,2001-09-26,62
3582,2001-09-26,96
3583,2001-09-29,91
3583,2001-09-29,44
3583,2001-09-29,24
3583,2001-09-29,29
3583,2001-09-29,11
3584,2001-10-03,33
3584,2001-10-03,26
3584,2001-10-03,91
3584,2001-10-03,73
3584,2001-10-03,46
3585,2001-10-06,74
3585,2001-10-06,29
3585,2001-10-06,60
3585,2001-10-06,96
3585,2001-10-06,88
3586,2001-10-13,46
3586,2001-10-13,38
3586,2001-10-13,92
3586,2001-10-13,11
3586,2001-10-13,4
3587,2001-10-17,36
3587,2001-10-17,85
3587,2001-10-17,73
3587,2001-10-17,66
3587,2001-10-17,41
3588,2001-10-20,14
3588,2001-10-20,21
3588,2001-10-20,6
3588,2001-10-20,97
3588,2001-10-20,4
3589,2001-10-24,47
3589,2001-10-24,95
3589,2001-10-24,97
3589,2001-10-24,59
3589,2001-10-24,54
3590,2001-10-27,22
3590,2001-10-27,51
3590,2001-10-27,30
3590,2001-10-27,91
3590,2001-10-27,93
3591,2001-11-03,89
3591,2001-11-03,22
3591,2001-11-03,80
3591,2001-11-03,23
3591,2001-11-03,60
3592,2001-11-07,22
3592,2001-11-07,16
3592,2001-11-07,15
3592,2001-11-07,93
3592,2001-11-07,72
3593,2001-11-10,22
3593,2001-11-10,72
3593,2001-11-10,0
3593,2001-11-10,57
3593,2001-11-10,39
3594,2001-11-17,14
3594,2001-11-17,91
3594,2001-11-17,84
3594,2001-11-17,96
3594,2001-11-17,99
3595,2001-11-21,99
3595,2001-11-21,14
3595,2001-11-21,8
3595,2001-11-21,68
3595,2001-11-21,87
3596,2001-11-24,79
3596,2001-11-24,57
3596,2001-11-24,64
3596,2001-11-24,25
3596,2001-11-24,20
3597,2001-11-28,96
3597,2001-11-28,58
3597,2001-11-28,35
3597,2001-11-28,15
3597,2001-11-28,84
3598,2001-12-01,83
3598,2001-12-01,8
3598,2001-12-01,40
3598,2001-12-01,44
3598,2001-12-01,35
3599,2001-12-05,41
3599,2001-12-05,52
3599,2001-12-05,76
3599,2001-12-05,67
3599,2001-12-05,79
3600,2001-12-08,88
3600,2001-12-08,28
3600,2001-12-08,7
3600,2001-12-08,42
3600,2001-12-08,80
3601,2001-12-12,87
3601,2001-12-12,71
3601,2001-12-12,50
3601,2001-12-12,35
3601,2001-12-12,48
3602,2001-12-15,92
3602,2001-12-15,7
3602,2001-12-15,46
3602,2001-12-15,15
3602,2001-12-15,67
3603,2001-12-22,53
3603,2001-12-22,95
3603,2001-12-22,53
3603,2001-12-22,87
3603,2001-12-22,88
3604,2001-12-29,37
3604,2001-12-29,12
3604,2001-12-29,87
3604,2001-12-29,8
3604,2001-12-29,23
3605,2002-01-05,47
3605,2002-01-05,84
3605,2002-01-05,22
3605,2002-01-05,81
3605,2002-01-05,6
3606,2002-01-09,15
3606,2002-01-09,91
3606,2002-01-09,81
3606,2002-01-09,24
3606,2002-01-09,86
3607,2002-01-12,9
3607,2002-01-12,72
3607,2002-01-12,81
3607,2002-01-12,95
3607,2002-01-12,46
3608,2002-01-16,94
3608,2002-01-16,25
3608,2002-01-16,24
3608,2002-01-16,89
3608,2002-01-16,42
3609,2002-01-19,42
3609,2002-01-19,25
3609,2002-01-19,59
3609,2002-01-19,97
3609,2002-01-19,38
3610,2002-01-23,18
3610,2002-01-23,37
3610,2002-01-23,90
3610,2002-01-23,92
3610,2002-01-23,68
3611,2002-01-26,44
3611,2002-01-26,75
3611,2002-01-26,59
3611,2002-01-26,40
3611,2002-01-26,54
3612,2002-01-30,75
3612,2002-01-30,27
3612,2002-01-30,1
3612,2002-01-30,72
3612,2002-01-30,94
3613,2002-02-02,98
3613,2002-02-02,71
3613,2002-02-02,45
3613,2002-02-02,11
3613,2002-02-02,68
3614,2002-02-06,86
3614,2002-02-06,93
3614,2002-02-06,99
3614,2002-02-06,57
3614,2002-02-06,81
3615,2002-02-09,59
3615,2002-02-09,22
3615,2002-02-09,48
3615,2002-02-09,73
3615,2002-02-09,40
3616,2002-02-16,2
3616,2002-02-16,8
3616,2002-02-16,63
3616,2002-02-16,73
3616,2002-02-16,22
3617,2002-02-20,0
3617,2002-02-20,14
3617,2002-02-20,92
3617,2002-02-20,93
3617,2002-02-20,91
3618,2002-02-23,10
3618,2002-02-23,46
3618,2002-02-23,97
3618,2002-02-23,21
3618,2002-02-23,84
3619,2002-02-27,4
3619,2002-02-27,15
3619,2002-02-27,40
3619,2002-02-27,13
3619,2002-02-27,17
3620,2002-03-02,43
3620,2002-03-02,0
3620,2002-03-02,69
3620,2002-03-02,73
3620,2002-03-02,20
3621,2002-03-06,56
3621,2002-03-06,82
3621,2002-03-06,9
3621,2002-03-06,98
3621,2002-03-06,91
3622,2002-03-09,4
3622,2002-03-09,12
3622,2002-03-09,89
3622,2002-03-09,89
3622,2002-03-09,24
3623,2002-03-13,29
3623,2002-03-13,71
3623,2002-03-13,73
3623,2002-03-13,1
3623,2002-03-13,10
3624,2002-03-16,37
3624,2002-03-16,62
3624,2002-03-16,84
3624,2002-03-16,54
3624,2002-03-16,67
3625,2002-03-20,43
3625,2002-03-20,58
3625,2002-03-20,17
3625,2002-03-20,35
3625,2002-03-20,58
3626,2002-03-23,48
3626,2002-03-23,8
3626,2002-03-23,10
3626,2002-03-23,58
3626,2002-03-23,92
3627,2002-03-30,33
3627,2002-03-30,9
3627,2002-03-30,10
3627,2002-03-30,52
3627,2002-03-30,81
3628,2002-04-03,0
3628,2002-04-03,40
3628,2002-04-03,93
3628,2002-04-03,12
3628,2002-04-03,6
3629,2002-04-06,13
3629,2002-04-06,65
3629,2002-04-06,66
3629,2002-04-06,44
3629,2002-04-06,56
3630,2002-04-10,33
3630,2002-04-10,97
3630,2002-04-10,93
3630,2002-04-10,32
3630,2002-04-10,85
3631,2002-04-13,82
3631,2002-04-13,94
3631,2002-04-13,47
3631,2002-04-13,33
3631,2002-04-13,68
3632,2002-04-17,47
3632,2002-04-17,20
3632,2002-04-17,55
3632,2002-04-17,78
3632,2002-04-17,0
3633,2002-04-20,95
3633,2002-04-20,63
3633,2002-04-20,50
3633,2002-04-20,6
3633,2002-04-20,46
3634,2002-04-24,4
3634,2002-04-24,23
3634,2002-04-24,59
3634,2002-04-24,64
3634,2002-04-24,28
3635,2002-04-27,88
3635,2002-04-27,9
3635,2002-04-27,94
3635,2002-04-27,77
3635,2002-04-27,4
3636,2002-05-04,13
3636,2002-05-04,3
3636,2002-05-04,23
3636,2002-05-04,0
3636,2002-05-04,75
3637,2002-05-08,79
3637,2002-05-08,22
3637,2002-05-08,88
3637,2002-05-08,18
3637,2002-05-08,1
3638,2002-05-11,26
3638,2002-05-11,99
3638,2002-05-11,97
3638,2002-05-11,50
3638,2002-05-11,16
3639,2002-05-15,26
3639,2002-05-15,66
3639,2002-05-15,32
3639,2002-05-15,16
3639,2002-05-15,99
3640,2002-05-18,31
3640,2002-05-18,31
3640,2002-05-18,73
3640,2002-05-18,21
3640,2002-05-18,52
3641,2002-05-22,21
3641,2002-05-22,98
3641,2002-05-22,20
3641,2002-05-22,15
3641,2002-05-22,53
3642,2002-05-25,48
3642,2002-05-25,81
3642,2002-05-25,42
3642,2002-05-25,4
3642,2002-05-25,33
3643,2002-06-01,92
3643,2002-06-01,47
3643,2002-06-01,29
3643,2002-06-01,24
3643,2002-06-01,97
3644,2002-06-05,69
3644,2002-06-05,96
3644,2002-06-05,64
3644,2002-06-05,69
3644,2002-06-05,64
3645,2002-06-08,10
3645,2002-06-08,36
3645,2002-06-08,91
3645,2002-06-08,68
3645,2002-06-08,6
3646,2002-06-12,45
3646,2002-06-12,8
3646,2002-06-12,11
3646,2002-06-12,66
3646,2002-06-12,24
3647,2002-06-15,39
3647,2002-06-15,55
3647,2002-06-15,70
3647,2002-06-15,62
3647,2002-06-15,53
3648,2002-06-22,10
3648,2002-06-22,35
3648,2002-06-22,56
3648,2002-06-22,50
3648,2002-06-22,32
3649,2002-06-26,14
3649,2002-06-26,94
3649,2002-06-26,15
3649,2002-06-26,89
3649,2002-06-26,79
3650,2002-06-29,47
3650,2002-06-29,15
3650,2002-06-29,61
3650,2002-06-29,99
3650,2002-06-29,34
3651,2002-07-03,8
3651,2002-07-03,75
3651,2002-07-03,6
3651,2002-07-03,64
3651,2002-07-03,15
3652,2002-07-06,89
3652,2002-07-06,17
3652,2002-07-06,45
3652,2002-07-06,43
3652,2002-07-06,5
3653,2002-07-10,34
3653,2002-07-10,75
3653,2002-07-10,95
3653,2002-07-10,25
3653,2002-07-10,35
3654,2002-07-13,28
3654,2002-07-13,6
3654,2002-07-13,37
3654,2002-07-13,26
3654,2002-07-13,18
3655,2002-07-17,96
3655,2002-07-17,19
3655,2002-07-17,35
3655,2002-07-17,5
3655,2002-07-17,91
3656,2002-07-20,83
3656,2002-07-20,11
3656,2002-07-20,99
3656,2002-07-20,87
3656,2002-07-20,25
3657,2002-07-24,21
3657,2002-07-24,8
3657,2002-07-24,41
3657,2002-07-24,55
3657,2002-07-24,66
3658,2002-07-27,81
3658,2002-07-27,16
3658,2002-07-27,43
3658,2002-07-27,51
3658,2002-07-27,5
3659,2002-07-31,2
3659,2002-07-31,19
3659,2002-07-31,30
3659,2002-07-31,0
3659,2002-07-31,70
3660,2002-08-03,41
3660,2002-08-03,29
3660,2002-08-03,18
3660,2002-08-03,56
3660,2002-08-03,16
3661,2002-08-07,78
3661,2002-08-07,18
3661,2002-08-07,5
3661,2002-08-07,39
3661,2002-08-07,73
3662,2002-08-10,39
3662,2002-08-10,94
3662,2002-08-10,89
3662,2002-08-10,38
3662,2002-08-10,24
3663,2002-08-14,79
3663,2002-08-14,1
3663,2002-08-14,9
3663,2002-08-14,78
3663,2002-08-14,70
3664,2002-08-17,72
3664,2002-08-17,27
3664,2002-08-17,10
3664,2002-08-17,18
3664,2002-08-17,39
3665,2002-08-21,10
3665,2002-08-21,98
3665,2002-08-21,86
3665,2002-08-21,46
3665,2002-08-21,46
3666,2002-08-24,76
3666,2002-08-24,70
3666,2002-08-24,55
3666,2002-08-24,3
3666,2002-08-24,15
3667,2002-08-28,0
3667,2002-08-28,45
3667,2002-08-28,83
3667,2002-08-28,62
3667,2002-08-28,49
3668,2002-08-31,74
3668,2002-08-31,70
3668,2002-08-31,37
3668,2002-08-31,66
3668,2002-08-31,98
3669,2002-09-04,95
3669,2002-09-04,64
3669,2002-09-04,46
3669,2002-09-04,7
3669,2002-09-04,24
3670,2002-09-14,11
3670,2002-09-14,76
3670,2002-09-14,14
3670,2002-09-14,68
3670,2002-09-14,32
3671,2002-09-18,32
3671,2002-09-18,21
3671,2002-09-18,59
3671,2002-09-18,49
3671,2002-09-18,41
3672,2002-09-21,6
3672,2002-09-21,16
3672,2002-09-21,50
3672,2002-09-21,94
3672,2002-09-21,87
3673,2002-09-25,25
3673,2002-09-25,13
3673,2002-09-25,88
3673,2002-09-25,53
3673,2002-09-25,76
3674,2002-09-28,96
3674,2002-09-28,95
3674,2002-09-28,88
3674,2002-09-28,13
3674,2002-09-28,31
3675,2002-10-02,76
3675,2002-10-02,93
3675,2002-10-02,73
3675,2002-10-02,59
3675,2002-10-02,37
3676,2002-10-05,95
3676,2002-10-05,48
3676,2002-10-05,41
3676,2002-10-05,85
3676,2002-10-05,11
3677,2002-10-09,74
3677,2002-10-09,70
3677,2002-10-09,75
3677,2002-10-09,11
3677,2002-10-09,25
3678,2002-10-16,18
3678,2002-10-16,55
3678,2002-10-16,4
3678,2002-10-16,58
3678,2002-10-16,20
3679,2002-10-19,41
3679,2002-10-19,13
3679,2002-10-19,45
3679,2002-10-19,47
3679,2002-10-19,27
3680,2002-10-23,21
3680,2002-10-23,3
3680,2002-10-23,97
3680,2002-10-23,97
3680,2002-10-23,19
3681,2002-10-26,1
3681,2002-10-26,56
3681,2002-10-26,70
3681,2002-10-26,89
3681,2002-10-26,98
3682,2002-10-30,25
3682,2002-10-30,47
3682,2002-10-30,1
3682,2002-10-30,34
3682,2002-10-30,13
3683,2002-11-06,26
3683,2002-11-06,66
3683,2002-11-06,34
3683,2002-11-06,20
3683,2002-11-06,87
3684,2002-11-09,16
3684,2002-11-09,68
3684,2002-11-09,36
3684,2002-11-09,45
3684,2002-11-09,65
3685,2002-11-13,98
3685,2002-11-13,14
3685,2002-11-13,45
3685,2002-11-13,99
3685,2002-11-13,7
3686,2002-11-16,57
3686,2002-11-16,22
3686,2002-11-16,29
3686,2002-11-16,46
3686,2002-11-16,58
3687,2002-11-20,24
3687,2002-11-20,61
3687,2002-11-20,53
3687,2002-11-20,30
3687,2002-11-20,44
3688,2002-11-23,37
3688,2002-11-23,9
3688,2002-11-23,98
3688,2002-11-23,13
3688,2002-11-23,46
3689,2002-11-27,71
3689,2002-11-27,46
3689,2002-11-27,80
3689,2002-11-27,35
3689,2002-11-27,68
3690,2002-11-30,96
3690,2002-11-30,65
3690,2002-11-30,83
3690,2002-11-30,30
3690,2002-11-30,94
3691,2002-12-04,62
3691,2002-12-04,79
3691,2002-12-04,42
3691,2002-12-04,84
3691,2002-12-04,14
3692,2002-12-07,1
3692,2002-12-07,43
3692,2002-12-07,73
3692,2002-12-07,41
3692,2002-12-07,30
3693,2002-12-11,10
3693,2002-12-11,81
3693,2002-12-11,73
3693,2002-12-11,81
3693,2002-12-11,33
3694,2002-12-14,23
3694,2002-12-14,54
3694,2002-12-14,48
3694,2002-12-14,98
3694,2002-12-14,27
3695,2002-12-18,39
3695,2002-12-18,55
3695,2002-12-18,48
3695,2002-12-18,57
3695,2002-12-18,75
3696,2002-12-21,39
3696,2002-12-21,28
3696,2002-12-21,97
3696,2002-12-21,86
3696,2002-12-21,82
3697,2002-12-28,57
3697,2002-12-28,44
3697,2002-12-28,11
3697,2002-12-28,38
3697,2002-12-28,44
3698,2003-01-04,52
3698,2003-01-04,19
3698,2003-01-04,62
3698,2003-01-04,40
3698,2003-01-04,79
3699,2003-01-08,97
3699,2003-01-08,80
3699,2003-01-08,26
3699,2003-01-08,57
3699,2003-01-08,89
3700,2003-01-11,24
3700,2003-01-11,28
3700,2003-01-11,96
3700,2003-01-11,45
3700,2003-01-11,72
3701,2003-01-15,12
3701,2003-01-15,13
3701,2003-01-15,5
3701,2003-01-15,56
3701,2003-01-15,17
3702,2003-01-18,27
3702,2003-01-18,24
3702,2003-01-18,65
3702,2003-01-18,24
3702,2003-01-18,2
3703,2003-01-22,91
3703,2003-01-22,87
3703,2003-01-22,31
3703,2003-01-22,11
3703,2003-01-22,95
3704,2003-01-25,96
3704,2003-01-25,52
3704,2003-01-25,27
3704,2003-01-25,28
3704,2003-01-25,64
3705,2003-01-29,14
3705,2003-01-29,54
3705,2003-01-29,8
3705,2003-01-29,95
3705,2003-01-29,4
3706,2003-02-01,5
3706,2003-02-01,71
3706,2003-02-01,25
3706,2003-02-01,80
3706,2003-02-01,26
3707,2003-02-05,79
3707,2003-02-05,32
3707,2003-02-05,27
3707,2003-02-05,51
3707,2003-02-05,52
3708,2003-02-08,20
3708,2003-02-08,97
3708,2003-02-08,38
3708,2003-02-08,19
3708,2003-02-08,76
3709,2003-02-12,29
3709,2003-02-12,96
3709,2003-02-12,29
3709,2003-02-12,72
3709,2003-02-12,14
3710,2003-02-15,88
3710,2003-02-15,62
3710,2003-02-15,46
3710,2003-02-15,2
3710,2003-02-15,20
3711,2003-02-19,26
3711,2003-02-19,11
3711,2003-02-19,74
3711,2003-02-19,12
3711,2003-02-19,77
3712,2003-02-22,35
3712,2003-02-22,32
3712,2003-02-22,31
3712,2003-02-22,57
3712,2003-02-22,55
3713,2003-02-26,86
3713,2003-02-26,63
3713,2003-02-26,86
3713,2003-02-26,91
3713,2003-02-26,63
3714,2003-03-01,35
3714,2003-03-01,3
3714,2003-03-01,6
3714,2003-03-01,34
3714,2003-03-01,51
3715,2003-03-08,23
3715,2003-03-08,58
3715,2003-03-08,59
3715,2003-03-08,45
3715,2003-03-08,24
3716,2003-03-12,99
3716,2003-03-12,33
3716,2003-03-12,23
3716,2003-03-12,35
3716,2003-03-12,42
3717,2003-03-15,68
3717,2003-03-15,52
3717,2003-03-15,79
3717,2003-03-15,79
3717,2003-03-15,67
3718,2003-03-19,71
3718,2003-03-19,54
3718,2003-03-19,40
3718,2003-03-19,15
3718,2003-03-19,36
3719,2003-03-22,20
3719,2003-03-22,14
3719,2003-03-22,19
3719,2003-03-22,85
3719,2003-03-22,39
3720,2003-03-26,52
3720,2003-03-26,12
3720,2003-03-26,11
3720,2003-03-26,24
3720,2003-03-26,50
3721,2003-03-29,83
3721,2003-03-29,8
3721,2003-03-29,17
3721,2003-03-29,14
3721,2003-03-29,13
3722,2003-04-02,8
3722,2003-04-02,11
3722,2003-04-02,82
3722,2003-04-02,19
3722,2003-04-02,23
3723,2003-04-05,63
3723,2003-04-05,58
3723,2003-04-05,49
3723,2003-04-05,89
3723,2003-04-05,56
3724,2003-04-09,75
3724,2003-04-09,72
3724,2003-04-09,58
3724,2003-04-09,68
3724,2003-04-09,48
3725,2003-04-12,46
3725,2003-04-12,80
3725,2003-04-12,36
3725,2003-04-12,61
3725,2003-04-12,29
3726,2003-04-16,95
3726,2003-04-16,21
3726,2003-04-16,69
3726,2003-04-16,94
3726,2003-04-16,25
3727,2003-04-23,22
3727,2003-04-23,35
3727,2003-04-23,25
3727,2003-04-23,52
3727,2003-04-23,37
3728,2003-04-26,45
3728,2003-04-26,87
3728,2003-04-26,4
3728,2003-04-26,10
3728,2003-04-26,97
3729,2003-04-30,32
3729,2003-04-30,99
3729,2003-04-30,43
3729,2003-04-30,90
3729,2003-04-30,16
3730,2003-05-03,79
3730,2003-05-03,20
3730,2003-05-03,10
3730,2003-05-03,52
3730,2003-05-03,44
3731,2003-05-07,28
3731,2003-05-07,24
3731,2003-05-07,50
3731,2003-05-07,96
3731,2003-05-07,77
3732,2003-05-10,25
3732,2003-05-10,13
3732,2003-05-10,77
3732,2003-05-10,67
3732,2003-05-10,43
3733,2003-05-14,82
3733,2003-05-14,13
3733,2003-05-14,97
3733,2003-05-14,2
3733,2003-05-14,79
3734,2003-05-17,37
3734,2003-05-17,57
3734,2003-05-17,19
3734,2003-05-17,17
3734,2003-05-17,94
3735,2003-05-21,8
3735,2003-05-21,65
