Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
21,1962-12-05,Quarta-feira,D 1º,59,21
46,1963-03-09,Sábado,D 2º,59,25
93,1963-08-28,Quarta-feira,D 5º,59,47
133,1964-01-29,Quarta-feira,D 3º,59,40
166,1964-05-30,Sábado,D 2º,59,33
177,1964-07-08,Quarta-feira,D 5º,59,11
191,1964-08-29,Sábado,D 2º,59,14
238,1965-02-17,Quarta-feira,D 4º,59,47
265,1965-06-02,Quarta-feira,D 2º,59,27
333,1966-02-02,Quarta-feira,D 4º,59,68
365,1966-05-28,Sábado,D 2º,59,32
387,1966-08-13,Sábado,D 4º,59,22
399,1966-09-28,Quarta-feira,D 3º,59,12
413,1966-11-19,Sábado,D 2º,59,14
480,1967-07-15,Sábado,D 3º,59,67
488,1967-08-12,Sábado,D 5º,59,8
490,1967-08-19,Sábado,D 1º,59,2
510,1967-10-28,Sábado,D 2º,59,20
535,1968-01-27,Sábado,D 1º,59,25
539,1968-02-10,Sábado,D 4º,59,4
585,1968-07-27,Sábado,D 1º,59,46
604,1968-10-05,Sábado,D 1º,59,19
616,1968-11-20,Quarta-feira,D 2º,59,12
638,1969-02-12,Quarta-feira,D 1º,59,22
649,1969-03-26,Quarta-feira,D 5º,59,11
681,1969-07-19,Sábado,D 1º,59,32
727,1970-01-07,Quarta-feira,D 5º,59,46
770,1970-06-13,Sábado,D 2º,59,43
792,1970-08-29,Sábado,D 4º,59,22
829,1971-01-13,Quarta-feira,D 4º,59,37
850,1971-04-03,Sábado,D 1º,59,21
895,1971-09-25,Sábado,D 5º,59,45
900,1971-10-13,Quarta-feira,D 1º,59,5
900,1971-10-13,Quarta-feira,D 2º,59,0
906,1971-11-06,Sábado,D 4º,59,6
927,1972-02-12,Sábado,D 3º,59,21
999,1972-12-23,Sábado,D 1º,59,72
1018,1973-03-21,Quarta-feira,D 3º,59,19
1021,1973-04-04,Quarta-feira,D 3º,59,3
1022,1973-04-07,Sábado,D 3º,59,1
1035,1973-05-26,Sábado,D 1º,59,13
1043,1973-06-23,Sábado,D 1º,59,8
1086,1973-11-24,Sábado,D 3º,59,43
1103,1974-01-30,Quarta-feira,D 2º,59,17
1112,1974-03-06,Quarta-feira,D 3º,59,9
1119,1974-03-30,Sábado,D 1º,59,7
1170,1974-10-05,Sábado,D 1º,59,51
1175,1974-10-23,Quarta-feira,D 2º,59,5
1176,1974-10-26,Sábado,D 3º,59,1
1180,1974-11-13,Quarta-feira,D 4º,59,4
1189,1974-12-14,Sábado,D 3º,59,9
1195,1975-01-11,Sábado,D 2º,59,6
1210,1975-03-08,Sábado,D 2º,59,15
1216,1975-04-02,Quarta-feira,D 3º,59,6
1217,1975-04-05,Sábado,D 2º,59,1
1271,1975-10-18,Sábado,D 4º,59,54
1300,1976-02-14,Sábado,D 5º,59,29
1315,1976-04-10,Sábado,D 4º,59,15
1342,1976-07-24,Sábado,D 4º,59,27
1358,1976-09-22,Quarta-feira,D 2º,59,16
1359,1976-09-25,Sábado,D 1º,59,1
1367,1976-10-27,Quarta-feira,D 1º,59,8
1377,1976-12-04,Sábado,D 2º,59,10
1399,1977-03-05,Sábado,D 5º,59,22
1476,1977-12-24,Sábado,D 1º,59,77
1491,1978-02-25,Sábado,D 4º,59,15
1503,1978-04-12,Quarta-feira,D 5º,59,12
1521,1978-06-21,Quarta-feira,D 1º,59,18
1537,1978-08-19,Sábado,D 2º,59,16
1538,1978-08-23,Quarta-feira,D 3º,59,1
1548,1978-09-27,Quarta-feira,D 5º,59,10
1572,1979-01-03,Quarta-feira,D 4º,59,24
1586,1979-02-24,Sábado,D 4º,59,14
1589,1979-03-10,Sábado,D 2º,59,3
1591,1979-03-17,Sábado,D 4º,59,2
1607,1979-05-26,Sábado,D 1º,59,16
1615,1979-06-23,Sábado,D 5º,59,8
1669,1980-01-30,Quarta-feira,D 1º,59,54
1676,1980-02-27,Quarta-feira,D 5º,59,7
1689,1980-04-16,Quarta-feira,D 3º,59,13
1694,1980-05-07,Quarta-feira,D 3º,59,5
1722,1980-08-20,Quarta-feira,D 1º,59,28
1740,1980-10-25,Sábado,D 5º,59,18
1743,1980-11-05,Quarta-feira,D 5º,59,3
1748,1980-11-26,Quarta-feira,D 2º,59,5
1755,1980-12-20,Sábado,D 1º,59,7
1759,1981-01-10,Sábado,D 3º,59,4
1767,1981-02-07,Sábado,D 3º,59,8
1805,1981-07-11,Sábado,D 2º,59,38
1863,1982-02-17,Quarta-feira,D 1º,59,58
1871,1982-03-24,Quarta-feira,D 2º,59,8
1879,1982-04-28,Quarta-feira,D 2º,59,8
1880,1982-05-05,Quarta-feira,D 3º,59,1
1927,1982-10-30,Sábado,D 3º,59,47
1928,1982-11-10,Quarta-feira,D 2º,59,1
1943,1983-01-08,Sábado,D 2º,59,15
1963,1983-03-26,Sábado,D 4º,59,20
2037,1984-01-11,Quarta-feira,D 1º,59,74
2095,1984-08-25,Sábado,D 5º,59,58
2100,1984-09-15,Sábado,D 3º,59,5
2124,1984-12-29,Sábado,D 5º,59,24
2140,1985-03-02,Sábado,D 2º,59,16
2144,1985-03-16,Sábado,D 1º,59,4
2155,1985-04-27,Sábado,D 3º,59,11
2173,1985-07-06,Sábado,D 1º,59,18
2183,1985-08-10,Sábado,D 1º,59,10
2187,1985-08-24,Sábado,D 4º,59,4
2227,1986-01-29,Quarta-feira,D 1º,59,40
2234,1986-02-26,Quarta-feira,D 4º,59,7
2260,1986-06-11,Quarta-feira,D 1º,59,26
2270,1986-07-16,Quarta-feira,D 5º,59,10
2275,1986-08-03,Domingo,D 4º,59,5
2282,1986-08-30,Sábado,D 4º,59,7
2305,1986-12-06,Sábado,D 4º,59,23
