Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
3,1962-09-29,Sábado,D 1º,93,3
30,1963-01-09,Quarta-feira,D 1º,93,27
33,1963-01-19,Sábado,D 1º,93,3
42,1963-02-20,Quarta-feira,D 5º,93,9
50,1963-03-23,Sábado,D 3º,93,8
57,1963-04-20,Sábado,D 2º,93,7
81,1963-07-17,Quarta-feira,D 3º,93,24
139,1964-02-22,Sábado,D 3º,93,58
151,1964-04-08,Quarta-feira,D 3º,93,12
181,1964-07-22,Quarta-feira,D 3º,93,30
220,1964-12-09,Quarta-feira,D 3º,93,39
258,1965-05-08,Sábado,D 4º,93,38
287,1965-08-18,Quarta-feira,D 5º,93,29
344,1966-03-16,Quarta-feira,D 5º,93,57
392,1966-08-31,Quarta-feira,D 5º,93,48
398,1966-09-24,Sábado,D 3º,93,6
409,1966-11-05,Sábado,D 2º,93,11
426,1967-01-04,Quarta-feira,D 4º,93,17
431,1967-01-21,Sábado,D 1º,93,5
435,1967-02-04,Sábado,D 2º,93,4
441,1967-03-01,Quarta-feira,D 4º,93,6
442,1967-03-04,Sábado,D 4º,93,1
450,1967-04-01,Sábado,D 1º,93,8
464,1967-05-20,Sábado,D 4º,93,14
465,1967-05-24,Quarta-feira,D 4º,93,1
505,1967-10-11,Quarta-feira,D 3º,93,40
527,1967-12-30,Sábado,D 5º,93,22
528,1968-01-03,Quarta-feira,D 3º,93,1
536,1968-01-31,Quarta-feira,D 1º,93,8
541,1968-02-17,Sábado,D 5º,93,5
548,1968-03-16,Sábado,D 4º,93,7
560,1968-04-27,Sábado,D 4º,93,12
735,1970-02-04,Quarta-feira,D 1º,93,175
743,1970-03-07,Sábado,D 1º,93,8
755,1970-04-22,Quarta-feira,D 5º,93,12
756,1970-04-25,Sábado,D 3º,93,1
771,1970-06-17,Quarta-feira,D 2º,93,15
777,1970-07-08,Quarta-feira,D 3º,93,6
830,1971-01-16,Sábado,D 3º,93,53
850,1971-04-03,Sábado,D 4º,93,20
869,1971-06-19,Sábado,D 5º,93,19
905,1971-10-30,Sábado,D 1º,93,36
910,1971-11-24,Quarta-feira,D 3º,93,5
932,1972-03-08,Quarta-feira,D 4º,93,22
943,1972-04-22,Sábado,D 3º,93,11
968,1972-08-09,Quarta-feira,D 1º,93,25
994,1972-12-02,Sábado,D 2º,93,26
1082,1973-11-10,Sábado,D 3º,93,88
1104,1974-02-02,Sábado,D 3º,93,22
