Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
3,1962-09-29,Sábado,D 3º,5,3
64,1963-05-18,Sábado,D 1º,5,61
115,1963-11-20,Quarta-feira,D 2º,5,51
144,1964-03-11,Quarta-feira,D 1º,5,29
212,1964-11-11,Quarta-feira,D 4º,5,68
240,1965-02-24,Quarta-feira,D 1º,5,28
252,1965-04-10,Sábado,D 5º,5,12
269,1965-06-16,Quarta-feira,D 2º,5,17
273,1965-06-30,Quarta-feira,D 4º,5,4
288,1965-08-21,Sábado,D 3º,5,15
291,1965-09-01,Quarta-feira,D 4º,5,3
393,1966-09-03,Sábado,D 4º,5,102
404,1966-10-15,Sábado,D 5º,5,11
477,1967-07-05,Quarta-feira,D 1º,5,73
478,1967-07-08,Sábado,D 2º,5,1
478,1967-07-08,Sábado,D 3º,5,0
512,1967-11-04,Sábado,D 2º,5,34
516,1967-11-22,Quarta-feira,D 2º,5,4
522,1967-12-13,Quarta-feira,D 1º,5,6
551,1968-03-27,Quarta-feira,D 3º,5,29
580,1968-07-10,Quarta-feira,D 2º,5,29
582,1968-07-17,Quarta-feira,D 2º,5,2
619,1968-11-30,Sábado,D 5º,5,37
622,1968-12-11,Quarta-feira,D 2º,5,3
644,1969-03-08,Sábado,D 2º,5,22
647,1969-03-19,Quarta-feira,D 1º,5,3
647,1969-03-19,Quarta-feira,D 5º,5,0
658,1969-04-30,Quarta-feira,D 4º,5,11
660,1969-05-07,Quarta-feira,D 2º,5,2
711,1969-11-01,Sábado,D 5º,5,51
728,1970-01-10,Sábado,D 3º,5,17
738,1970-02-18,Quarta-feira,D 2º,5,10
756,1970-04-25,Sábado,D 4º,5,18
757,1970-04-29,Quarta-feira,D 1º,5,1
762,1970-05-16,Sábado,D 2º,5,5
763,1970-05-20,Quarta-feira,D 5º,5,1
805,1970-10-14,Quarta-feira,D 5º,5,42
844,1971-03-13,Sábado,D 4º,5,39
853,1971-04-17,Sábado,D 4º,5,9
855,1971-04-28,Quarta-feira,D 4º,5,2
864,1971-06-02,Quarta-feira,D 5º,5,9
874,1971-07-07,Quarta-feira,D 3º,5,10
893,1971-09-18,Sábado,D 3º,5,19
900,1971-10-13,Quarta-feira,D 3º,5,7
921,1972-01-15,Sábado,D 3º,5,21
952,1972-05-27,Sábado,D 1º,5,31
988,1972-11-08,Quarta-feira,D 3º,5,36
1022,1973-04-07,Sábado,D 4º,5,34
1055,1973-08-08,Quarta-feira,D 4º,5,33
