Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
9,1962-10-20,Sábado,D 1º,28,9
27,1962-12-29,Sábado,D 2º,28,18
35,1963-01-26,Sábado,D 5º,28,8
57,1963-04-20,Sábado,D 1º,28,22
103,1963-10-05,Sábado,D 5º,28,46
109,1963-10-26,Sábado,D 1º,28,6
157,1964-04-29,Quarta-feira,D 3º,28,48
166,1964-05-30,Sábado,D 3º,28,9
187,1964-08-12,Quarta-feira,D 5º,28,21
209,1964-10-31,Sábado,D 4º,28,22
256,1965-04-28,Quarta-feira,D 1º,28,47
256,1965-04-28,Quarta-feira,D 4º,28,0
257,1965-05-05,Quarta-feira,D 3º,28,1
261,1965-05-19,Quarta-feira,D 2º,28,4
316,1965-11-27,Sábado,D 2º,28,55
335,1966-02-09,Quarta-feira,D 5º,28,19
364,1966-05-25,Quarta-feira,D 3º,28,29
408,1966-10-29,Sábado,D 2º,28,44
410,1966-11-09,Quarta-feira,D 5º,28,2
421,1966-12-17,Sábado,D 1º,28,11
448,1967-03-25,Sábado,D 3º,28,27
449,1967-03-29,Quarta-feira,D 5º,28,1
467,1967-05-31,Quarta-feira,D 5º,28,18
482,1967-07-22,Sábado,D 5º,28,15
486,1967-08-05,Sábado,D 3º,28,4
488,1967-08-12,Sábado,D 3º,28,2
492,1967-08-26,Sábado,D 5º,28,4
544,1968-03-02,Sábado,D 1º,28,52
559,1968-04-24,Quarta-feira,D 3º,28,15
583,1968-07-20,Sábado,D 5º,28,24
586,1968-07-31,Quarta-feira,D 5º,28,3
596,1968-09-04,Quarta-feira,D 2º,28,10
681,1969-07-19,Sábado,D 2º,28,85
683,1969-07-26,Sábado,D 2º,28,2
720,1969-12-06,Sábado,D 1º,28,37
720,1969-12-06,Sábado,D 4º,28,0
721,1969-12-10,Quarta-feira,D 1º,28,1
737,1970-02-14,Sábado,D 2º,28,16
741,1970-02-28,Sábado,D 1º,28,4
747,1970-03-21,Sábado,D 5º,28,6
761,1970-05-13,Quarta-feira,D 3º,28,14
762,1970-05-16,Sábado,D 1º,28,1
767,1970-06-03,Quarta-feira,D 3º,28,5
771,1970-06-17,Quarta-feira,D 1º,28,4
773,1970-06-24,Quarta-feira,D 2º,28,2
776,1970-07-04,Sábado,D 1º,28,3
777,1970-07-08,Quarta-feira,D 2º,28,1
811,1970-11-04,Quarta-feira,D 3º,28,34
847,1971-03-24,Quarta-feira,D 2º,28,36
919,1972-01-08,Sábado,D 4º,28,72
963,1972-07-15,Sábado,D 4º,28,44
1021,1973-04-04,Quarta-feira,D 5º,28,58
1026,1973-04-25,Quarta-feira,D 4º,28,5
1045,1973-06-30,Sábado,D 1º,28,19
1050,1973-07-18,Quarta-feira,D 1º,28,5
1057,1973-08-15,Quarta-feira,D 4º,28,7
1141,1974-06-19,Quarta-feira,D 2º,28,84
1161,1974-08-31,Sábado,D 5º,28,20
1173,1974-10-16,Quarta-feira,D 4º,28,12
1179,1974-11-09,Sábado,D 1º,28,6
1184,1974-11-27,Quarta-feira,D 2º,28,5
1200,1975-01-29,Quarta-feira,D 2º,28,16
1227,1975-05-14,Quarta-feira,D 5º,28,27
1303,1976-02-25,Quarta-feira,D 2º,28,76
1305,1976-03-06,Sábado,D 1º,28,2
1315,1976-04-10,Sábado,D 5º,28,10
1340,1976-07-17,Sábado,D 1º,28,25
1369,1976-11-03,Quarta-feira,D 1º,28,29
1382,1976-12-22,Quarta-feira,D 2º,28,13
1383,1976-12-29,Quarta-feira,D 3º,28,1
1400,1977-03-09,Quarta-feira,D 4º,28,17
1422,1977-06-01,Quarta-feira,D 3º,28,22
1444,1977-08-20,Sábado,D 3º,28,22
1498,1978-03-22,Quarta-feira,D 5º,28,54
1571,1978-12-30,Sábado,D 2º,28,73
1580,1979-01-31,Quarta-feira,D 3º,28,9
1583,1979-02-14,Quarta-feira,D 2º,28,3
1583,1979-02-14,Quarta-feira,D 5º,28,0
1585,1979-02-21,Quarta-feira,D 2º,28,2
1593,1979-03-24,Sábado,D 5º,28,8
1611,1979-06-09,Sábado,D 4º,28,18
1638,1979-09-19,Quarta-feira,D 2º,28,27
1737,1980-10-15,Quarta-feira,D 5º,28,99
1781,1981-04-04,Sábado,D 4º,28,44
1834,1981-10-28,Quarta-feira,D 1º,28,53
1902,1982-07-24,Sábado,D 2º,28,68
1902,1982-07-24,Sábado,D 4º,28,0
1913,1982-09-04,Sábado,D 3º,28,11
1915,1982-09-15,Quarta-feira,D 4º,28,2
1930,1982-11-17,Quarta-feira,D 5º,28,15
1977,1983-05-18,Quarta-feira,D 2º,28,47
1980,1983-05-28,Sábado,D 5º,28,3
2013,1983-09-28,Quarta-feira,D 2º,28,33
2019,1983-10-26,Quarta-feira,D 1º,28,6
