Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
12,1962-10-31,Quarta-feira,D 5º,62,12
29,1963-01-05,Sábado,D 2º,62,17
45,1963-03-06,Quarta-feira,D 5º,62,16
74,1963-06-22,Sábado,D 5º,62,29
86,1963-08-03,Sábado,D 4º,62,12
105,1963-10-12,Sábado,D 2º,62,19
119,1963-12-04,Quarta-feira,D 4º,62,14
152,1964-04-11,Sábado,D 5º,62,33
157,1964-04-29,Quarta-feira,D 4º,62,5
190,1964-08-26,Quarta-feira,D 4º,62,33
203,1964-10-10,Sábado,D 5º,62,13
207,1964-10-24,Sábado,D 3º,62,4
223,1964-12-19,Sábado,D 3º,62,16
230,1965-01-16,Sábado,D 4º,62,7
232,1965-01-27,Quarta-feira,D 3º,62,2
263,1965-05-26,Quarta-feira,D 2º,62,31
275,1965-07-07,Quarta-feira,D 4º,62,12
284,1965-08-07,Sábado,D 1º,62,9
309,1965-11-03,Quarta-feira,D 3º,62,25
326,1966-01-08,Sábado,D 2º,62,17
337,1966-02-16,Quarta-feira,D 1º,62,11
353,1966-04-16,Sábado,D 2º,62,16
373,1966-06-25,Sábado,D 4º,62,20
418,1966-12-07,Quarta-feira,D 4º,62,45
437,1967-02-15,Quarta-feira,D 5º,62,19
440,1967-02-25,Sábado,D 5º,62,3
452,1967-04-08,Sábado,D 5º,62,12
473,1967-06-21,Quarta-feira,D 3º,62,21
483,1967-07-26,Quarta-feira,D 5º,62,10
554,1968-04-06,Sábado,D 2º,62,71
556,1968-04-13,Sábado,D 3º,62,2
593,1968-08-24,Sábado,D 1º,62,37
605,1968-10-09,Quarta-feira,D 3º,62,12
616,1968-11-20,Quarta-feira,D 5º,62,11
629,1969-01-11,Sábado,D 3º,62,13
651,1969-04-02,Quarta-feira,D 3º,62,22
663,1969-05-17,Sábado,D 1º,62,12
690,1969-08-20,Quarta-feira,D 2º,62,27
730,1970-01-17,Sábado,D 5º,62,40
806,1970-10-17,Sábado,D 1º,62,76
807,1970-10-21,Quarta-feira,D 4º,62,1
811,1970-11-04,Quarta-feira,D 5º,62,4
814,1970-11-14,Sábado,D 4º,62,3
837,1971-02-13,Sábado,D 1º,62,23
837,1971-02-13,Sábado,D 5º,62,0
845,1971-03-17,Quarta-feira,D 2º,62,8
893,1971-09-18,Sábado,D 5º,62,48
938,1972-03-29,Quarta-feira,D 3º,62,45
953,1972-06-03,Sábado,D 1º,62,15
972,1972-08-30,Quarta-feira,D 3º,62,19
1042,1973-06-20,Quarta-feira,D 4º,62,70
1054,1973-08-01,Quarta-feira,D 1º,62,12
1061,1973-08-29,Quarta-feira,D 1º,62,7
1084,1973-11-17,Sábado,D 1º,62,23
1099,1974-01-16,Quarta-feira,D 5º,62,15
1120,1974-04-03,Quarta-feira,D 4º,62,21
1125,1974-04-20,Sábado,D 2º,62,5
1162,1974-09-04,Quarta-feira,D 4º,62,37
1169,1974-10-02,Quarta-feira,D 1º,62,7
1209,1975-03-05,Quarta-feira,D 2º,62,40
1251,1975-08-09,Sábado,D 4º,62,42
1257,1975-08-30,Sábado,D 2º,62,6
1293,1976-01-17,Sábado,D 3º,62,36
1296,1976-01-31,Sábado,D 4º,62,3
1299,1976-02-11,Quarta-feira,D 1º,62,3
1352,1976-09-01,Quarta-feira,D 5º,62,53
1357,1976-09-18,Sábado,D 2º,62,5
1377,1976-12-04,Sábado,D 5º,62,20
1405,1977-03-26,Sábado,D 4º,62,28
1410,1977-04-16,Sábado,D 1º,62,5
1413,1977-04-27,Quarta-feira,D 4º,62,3
1434,1977-07-13,Quarta-feira,D 3º,62,21
1443,1977-08-17,Quarta-feira,D 4º,62,9
1449,1977-09-10,Sábado,D 2º,62,6
1466,1977-11-19,Sábado,D 1º,62,17
1558,1978-11-04,Sábado,D 5º,62,92
1602,1979-05-09,Quarta-feira,D 3º,62,44
1627,1979-08-08,Quarta-feira,D 4º,62,25
1661,1979-12-19,Quarta-feira,D 5º,62,34
1664,1980-01-05,Sábado,D 5º,62,3
1668,1980-01-27,Domingo,D 1º,62,4
1671,1980-02-06,Quarta-feira,D 3º,62,3
1671,1980-02-06,Quarta-feira,D 4º,62,0
1674,1980-02-16,Sábado,D 2º,62,3
1680,1980-03-12,Quarta-feira,D 5º,62,6
1708,1980-06-28,Sábado,D 2º,62,28
1750,1980-12-03,Quarta-feira,D 1º,62,42
1752,1980-12-10,Quarta-feira,D 5º,62,2
1754,1980-12-17,Quarta-feira,D 3º,62,2
1781,1981-04-04,Sábado,D 3º,62,27
1791,1981-05-23,Sábado,D 4º,62,10
1792,1981-05-27,Quarta-feira,D 1º,62,1
1797,1981-06-13,Sábado,D 5º,62,5
1805,1981-07-11,Sábado,D 1º,62,8
1812,1981-08-08,Sábado,D 1º,62,7
1817,1981-08-26,Quarta-feira,D 5º,62,5
1819,1981-09-02,Quarta-feira,D 3º,62,2
1855,1982-01-20,Quarta-feira,D 1º,62,36
1870,1982-03-17,Quarta-feira,D 5º,62,15
1888,1982-06-05,Sábado,D 5º,62,18
1905,1982-08-07,Sábado,D 3º,62,17
1924,1982-10-20,Quarta-feira,D 2º,62,19
1937,1982-12-11,Sábado,D 2º,62,13
1971,1983-04-23,Sábado,D 1º,62,34
1985,1983-06-15,Quarta-feira,D 1º,62,14
1986,1983-06-18,Sábado,D 4º,62,1
1991,1983-07-06,Quarta-feira,D 1º,62,5
2037,1984-01-11,Quarta-feira,D 3º,62,46
2056,1984-03-21,Quarta-feira,D 3º,62,19
2059,1984-04-04,Quarta-feira,D 4º,62,3
2067,1984-05-12,Sábado,D 2º,62,8
2104,1984-09-29,Sábado,D 2º,62,37
2106,1984-10-10,Quarta-feira,D 5º,62,2
2133,1985-02-02,Sábado,D 3º,62,27
2140,1985-03-02,Sábado,D 3º,62,7
2167,1985-06-15,Sábado,D 2º,62,27
2169,1985-06-22,Sábado,D 5º,62,2
2171,1985-06-29,Sábado,D 3º,62,2
2188,1985-08-28,Quarta-feira,D 5º,62,17
2219,1985-12-28,Sábado,D 1º,62,31
2223,1986-01-15,Quarta-feira,D 3º,62,4
2240,1986-03-19,Quarta-feira,D 1º,62,17
2273,1986-07-26,Sábado,D 5º,62,33
2305,1986-12-06,Sábado,D 3º,62,32
2422,1988-03-05,Sábado,D 1º,62,117
2518,1989-03-18,Sábado,D 2º,62,96
2523,1989-04-08,Sábado,D 1º,62,5
2536,1989-06-03,Sábado,D 4º,62,13
2539,1989-06-14,Quarta-feira,D 5º,62,3
2567,1989-09-30,Sábado,D 1º,62,28
2579,1989-11-25,Sábado,D 2º,62,12
2596,1990-02-17,Sábado,D 2º,62,17
2622,1990-06-09,Sábado,D 1º,62,26
2631,1990-07-21,Sábado,D 1º,62,9
2631,1990-07-21,Sábado,D 3º,62,0
2642,1990-08-29,Quarta-feira,D 4º,62,11
2665,1990-12-05,Quarta-feira,D 4º,62,23
2674,1991-01-16,Quarta-feira,D 4º,62,9
2685,1991-02-27,Quarta-feira,D 1º,62,11
2717,1991-07-06,Sábado,D 1º,62,32
2730,1991-08-21,Quarta-feira,D 3º,62,13
2739,1991-09-25,Quarta-feira,D 5º,62,9
2812,1992-08-22,Sábado,D 4º,62,73
2814,1992-09-05,Sábado,D 1º,62,2
2829,1992-12-23,Quarta-feira,D 5º,62,15
2875,1993-11-06,Sábado,D 1º,62,46
2975,1994-12-17,Sábado,D 5º,62,100
2992,1995-03-04,Sábado,D 4º,62,17
3003,1995-04-26,Quarta-feira,D 1º,62,11
3004,1995-04-29,Sábado,D 5º,62,1
3008,1995-05-17,Quarta-feira,D 5º,62,4
3021,1995-07-12,Quarta-feira,D 4º,62,13
3022,1995-07-15,Sábado,D 5º,62,1
3024,1995-07-22,Sábado,D 2º,62,2
3061,1996-12-23,Segunda-feira,D 4º,62,37
3065,1996-01-13,Sábado,D 5º,62,4
3077,1996-03-02,Sábado,D 4º,62,12
3104,1996-06-26,Quarta-feira,D 1º,62,27
3129,1996-10-05,Sábado,D 3º,62,25
3149,1997-01-08,Quarta-feira,D 3º,62,20
3221,1997-10-22,Quarta-feira,D 5º,62,72
3263,1998-04-04,Sábado,D 2º,62,42
3286,1998-07-15,Quarta-feira,D 1º,62,23
3295,1998-08-19,Quarta-feira,D 5º,62,9
3297,1998-08-26,Quarta-feira,D 3º,62,2
3360,1999-05-05,Quarta-feira,D 4º,62,63
3363,1999-05-15,Sábado,D 5º,62,3
3367,1999-05-29,Sábado,D 1º,62,4
3379,1999-07-17,Sábado,D 1º,62,12
3401,1999-10-06,Quarta-feira,D 2º,62,22
3418,1999-12-15,Quarta-feira,D 3º,62,17
3461,2000-06-03,Sábado,D 3º,62,43
3478,2000-08-09,Quarta-feira,D 1º,62,17
3484,2000-08-30,Quarta-feira,D 1º,62,6
3535,2001-03-24,Sábado,D 5º,62,51
3542,2001-04-25,Quarta-feira,D 5º,62,7
3549,2001-05-23,Quarta-feira,D 5º,62,7
3554,2001-06-09,Sábado,D 3º,62,5
3558,2001-06-30,Sábado,D 5º,62,4
3595,2001-11-21,Quarta-feira,D 1º,62,37
3637,2002-05-08,Quarta-feira,D 1º,62,42
3652,2002-07-06,Sábado,D 1º,62,15
3670,2002-09-14,Sábado,D 2º,62,18
3673,2002-09-25,Quarta-feira,D 2º,62,3
3675,2002-10-02,Quarta-feira,D 1º,62,2
3679,2002-10-19,Sábado,D 2º,62,4
3885,2004-11-17,Quarta-feira,D 3º,62,206
3890,2004-12-04,Sábado,D 5º,62,5
3900,2005-01-15,Sábado,D 2º,62,10
3905,2005-02-02,Quarta-feira,D 2º,62,5
3910,2005-02-19,Sábado,D 3º,62,5
3942,2005-06-11,Sábado,D 1º,62,32
3946,2005-06-25,Sábado,D 4º,62,4
3976,2005-10-15,Sábado,D 3º,62,30
3995,2005-12-24,Sábado,D 5º,62,19
4039,2006-05-27,Sábado,D 1º,62,44
4062,2006-08-16,Quarta-feira,D 1º,62,23
4064,2006-08-23,Quarta-feira,D 2º,62,2
4124,2007-03-24,Sábado,D 3º,62,60
4136,2007-05-09,Quarta-feira,D 5º,62,12
4189,2007-11-10,Sábado,D 2º,62,53
4217,2008-02-16,Sábado,D 5º,62,28
4268,2008-08-13,Quarta-feira,D 1º,62,51
4290,2008-10-29,Quarta-feira,D 2º,62,22
4317,2009-02-04,Quarta-feira,D 1º,62,27
4318,2009-02-07,Sábado,D 2º,62,1
4318,2009-02-07,Sábado,D 5º,62,0
4330,2009-03-21,Sábado,D 3º,62,12
4364,2009-07-18,Sábado,D 2º,62,34
4374,2009-08-22,Sábado,D 1º,62,10
4391,2009-10-21,Quarta-feira,D 4º,62,17
4411,2009-12-30,Quarta-feira,D 4º,62,20
4412,2010-01-02,Sábado,D 1º,62,1
4447,2010-05-08,Sábado,D 1º,62,35
4547,2011-04-23,Sábado,D 4º,62,100
4559,2011-06-04,Sábado,D 2º,62,12
4565,2011-06-25,Sábado,D 3º,62,6
4619,2011-12-31,Sábado,D 5º,62,54
4626,2012-01-25,Quarta-feira,D 2º,62,7
4648,2012-04-11,Quarta-feira,D 3º,62,22
4680,2012-08-01,Quarta-feira,D 1º,62,32
4680,2012-08-01,Quarta-feira,D 4º,62,0
4708,2012-11-07,Quarta-feira,D 3º,62,28
4710,2012-11-14,Quarta-feira,D 5º,62,2
4763,2013-05-18,Sábado,D 5º,62,53
4786,2013-08-07,Quarta-feira,D 5º,62,23
4797,2013-09-14,Sábado,D 3º,62,11
4811,2013-11-01,Sexta-feira,D 2º,62,14
4856,2014-04-09,Quarta-feira,D 1º,62,45
4862,2014-04-30,Quarta-feira,D 2º,62,6
4904,2014-09-24,Quarta-feira,D 3º,62,42
4911,2014-10-18,Sábado,D 5º,62,7
4917,2014-11-08,Sábado,D 5º,62,6
4921,2014-11-22,Sábado,D 5º,62,4
4923,2014-11-29,Sábado,D 3º,62,2
4930,2014-12-24,Quarta-feira,D 2º,62,7
