Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
3,1962-09-29,Sábado,D 2º,37,3
11,1962-10-27,Sábado,D 5º,37,8
22,1962-12-12,Quarta-feira,D 1º,37,11
27,1962-12-29,Sábado,D 4º,37,5
31,1963-01-12,Sábado,D 3º,37,4
94,1963-08-31,Sábado,D 3º,37,63
95,1963-09-04,Quarta-feira,D 3º,37,1
110,1963-10-30,Quarta-feira,D 5º,37,15
136,1964-02-08,Sábado,D 2º,37,26
142,1964-03-04,Quarta-feira,D 2º,37,6
172,1964-06-20,Sábado,D 4º,37,30
264,1965-05-29,Sábado,D 5º,37,92
336,1966-02-12,Sábado,D 2º,37,72
369,1966-06-11,Sábado,D 3º,37,33
378,1966-07-13,Quarta-feira,D 1º,37,9
420,1966-12-14,Quarta-feira,D 3º,37,42
440,1967-02-25,Sábado,D 2º,37,20
461,1967-05-10,Quarta-feira,D 5º,37,21
483,1967-07-26,Quarta-feira,D 3º,37,22
485,1967-08-02,Quarta-feira,D 5º,37,2
596,1968-09-04,Quarta-feira,D 3º,37,111
606,1968-10-12,Sábado,D 4º,37,10
627,1969-01-04,Sábado,D 5º,37,21
674,1969-06-25,Quarta-feira,D 1º,37,47
707,1969-10-18,Sábado,D 1º,37,33
712,1969-11-05,Quarta-feira,D 1º,37,5
721,1969-12-10,Quarta-feira,D 4º,37,9
741,1970-02-28,Sábado,D 2º,37,20
758,1970-05-02,Sábado,D 5º,37,17
794,1970-09-05,Sábado,D 2º,37,36
803,1970-10-07,Quarta-feira,D 3º,37,9
818,1970-11-28,Sábado,D 5º,37,15
821,1970-12-09,Quarta-feira,D 2º,37,3
841,1971-03-03,Quarta-feira,D 5º,37,20
859,1971-05-15,Sábado,D 4º,37,18
863,1971-05-29,Sábado,D 1º,37,4
904,1971-10-27,Quarta-feira,D 4º,37,41
915,1971-12-11,Sábado,D 3º,37,11
939,1972-04-05,Quarta-feira,D 5º,37,24
957,1972-06-17,Sábado,D 4º,37,18
963,1972-07-15,Sábado,D 3º,37,6
967,1972-08-02,Quarta-feira,D 1º,37,4
988,1972-11-08,Quarta-feira,D 4º,37,21
993,1972-11-29,Quarta-feira,D 4º,37,5
1023,1973-04-11,Quarta-feira,D 2º,37,30
1038,1973-06-06,Quarta-feira,D 2º,37,15
1041,1973-06-16,Sábado,D 3º,37,3
1055,1973-08-08,Quarta-feira,D 2º,37,14
1057,1973-08-15,Quarta-feira,D 5º,37,2
1058,1973-08-18,Sábado,D 4º,37,1
1081,1973-11-07,Quarta-feira,D 4º,37,23
1095,1973-12-29,Sábado,D 3º,37,14
1096,1974-01-05,Sábado,D 5º,37,1
1100,1974-01-19,Sábado,D 2º,37,4
1107,1974-02-13,Quarta-feira,D 4º,37,7
1118,1974-03-27,Quarta-feira,D 5º,37,11
1141,1974-06-19,Quarta-feira,D 5º,37,23
1196,1975-01-15,Quarta-feira,D 5º,37,55
1230,1975-05-24,Sábado,D 5º,37,34
1244,1975-07-12,Sábado,D 1º,37,14
1269,1975-10-11,Sábado,D 3º,37,25
1279,1975-11-22,Sábado,D 2º,37,10
1290,1976-01-07,Quarta-feira,D 2º,37,11
1321,1976-05-12,Quarta-feira,D 3º,37,31
1324,1976-05-22,Sábado,D 3º,37,3
1324,1976-05-22,Sábado,D 4º,37,0
1333,1976-06-23,Quarta-feira,D 5º,37,9
1360,1976-09-29,Quarta-feira,D 5º,37,27
1389,1977-01-26,Quarta-feira,D 2º,37,29
1403,1977-03-19,Sábado,D 2º,37,14
1417,1977-05-14,Sábado,D 4º,37,14
1470,1977-12-03,Sábado,D 2º,37,53
1480,1978-01-11,Quarta-feira,D 1º,37,10
1502,1978-04-08,Sábado,D 4º,37,22
1542,1978-09-06,Quarta-feira,D 4º,37,40
1543,1978-09-09,Sábado,D 1º,37,1
1587,1979-03-03,Sábado,D 5º,37,44
1603,1979-05-12,Sábado,D 2º,37,16
1640,1979-09-26,Quarta-feira,D 3º,37,37
1698,1980-05-24,Sábado,D 2º,37,58
1701,1980-06-04,Quarta-feira,D 5º,37,3
1702,1980-06-07,Sábado,D 1º,37,1
1719,1980-08-09,Sábado,D 4º,37,17
1728,1980-09-10,Quarta-feira,D 1º,37,9
1762,1981-01-21,Quarta-feira,D 5º,37,34
1765,1981-01-31,Sábado,D 3º,37,3
1772,1981-02-25,Quarta-feira,D 3º,37,7
1807,1981-06-18,Quinta-feira,D 4º,37,35
1821,1981-09-09,Quarta-feira,D 4º,37,14
1824,1981-09-19,Sábado,D 5º,37,3
1837,1981-11-07,Sábado,D 2º,37,13
1848,1981-12-19,Sábado,D 2º,37,11
1865,1982-02-27,Sábado,D 1º,37,17
1890,1982-06-12,Sábado,D 2º,37,25
1912,1982-09-01,Quarta-feira,D 4º,37,22
1916,1982-09-18,Sábado,D 3º,37,4
1955,1983-02-23,Quarta-feira,D 3º,37,39
1975,1983-05-11,Quarta-feira,D 4º,37,20
1981,1983-06-01,Quarta-feira,D 1º,37,6
1990,1983-07-02,Sábado,D 4º,37,9
1992,1983-07-09,Sábado,D 2º,37,2
2001,1983-08-13,Sábado,D 3º,37,9
2016,1983-10-08,Sábado,D 5º,37,15
2038,1984-01-14,Sábado,D 4º,37,22
2056,1984-03-21,Quarta-feira,D 2º,37,18
2074,1984-06-06,Quarta-feira,D 1º,37,18
2081,1984-07-04,Quarta-feira,D 4º,37,7
2088,1984-07-28,Sábado,D 2º,37,7
2098,1984-09-05,Quarta-feira,D 3º,37,10
2124,1984-12-29,Sábado,D 3º,37,26
2128,1985-01-16,Quarta-feira,D 5º,37,4
2160,1985-05-18,Sábado,D 2º,37,32
2176,1985-07-17,Quarta-feira,D 1º,37,16
2177,1985-07-20,Sábado,D 4º,37,1
2199,1985-10-09,Quarta-feira,D 3º,37,22
2200,1985-10-13,Domingo,D 2º,37,1
2202,1985-10-19,Sábado,D 4º,37,2
2223,1986-01-15,Quarta-feira,D 1º,37,21
2251,1986-05-07,Quarta-feira,D 4º,37,28
2257,1986-05-31,Sábado,D 3º,37,6
2312,1987-01-10,Sábado,D 3º,37,55
2345,1987-05-13,Quarta-feira,D 1º,37,33
2345,1987-05-13,Quarta-feira,D 5º,37,0
2346,1987-05-16,Sábado,D 4º,37,1
2354,1987-06-13,Sábado,D 2º,37,8
2362,1987-07-11,Sábado,D 1º,37,8
2431,1988-04-09,Sábado,D 2º,37,69
2434,1988-04-23,Sábado,D 5º,37,3
2487,1988-11-12,Sábado,D 5º,37,53
2507,1989-02-04,Sábado,D 5º,37,20
2529,1989-05-06,Sábado,D 3º,37,22
2533,1989-05-20,Sábado,D 2º,37,4
2575,1989-11-04,Sábado,D 1º,37,42
2580,1989-11-29,Quarta-feira,D 5º,37,5
2592,1990-02-03,Sábado,D 1º,37,12
2595,1990-02-14,Quarta-feira,D 5º,37,3
2634,1990-08-01,Quarta-feira,D 2º,37,39
2671,1991-01-05,Sábado,D 5º,37,37
2676,1991-01-23,Quarta-feira,D 5º,37,5
2692,1991-03-23,Sábado,D 4º,37,16
2709,1991-06-01,Sábado,D 4º,37,17
2711,1991-06-08,Sábado,D 4º,37,2
2745,1991-10-19,Sábado,D 2º,37,34
2758,1991-12-11,Quarta-feira,D 2º,37,13
2786,1992-04-01,Quarta-feira,D 4º,37,28
2847,1993-05-08,Sábado,D 3º,37,61
2849,1993-05-22,Sábado,D 4º,37,2
2854,1993-06-26,Sábado,D 5º,37,5
2881,1993-12-01,Quarta-feira,D 1º,37,27
2882,1993-12-04,Sábado,D 2º,37,1
2921,1994-05-14,Sábado,D 5º,37,39
2924,1994-05-25,Quarta-feira,D 1º,37,3
2926,1994-06-04,Sábado,D 1º,37,2
2939,1994-07-27,Quarta-feira,D 4º,37,13
2942,1994-08-06,Sábado,D 4º,37,3
2945,1994-08-17,Quarta-feira,D 1º,37,3
2987,1995-02-08,Quarta-feira,D 4º,37,42
3015,1995-06-10,Sábado,D 5º,37,28
3106,1996-07-03,Quarta-feira,D 3º,37,91
3112,1996-07-27,Sábado,D 1º,37,6
3129,1996-10-05,Sábado,D 5º,37,17
3130,1996-10-09,Quarta-feira,D 4º,37,1
3193,1997-07-09,Quarta-feira,D 3º,37,63
3225,1997-11-05,Quarta-feira,D 3º,37,32
3249,1998-02-11,Quarta-feira,D 4º,37,24
3256,1998-03-11,Quarta-feira,D 5º,37,7
3262,1998-04-01,Quarta-feira,D 3º,37,6
3287,1998-07-18,Sábado,D 5º,37,25
3289,1998-07-25,Sábado,D 3º,37,2
3311,1998-10-21,Quarta-feira,D 2º,37,22
3323,1998-12-05,Sábado,D 3º,37,12
3332,1999-01-16,Sábado,D 3º,37,9
3351,1999-03-27,Sábado,D 1º,37,19
3353,1999-04-07,Quarta-feira,D 2º,37,2
3375,1999-07-03,Sábado,D 3º,37,22
3386,1999-08-11,Quarta-feira,D 5º,37,11
3387,1999-08-14,Sábado,D 4º,37,1
3389,1999-08-21,Sábado,D 5º,37,2
3456,2000-05-17,Quarta-feira,D 1º,37,67
3462,2000-06-07,Quarta-feira,D 3º,37,6
3463,2000-06-10,Sábado,D 5º,37,1
3498,2000-10-25,Quarta-feira,D 5º,37,35
3514,2001-01-06,Sábado,D 1º,37,16
3523,2001-02-07,Quarta-feira,D 1º,37,9
3537,2001-03-31,Sábado,D 1º,37,14
3564,2001-07-21,Sábado,D 3º,37,27
3574,2001-08-25,Sábado,D 1º,37,10
3577,2001-09-08,Sábado,D 1º,37,3
3609,2002-01-19,Sábado,D 2º,37,32
3647,2002-06-15,Sábado,D 3º,37,38
3663,2002-08-14,Quarta-feira,D 4º,37,16
3665,2002-08-21,Quarta-feira,D 4º,37,2
3667,2002-08-28,Quarta-feira,D 2º,37,2
3672,2002-09-21,Sábado,D 2º,37,5
3730,2003-05-03,Sábado,D 2º,37,58
3733,2003-05-14,Quarta-feira,D 5º,37,3
3763,2003-08-27,Quarta-feira,D 1º,37,30
3773,2003-10-01,Quarta-feira,D 5º,37,10
3778,2003-10-18,Sábado,D 1º,37,5
3803,2004-01-24,Sábado,D 5º,37,25
3809,2004-02-14,Sábado,D 1º,37,6
3826,2004-04-17,Sábado,D 1º,37,17
3875,2004-10-13,Quarta-feira,D 2º,37,49
3880,2004-10-30,Sábado,D 4º,37,5
3889,2004-12-01,Quarta-feira,D 5º,37,9
3907,2005-02-10,Quinta-feira,D 1º,37,18
3915,2005-03-09,Quarta-feira,D 1º,37,8
3915,2005-03-09,Quarta-feira,D 4º,37,0
3950,2005-07-09,Sábado,D 1º,37,35
3973,2005-10-01,Sábado,D 4º,37,23
3992,2005-12-14,Quarta-feira,D 3º,37,19
4002,2006-01-18,Quarta-feira,D 1º,37,10
4002,2006-01-18,Quarta-feira,D 3º,37,0
4011,2006-02-18,Sábado,D 3º,37,9
4032,2006-05-03,Quarta-feira,D 2º,37,21
4064,2006-08-23,Quarta-feira,D 1º,37,32
4092,2006-12-02,Sábado,D 4º,37,28
4111,2007-02-07,Quarta-feira,D 3º,37,19
4118,2007-03-03,Sábado,D 4º,37,7
