Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
10,1962-10-24,Quarta-feira,D 4º,70,10
11,1962-10-27,Sábado,D 2º,70,1
23,1962-12-15,Sábado,D 4º,70,12
106,1963-10-16,Quarta-feira,D 3º,70,83
122,1963-12-14,Sábado,D 3º,70,16
131,1964-01-22,Quarta-feira,D 4º,70,9
138,1964-02-19,Quarta-feira,D 4º,70,7
152,1964-04-11,Sábado,D 1º,70,14
164,1964-05-23,Sábado,D 2º,70,12
213,1964-11-14,Sábado,D 2º,70,49
241,1965-02-27,Sábado,D 5º,70,28
248,1965-03-27,Sábado,D 5º,70,7
268,1965-06-12,Sábado,D 2º,70,20
421,1966-12-17,Sábado,D 4º,70,153
457,1967-04-26,Quarta-feira,D 2º,70,36
508,1967-10-21,Sábado,D 3º,70,51
545,1968-03-06,Quarta-feira,D 1º,70,37
547,1968-03-13,Quarta-feira,D 2º,70,2
556,1968-04-13,Sábado,D 2º,70,9
614,1968-11-13,Quarta-feira,D 3º,70,58
652,1969-04-09,Quarta-feira,D 5º,70,38
661,1969-05-10,Sábado,D 4º,70,9
669,1969-06-07,Sábado,D 2º,70,8
694,1969-09-03,Quarta-feira,D 4º,70,25
728,1970-01-10,Sábado,D 5º,70,34
759,1970-05-06,Quarta-feira,D 4º,70,31
774,1970-06-27,Sábado,D 5º,70,15
792,1970-08-29,Sábado,D 1º,70,18
811,1970-11-04,Quarta-feira,D 2º,70,19
825,1970-12-23,Quarta-feira,D 4º,70,14
858,1971-05-12,Quarta-feira,D 4º,70,33
889,1971-09-01,Quarta-feira,D 4º,70,31
891,1971-09-11,Sábado,D 3º,70,2
906,1971-11-06,Sábado,D 3º,70,15
944,1972-04-26,Quarta-feira,D 4º,70,38
968,1972-08-09,Quarta-feira,D 4º,70,24
1033,1973-05-19,Sábado,D 1º,70,65
1101,1974-01-23,Quarta-feira,D 1º,70,68
1110,1974-02-23,Sábado,D 2º,70,9
1121,1974-04-06,Sábado,D 2º,70,11
1122,1974-04-10,Quarta-feira,D 5º,70,1
1156,1974-08-14,Quarta-feira,D 3º,70,34
1172,1974-10-12,Sábado,D 5º,70,16
1187,1974-12-07,Sábado,D 2º,70,15
1197,1975-01-18,Sábado,D 2º,70,10
1210,1975-03-08,Sábado,D 3º,70,13
1216,1975-04-02,Quarta-feira,D 1º,70,6
1216,1975-04-02,Quarta-feira,D 4º,70,0
1242,1975-07-05,Sábado,D 2º,70,26
1250,1975-08-06,Quarta-feira,D 3º,70,8
1334,1976-06-26,Sábado,D 4º,70,84
1355,1976-09-11,Sábado,D 5º,70,21
1360,1976-09-29,Quarta-feira,D 4º,70,5
1368,1976-10-30,Sábado,D 1º,70,8
1371,1976-11-13,Sábado,D 2º,70,3
1375,1976-11-27,Sábado,D 4º,70,4
1499,1978-03-29,Quarta-feira,D 2º,70,124
1547,1978-09-23,Sábado,D 2º,70,48
1563,1978-11-29,Quarta-feira,D 2º,70,16
1637,1979-09-15,Sábado,D 5º,70,74
1642,1979-10-03,Quarta-feira,D 5º,70,5
1653,1979-11-21,Quarta-feira,D 1º,70,11
1666,1980-01-16,Quarta-feira,D 4º,70,13
1685,1980-03-29,Sábado,D 2º,70,19
1709,1980-07-02,Quarta-feira,D 2º,70,24
1735,1980-10-04,Sábado,D 2º,70,26
1751,1980-12-06,Sábado,D 5º,70,16
1774,1981-03-07,Sábado,D 2º,70,23
1789,1981-05-13,Quarta-feira,D 1º,70,15
1792,1981-05-27,Quarta-feira,D 3º,70,3
1810,1981-06-29,Segunda-feira,D 1º,70,18
1843,1981-12-02,Quarta-feira,D 2º,70,33
1862,1982-02-13,Sábado,D 3º,70,19
1866,1982-03-03,Quarta-feira,D 3º,70,4
1898,1982-07-10,Sábado,D 4º,70,32
2010,1983-09-17,Sábado,D 3º,70,112
2031,1983-12-17,Sábado,D 5º,70,21
2044,1984-02-04,Sábado,D 1º,70,13
2057,1984-03-28,Quarta-feira,D 2º,70,13
2063,1984-04-18,Quarta-feira,D 2º,70,6
2070,1984-05-23,Quarta-feira,D 5º,70,7
2093,1984-08-18,Sábado,D 5º,70,23
2122,1984-12-19,Quarta-feira,D 4º,70,29
2134,1985-02-06,Quarta-feira,D 5º,70,12
2137,1985-02-16,Sábado,D 1º,70,3
2143,1985-03-13,Quarta-feira,D 5º,70,6
2181,1985-08-04,Domingo,D 4º,70,38
2182,1985-08-07,Quarta-feira,D 1º,70,1
2183,1985-08-10,Sábado,D 3º,70,1
2185,1985-08-17,Sábado,D 3º,70,2
2191,1985-09-11,Quarta-feira,D 2º,70,6
2194,1985-09-21,Sábado,D 5º,70,3
2201,1985-10-16,Quarta-feira,D 1º,70,7
2223,1986-01-15,Quarta-feira,D 5º,70,22
2242,1986-03-26,Quarta-feira,D 3º,70,19
2251,1986-05-07,Quarta-feira,D 3º,70,9
2286,1986-09-17,Quarta-feira,D 4º,70,35
2356,1987-06-20,Sábado,D 1º,70,70
2361,1987-07-08,Quarta-feira,D 4º,70,5
2383,1987-09-30,Quarta-feira,D 4º,70,22
2389,1987-10-24,Sábado,D 5º,70,6
2403,1987-12-16,Quarta-feira,D 5º,70,14
2427,1988-03-23,Quarta-feira,D 5º,70,24
2443,1988-05-28,Sábado,D 3º,70,16
2445,1988-06-08,Quarta-feira,D 5º,70,2
2470,1988-09-03,Sábado,D 1º,70,25
2472,1988-09-14,Quarta-feira,D 3º,70,2
2499,1989-01-07,Sábado,D 2º,70,27
2544,1989-07-05,Quarta-feira,D 4º,70,45
2554,1989-08-12,Sábado,D 5º,70,10
2556,1989-08-19,Sábado,D 3º,70,2
2571,1989-10-18,Quarta-feira,D 2º,70,15
2621,1990-06-06,Quarta-feira,D 4º,70,50
2628,1990-07-11,Quarta-feira,D 2º,70,7
2631,1990-07-21,Sábado,D 4º,70,3
2651,1990-10-06,Sábado,D 1º,70,20
2652,1990-10-10,Quarta-feira,D 5º,70,1
2682,1991-02-16,Sábado,D 1º,70,30
2700,1991-04-24,Quarta-feira,D 4º,70,18
2716,1991-06-29,Sábado,D 5º,70,16
2730,1991-08-21,Quarta-feira,D 4º,70,14
2737,1991-09-18,Quarta-feira,D 4º,70,7
2748,1991-10-30,Quarta-feira,D 4º,70,11
2763,1992-01-08,Quarta-feira,D 5º,70,15
