Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
3,1962-09-29,Sábado,MC 2º,56,3
28,1963-01-02,Quarta-feira,MC 2º,56,25
40,1963-02-13,Quarta-feira,MC 3º,56,12
51,1963-03-27,Quarta-feira,MC 1º,56,11
73,1963-06-19,Quarta-feira,MC 1º,56,22
119,1963-12-04,Quarta-feira,MC 2º,56,46
138,1964-02-19,Quarta-feira,MC 3º,56,19
165,1964-05-27,Quarta-feira,MC 3º,56,27
188,1964-08-19,Quarta-feira,MC 4º,56,23
196,1964-09-16,Quarta-feira,MC 3º,56,8
231,1965-01-23,Sábado,MC 5º,56,35
298,1965-09-25,Sábado,MC 3º,56,67
302,1965-10-09,Sábado,MC 3º,56,4
355,1966-04-23,Sábado,MC 4º,56,53
368,1966-06-08,Quarta-feira,MC 2º,56,13
371,1966-06-18,Sábado,MC 5º,56,3
404,1966-10-15,Sábado,MC 4º,56,33
431,1967-01-21,Sábado,MC 5º,56,27
461,1967-05-10,Quarta-feira,MC 2º,56,30
476,1967-07-01,Sábado,MC 3º,56,15
479,1967-07-12,Quarta-feira,MC 5º,56,3
481,1967-07-19,Quarta-feira,MC 4º,56,2
484,1967-07-29,Sábado,MC 4º,56,3
486,1967-08-05,Sábado,MC 2º,56,2
527,1967-12-30,Sábado,MC 4º,56,41
561,1968-05-04,Sábado,MC 1º,56,34
591,1968-08-17,Sábado,MC 1º,56,30
614,1968-11-13,Quarta-feira,MC 1º,56,23
627,1969-01-04,Sábado,MC 3º,56,13
646,1969-03-15,Sábado,MC 3º,56,19
657,1969-04-26,Sábado,MC 3º,56,11
681,1969-07-19,Sábado,MC 1º,56,24
684,1969-07-30,Quarta-feira,MC 3º,56,3
686,1969-08-06,Quarta-feira,MC 5º,56,2
691,1969-08-23,Sábado,MC 2º,56,5
691,1969-08-23,Sábado,MC 5º,56,0
697,1969-09-13,Sábado,MC 3º,56,6
798,1970-09-19,Sábado,MC 3º,56,101
807,1970-10-21,Quarta-feira,MC 1º,56,9
814,1970-11-14,Sábado,MC 4º,56,7
817,1970-11-25,Quarta-feira,MC 3º,56,3
857,1971-05-08,Sábado,MC 2º,56,40
872,1971-06-30,Quarta-feira,MC 5º,56,15
909,1971-11-20,Sábado,MC 1º,56,37
916,1971-12-15,Quarta-feira,MC 2º,56,7
1007,1973-01-31,Quarta-feira,MC 1º,56,91
1083,1973-11-14,Quarta-feira,MC 1º,56,76
1088,1973-12-01,Sábado,MC 3º,56,5
1096,1974-01-05,Sábado,MC 4º,56,8
1097,1974-01-09,Quarta-feira,MC 4º,56,1
1108,1974-02-16,Sábado,MC 1º,56,11
1112,1974-03-06,Quarta-feira,MC 3º,56,4
1116,1974-03-20,Quarta-feira,MC 1º,56,4
1130,1974-05-11,Sábado,MC 1º,56,14
1139,1974-06-12,Quarta-feira,MC 3º,56,9
1143,1974-06-26,Quarta-feira,MC 2º,56,4
1168,1974-09-28,Sábado,MC 4º,56,25
1171,1974-10-09,Quarta-feira,MC 2º,56,3
1172,1974-10-12,Sábado,MC 1º,56,1
1187,1974-12-07,Sábado,MC 1º,56,15
1212,1975-03-15,Sábado,MC 4º,56,25
1223,1975-04-26,Sábado,MC 2º,56,11
1236,1975-06-14,Sábado,MC 5º,56,13
1239,1975-06-25,Quarta-feira,MC 5º,56,3
1248,1975-07-26,Sábado,MC 4º,56,9
1262,1975-09-17,Quarta-feira,MC 3º,56,14
1273,1975-10-25,Sábado,MC 2º,56,11
1327,1976-06-02,Quarta-feira,MC 1º,56,54
1359,1976-09-25,Sábado,MC 3º,56,32
1365,1976-10-20,Quarta-feira,MC 4º,56,6
1383,1976-12-29,Quarta-feira,MC 5º,56,18
1399,1977-03-05,Sábado,MC 5º,56,16
1402,1977-03-16,Quarta-feira,MC 5º,56,3
1411,1977-04-20,Quarta-feira,MC 4º,56,9
1448,1977-09-03,Sábado,MC 5º,56,37
1450,1977-09-14,Quarta-feira,MC 4º,56,2
1455,1977-10-01,Sábado,MC 3º,56,5
1459,1977-10-19,Quarta-feira,MC 1º,56,4
1476,1977-12-24,Sábado,MC 4º,56,17
1488,1978-02-15,Quarta-feira,MC 4º,56,12
1490,1978-02-22,Quarta-feira,MC 1º,56,2
1491,1978-02-25,Sábado,MC 3º,56,1
1508,1978-05-03,Quarta-feira,MC 5º,56,17
1538,1978-08-23,Quarta-feira,MC 5º,56,30
1539,1978-08-26,Sábado,MC 4º,56,1
1581,1979-02-07,Quarta-feira,MC 4º,56,42
1587,1979-03-03,Sábado,MC 3º,56,6
1599,1979-04-18,Quarta-feira,MC 4º,56,12
1642,1979-10-03,Quarta-feira,MC 4º,56,43
1716,1980-07-26,Sábado,MC 2º,56,74
1733,1980-09-27,Sábado,MC 3º,56,17
1747,1980-11-22,Sábado,MC 1º,56,14
1762,1981-01-21,Quarta-feira,MC 5º,56,15
1787,1981-05-06,Quarta-feira,MC 4º,56,25
1819,1981-09-02,Quarta-feira,MC 5º,56,32
1820,1981-09-05,Sábado,MC 2º,56,1
1821,1981-09-09,Quarta-feira,MC 2º,56,1
1822,1981-09-12,Sábado,MC 5º,56,1
1846,1981-12-12,Sábado,MC 1º,56,24
1853,1982-01-13,Quarta-feira,MC 5º,56,7
1857,1982-01-27,Quarta-feira,MC 3º,56,4
1871,1982-03-24,Quarta-feira,MC 1º,56,14
