Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
11,1962-10-27,Sábado,MC 4º,70,11
12,1962-10-31,Quarta-feira,MC 1º,70,1
27,1962-12-29,Sábado,MC 3º,70,15
52,1963-03-30,Sábado,MC 4º,70,25
74,1963-06-22,Sábado,MC 5º,70,22
95,1963-09-04,Quarta-feira,MC 1º,70,21
97,1963-09-14,Sábado,MC 4º,70,2
132,1964-01-25,Sábado,MC 1º,70,35
134,1964-02-01,Sábado,MC 1º,70,2
140,1964-02-26,Quarta-feira,MC 1º,70,6
151,1964-04-08,Quarta-feira,MC 3º,70,11
161,1964-05-13,Quarta-feira,MC 1º,70,10
235,1965-02-06,Sábado,MC 2º,70,74
238,1965-02-17,Quarta-feira,MC 2º,70,3
291,1965-09-01,Quarta-feira,MC 5º,70,53
308,1965-10-30,Sábado,MC 2º,70,17
311,1965-11-10,Quarta-feira,MC 5º,70,3
317,1965-12-01,Quarta-feira,MC 1º,70,6
342,1966-03-09,Quarta-feira,MC 5º,70,25
386,1966-08-10,Quarta-feira,MC 2º,70,44
393,1966-09-03,Sábado,MC 3º,70,7
404,1966-10-15,Sábado,MC 5º,70,11
456,1967-04-22,Sábado,MC 3º,70,52
498,1967-09-16,Sábado,MC 1º,70,42
513,1967-11-08,Quarta-feira,MC 3º,70,15
548,1968-03-16,Sábado,MC 5º,70,35
552,1968-03-30,Sábado,MC 2º,70,4
584,1968-07-24,Quarta-feira,MC 1º,70,32
635,1969-02-01,Sábado,MC 5º,70,51
648,1969-03-22,Sábado,MC 4º,70,13
698,1969-09-17,Quarta-feira,MC 5º,70,50
714,1969-11-12,Quarta-feira,MC 4º,70,16
729,1970-01-14,Quarta-feira,MC 3º,70,15
744,1970-03-11,Quarta-feira,MC 1º,70,15
772,1970-06-20,Sábado,MC 5º,70,28
775,1970-07-01,Quarta-feira,MC 5º,70,3
831,1971-01-23,Sábado,MC 4º,70,56
880,1971-07-28,Quarta-feira,MC 1º,70,49
910,1971-11-24,Quarta-feira,MC 5º,70,30
942,1972-04-15,Sábado,MC 2º,70,32
948,1972-05-13,Sábado,MC 3º,70,6
961,1972-07-08,Sábado,MC 5º,70,13
963,1972-07-15,Sábado,MC 3º,70,2
1018,1973-03-21,Quarta-feira,MC 1º,70,55
1046,1973-07-04,Quarta-feira,MC 2º,70,28
1058,1973-08-18,Sábado,MC 4º,70,12
1061,1973-08-29,Quarta-feira,MC 2º,70,3
1071,1973-10-03,Quarta-feira,MC 2º,70,10
1071,1973-10-03,Quarta-feira,MC 5º,70,0
1100,1974-01-19,Sábado,MC 4º,70,29
1109,1974-02-20,Quarta-feira,MC 5º,70,9
1116,1974-03-20,Quarta-feira,MC 4º,70,7
1193,1975-01-04,Sábado,MC 4º,70,77
1205,1975-02-19,Quarta-feira,MC 2º,70,12
1209,1975-03-05,Quarta-feira,MC 3º,70,4
1226,1975-05-10,Sábado,MC 4º,70,17
1246,1975-07-19,Sábado,MC 4º,70,20
1255,1975-08-23,Sábado,MC 4º,70,9
1312,1976-03-31,Quarta-feira,MC 1º,70,57
1333,1976-06-23,Quarta-feira,MC 1º,70,21
1366,1976-10-23,Sábado,MC 5º,70,33
1373,1976-11-20,Sábado,MC 2º,70,7
1375,1976-11-27,Sábado,MC 1º,70,2
1381,1976-12-18,Sábado,MC 4º,70,6
1404,1977-03-23,Quarta-feira,MC 3º,70,23
1458,1977-10-15,Sábado,MC 3º,70,54
1474,1977-12-17,Sábado,MC 1º,70,16
1479,1978-01-07,Sábado,MC 1º,70,5
1521,1978-06-21,Quarta-feira,MC 5º,70,42
1577,1979-01-20,Sábado,MC 2º,70,56
1590,1979-03-14,Quarta-feira,MC 2º,70,13
1597,1979-04-07,Sábado,MC 5º,70,7
1607,1979-05-26,Sábado,MC 1º,70,10
1615,1979-06-23,Sábado,MC 5º,70,8
1643,1979-10-10,Quarta-feira,MC 1º,70,28
1644,1979-10-13,Sábado,MC 1º,70,1
1649,1979-10-31,Quarta-feira,MC 5º,70,5
1650,1979-11-07,Quarta-feira,MC 2º,70,1
1652,1979-11-17,Sábado,MC 4º,70,2
1667,1980-01-19,Sábado,MC 3º,70,15
1673,1980-02-13,Quarta-feira,MC 1º,70,6
1683,1980-03-22,Sábado,MC 3º,70,10
1687,1980-04-09,Quarta-feira,MC 4º,70,4
