Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
22,1962-12-12,Quarta-feira,MC 5º,26,22
29,1963-01-05,Sábado,MC 2º,26,7
77,1963-07-03,Quarta-feira,MC 3º,26,48
78,1963-07-06,Sábado,MC 5º,26,1
118,1963-11-30,Sábado,MC 2º,26,40
120,1963-12-07,Sábado,MC 4º,26,2
130,1964-01-18,Sábado,MC 3º,26,10
141,1964-02-29,Sábado,MC 4º,26,11
146,1964-03-18,Quarta-feira,MC 4º,26,5
186,1964-08-08,Sábado,MC 5º,26,40
214,1964-11-18,Quarta-feira,MC 3º,26,28
247,1965-03-24,Quarta-feira,MC 5º,26,33
248,1965-03-27,Sábado,MC 3º,26,1
262,1965-05-22,Sábado,MC 4º,26,14
266,1965-06-05,Sábado,MC 1º,26,4
280,1965-07-24,Sábado,MC 2º,26,14
284,1965-08-07,Sábado,MC 2º,26,4
299,1965-09-29,Quarta-feira,MC 3º,26,15
326,1966-01-08,Sábado,MC 2º,26,27
346,1966-03-23,Quarta-feira,MC 1º,26,20
347,1966-03-26,Sábado,MC 2º,26,1
350,1966-04-06,Quarta-feira,MC 1º,26,3
364,1966-05-25,Quarta-feira,MC 1º,26,14
379,1966-07-16,Sábado,MC 4º,26,15
429,1967-01-14,Sábado,MC 5º,26,50
460,1967-05-06,Sábado,MC 1º,26,31
461,1967-05-10,Quarta-feira,MC 4º,26,1
517,1967-11-25,Sábado,MC 4º,26,56
547,1968-03-13,Quarta-feira,MC 3º,26,30
567,1968-05-25,Sábado,MC 5º,26,20
579,1968-07-06,Sábado,MC 1º,26,12
583,1968-07-20,Sábado,MC 4º,26,4
585,1968-07-27,Sábado,MC 5º,26,2
597,1968-09-11,Quarta-feira,MC 4º,26,12
608,1968-10-19,Sábado,MC 4º,26,11
679,1969-07-12,Sábado,MC 2º,26,71
716,1969-11-22,Sábado,MC 2º,26,37
727,1970-01-07,Quarta-feira,MC 3º,26,11
728,1970-01-10,Sábado,MC 4º,26,1
742,1970-03-04,Quarta-feira,MC 1º,26,14
772,1970-06-20,Sábado,MC 4º,26,30
773,1970-06-24,Quarta-feira,MC 2º,26,1
788,1970-08-15,Sábado,MC 5º,26,15
801,1970-09-30,Quarta-feira,MC 2º,26,13
801,1970-09-30,Quarta-feira,MC 5º,26,0
804,1970-10-10,Sábado,MC 5º,26,3
822,1970-12-12,Sábado,MC 3º,26,18
834,1971-02-03,Quarta-feira,MC 5º,26,12
864,1971-06-02,Quarta-feira,MC 5º,26,30
878,1971-07-21,Quarta-feira,MC 1º,26,14
906,1971-11-06,Sábado,MC 5º,26,28
918,1971-12-29,Quarta-feira,MC 3º,26,12
919,1972-01-08,Sábado,MC 1º,26,1
941,1972-04-12,Quarta-feira,MC 1º,26,22
976,1972-09-16,Sábado,MC 3º,26,35
980,1972-10-04,Quarta-feira,MC 5º,26,4
991,1972-11-22,Quarta-feira,MC 2º,26,11
992,1972-11-25,Sábado,MC 4º,26,1
1018,1973-03-21,Quarta-feira,MC 5º,26,26
1065,1973-09-12,Quarta-feira,MC 3º,26,47
1069,1973-09-26,Quarta-feira,MC 4º,26,4
1096,1974-01-05,Sábado,MC 2º,26,27
1104,1974-02-02,Sábado,MC 2º,26,8
1143,1974-06-26,Quarta-feira,MC 1º,26,39
1147,1974-07-10,Quarta-feira,MC 3º,26,4
1159,1974-08-24,Sábado,MC 1º,26,12
1178,1974-11-06,Quarta-feira,MC 5º,26,19
1195,1975-01-11,Sábado,MC 3º,26,17
1196,1975-01-15,Quarta-feira,MC 2º,26,1
1206,1975-02-22,Sábado,MC 1º,26,10
1208,1975-03-01,Sábado,MC 5º,26,2
1219,1975-04-12,Sábado,MC 5º,26,11
1242,1975-07-05,Sábado,MC 4º,26,23
1255,1975-08-23,Sábado,MC 2º,26,13
1361,1976-10-02,Sábado,MC 1º,26,106
1370,1976-11-10,Quarta-feira,MC 2º,26,9
1390,1977-01-29,Sábado,MC 3º,26,20
1395,1977-02-16,Quarta-feira,MC 5º,26,5
1442,1977-08-13,Sábado,MC 2º,26,47
1443,1977-08-17,Quarta-feira,MC 1º,26,1
1443,1977-08-17,Quarta-feira,MC 2º,26,0
1445,1977-08-24,Quarta-feira,MC 5º,26,2
1472,1977-12-10,Sábado,MC 2º,26,27
1519,1978-06-14,Quarta-feira,MC 1º,26,47
1526,1978-07-08,Sábado,MC 2º,26,7
1539,1978-08-26,Sábado,MC 1º,26,13
1562,1978-11-25,Sábado,MC 4º,26,23
1579,1979-01-27,Sábado,MC 2º,26,17
1658,1979-12-08,Sábado,MC 2º,26,79
1672,1980-02-09,Sábado,MC 1º,26,14
1692,1980-04-26,Sábado,MC 3º,26,20
1736,1980-10-08,Quarta-feira,MC 5º,26,44
1737,1980-10-15,Quarta-feira,MC 5º,26,1
1767,1981-02-07,Sábado,MC 3º,26,30
1770,1981-02-18,Quarta-feira,MC 4º,26,3
1802,1981-07-01,Quarta-feira,MC 5º,26,32
1803,1981-07-04,Sábado,MC 5º,26,1
1814,1981-08-15,Sábado,MC 4º,26,11
1838,1981-11-11,Quarta-feira,MC 3º,26,24
1841,1981-11-25,Quarta-feira,MC 5º,26,3
1876,1982-04-14,Quarta-feira,MC 3º,26,35
1908,1982-08-18,Quarta-feira,MC 3º,26,32
1933,1982-11-27,Sábado,MC 5º,26,25
1939,1982-12-18,Sábado,MC 4º,26,6
1955,1983-02-23,Quarta-feira,MC 1º,26,16
1964,1983-03-30,Quarta-feira,MC 1º,26,9
1986,1983-06-18,Sábado,MC 2º,26,22
2044,1984-02-04,Sábado,MC 1º,26,58
2060,1984-04-07,Sábado,MC 1º,26,16
2068,1984-05-16,Quarta-feira,MC 5º,26,8
2077,1984-06-16,Sábado,MC 2º,26,9
2092,1984-08-15,Quarta-feira,MC 1º,26,15
2106,1984-10-10,Quarta-feira,MC 4º,26,14
2136,1985-02-13,Quarta-feira,MC 1º,26,30
2175,1985-07-13,Sábado,MC 4º,26,39
2190,1985-09-04,Quarta-feira,MC 5º,26,15
2223,1986-01-15,Quarta-feira,MC 2º,26,33
2234,1986-02-26,Quarta-feira,MC 1º,26,11
2282,1986-08-30,Sábado,MC 5º,26,48
2296,1986-10-29,Quarta-feira,MC 5º,26,14
2313,1987-01-14,Quarta-feira,MC 4º,26,17
2320,1987-02-07,Sábado,MC 4º,26,7
2343,1987-05-06,Quarta-feira,MC 2º,26,23
2363,1987-07-15,Quarta-feira,MC 2º,26,20
2396,1987-11-22,Domingo,MC 5º,26,33
2400,1987-12-05,Sábado,MC 4º,26,4
2401,1987-12-09,Quarta-feira,MC 1º,26,1
2405,1987-12-30,Quarta-feira,MC 2º,26,4
2414,1988-02-03,Quarta-feira,MC 2º,26,9
2430,1988-04-06,Quarta-feira,MC 3º,26,16
2430,1988-04-06,Quarta-feira,MC 5º,26,0
2492,1988-12-03,Sábado,MC 3º,26,62
2496,1988-12-17,Sábado,MC 3º,26,4
2510,1989-02-18,Sábado,MC 1º,26,14
2525,1989-04-15,Sábado,MC 3º,26,15
2526,1989-04-22,Sábado,MC 2º,26,1
2532,1989-05-17,Quarta-feira,MC 5º,26,6
2564,1989-09-20,Quarta-feira,MC 5º,26,32
2573,1989-10-25,Quarta-feira,MC 3º,26,9
2573,1989-10-25,Quarta-feira,MC 5º,26,0
2622,1990-06-09,Sábado,MC 4º,26,49
2679,1991-02-02,Sábado,MC 3º,26,57
2680,1991-02-06,Quarta-feira,MC 2º,26,1
2699,1991-04-20,Sábado,MC 4º,26,19
2715,1991-06-26,Quarta-feira,MC 2º,26,16
2731,1991-08-24,Sábado,MC 5º,26,16
2736,1991-09-14,Sábado,MC 2º,26,5
2764,1992-01-11,Sábado,MC 4º,26,28
2782,1992-03-18,Quarta-feira,MC 4º,26,18
2798,1992-05-23,Sábado,MC 2º,26,16
2801,1992-06-06,Sábado,MC 2º,26,3
2829,1992-12-23,Quarta-feira,MC 3º,26,28
2839,1993-03-06,Sábado,MC 1º,26,10
2848,1993-05-15,Sábado,MC 1º,26,9
2856,1993-07-10,Sábado,MC 2º,26,8
2862,1993-08-21,Sábado,MC 4º,26,6
2876,1993-11-10,Quarta-feira,MC 1º,26,14
2917,1994-04-30,Sábado,MC 5º,26,41
2948,1994-08-24,Quarta-feira,MC 3º,26,31
2973,1994-12-10,Sábado,MC 3º,26,25
2977,1994-12-31,Sábado,MC 5º,26,4
2994,1995-03-11,Sábado,MC 3º,26,17
3028,1995-08-05,Sábado,MC 4º,26,34
3031,1995-08-16,Quarta-feira,MC 1º,26,3
3052,1995-10-18,Quarta-feira,MC 2º,26,21
3067,1996-01-20,Sábado,MC 5º,26,15
3080,1996-03-13,Quarta-feira,MC 1º,26,13
3106,1996-07-03,Quarta-feira,MC 4º,26,26
3120,1996-08-28,Quarta-feira,MC 3º,26,14
3121,1996-08-31,Sábado,MC 1º,26,1
3124,1996-09-14,Sábado,MC 1º,26,3
3150,1997-01-11,Sábado,MC 5º,26,26
3152,1997-01-18,Sábado,MC 3º,26,2
3153,1997-01-22,Quarta-feira,MC 5º,26,1
3166,1997-03-19,Quarta-feira,MC 2º,26,13
3177,1997-05-07,Quarta-feira,MC 2º,26,11
3183,1997-05-31,Sábado,MC 2º,26,6
3238,1998-01-03,Sábado,MC 2º,26,55
3246,1998-01-31,Sábado,MC 2º,26,8
3266,1998-04-18,Sábado,MC 1º,26,20
3269,1998-05-06,Quarta-feira,MC 3º,26,3
3317,1998-11-14,Sábado,MC 4º,26,48
3372,1999-06-19,Sábado,MC 1º,26,55
3394,1999-09-11,Sábado,MC 2º,26,22
3417,1999-12-11,Sábado,MC 3º,26,23
3423,2000-01-12,Quarta-feira,MC 2º,26,6
3441,2000-03-18,Sábado,MC 5º,26,18
3462,2000-06-07,Quarta-feira,MC 5º,26,21
3476,2000-08-02,Quarta-feira,MC 5º,26,14
3485,2000-09-02,Sábado,MC 4º,26,9
3511,2000-12-16,Sábado,MC 4º,26,26
3564,2001-07-21,Sábado,MC 5º,26,53
3584,2001-10-03,Quarta-feira,MC 4º,26,20
3638,2002-05-11,Sábado,MC 5º,26,54
3639,2002-05-15,Quarta-feira,MC 5º,26,1
3654,2002-07-13,Sábado,MC 2º,26,15
3683,2002-11-06,Quarta-feira,MC 5º,26,29
3699,2003-01-08,Quarta-feira,MC 3º,26,16
3706,2003-02-01,Sábado,MC 1º,26,7
3711,2003-02-19,Quarta-feira,MC 5º,26,5
3738,2003-05-31,Sábado,MC 1º,26,27
3739,2003-06-04,Quarta-feira,MC 3º,26,1
3752,2003-07-19,Sábado,MC 4º,26,13
3767,2003-09-10,Quarta-feira,MC 4º,26,15
3768,2003-09-13,Sábado,MC 5º,26,1
3797,2004-01-03,Sábado,MC 4º,26,29
3824,2004-04-10,Sábado,MC 2º,26,27
3861,2004-08-25,Quarta-feira,MC 1º,26,37
3875,2004-10-13,Quarta-feira,MC 1º,26,14
3892,2004-12-11,Sábado,MC 2º,26,17
3906,2005-02-05,Sábado,MC 5º,26,14
3922,2005-04-02,Sábado,MC 5º,26,16
3939,2005-06-01,Quarta-feira,MC 4º,26,17
3941,2005-06-08,Quarta-feira,MC 4º,26,2
3969,2005-09-17,Sábado,MC 4º,26,28
3978,2005-10-22,Sábado,MC 1º,26,9
3991,2005-12-10,Sábado,MC 1º,26,13
4001,2006-01-14,Sábado,MC 1º,26,10
4009,2006-02-11,Sábado,MC 1º,26,8
4012,2006-02-22,Quarta-feira,MC 3º,26,3
4045,2006-06-17,Sábado,MC 1º,26,33
4046,2006-06-21,Quarta-feira,MC 3º,26,1
4048,2006-06-28,Quarta-feira,MC 5º,26,2
4070,2006-09-13,Quarta-feira,MC 5º,26,22
4101,2007-01-03,Quarta-feira,MC 3º,26,31
4145,2007-06-09,Sábado,MC 1º,26,44
4172,2007-09-12,Quarta-feira,MC 2º,26,27
4172,2007-09-12,Quarta-feira,MC 3º,26,0
4194,2007-11-28,Quarta-feira,MC 4º,26,22
4198,2007-12-12,Quarta-feira,MC 3º,26,4
4225,2008-03-15,Sábado,MC 2º,26,27
4243,2008-05-17,Sábado,MC 4º,26,18
4247,2008-05-31,Sábado,MC 2º,26,4
4292,2008-11-05,Quarta-feira,MC 3º,26,45
4296,2008-11-22,Sábado,MC 4º,26,4
4330,2009-03-21,Sábado,MC 3º,26,34
4403,2009-12-02,Quarta-feira,MC 3º,26,73
4429,2010-03-03,Quarta-feira,MC 5º,26,26
4446,2010-05-05,Quarta-feira,MC 4º,26,17
4456,2010-06-09,Quarta-feira,MC 4º,26,10
4469,2010-07-24,Sábado,MC 1º,26,13
4469,2010-07-24,Sábado,MC 4º,26,0
4480,2010-09-01,Quarta-feira,MC 5º,26,11
4497,2010-10-30,Sábado,MC 3º,26,17
4519,2011-01-15,Sábado,MC 2º,26,22
4548,2011-04-27,Quarta-feira,MC 2º,26,29
4550,2011-05-04,Quarta-feira,MC 1º,26,2
4598,2011-10-19,Quarta-feira,MC 3º,26,48
4615,2011-12-17,Sábado,MC 1º,26,17
4625,2012-01-21,Sábado,MC 5º,26,10
4635,2012-02-25,Sábado,MC 3º,26,10
4638,2012-03-07,Quarta-feira,MC 3º,26,3
4679,2012-07-28,Sábado,MC 4º,26,41
4689,2012-09-01,Sábado,MC 4º,26,10
4702,2012-10-17,Quarta-feira,MC 3º,26,13
4715,2012-12-01,Sábado,MC 4º,26,13
4744,2013-03-13,Quarta-feira,MC 2º,26,29
4744,2013-03-13,Quarta-feira,MC 5º,26,0
4749,2013-03-30,Sábado,MC 3º,26,5
4797,2013-09-14,Sábado,MC 2º,26,48
4829,2014-01-04,Sábado,MC 3º,26,32
4836,2014-01-29,Quarta-feira,MC 3º,26,7
4878,2014-06-25,Quarta-feira,MC 4º,26,42
4881,2014-07-05,Sábado,MC 5º,26,3
4893,2014-08-16,Sábado,MC 3º,26,12
4894,2014-08-20,Quarta-feira,MC 5º,26,1
4934,2015-01-07,Quarta-feira,MC 3º,26,40
4999,2015-08-22,Sábado,MC 3º,26,65
5004,2015-09-09,Quarta-feira,MC 1º,26,5
5007,2015-09-19,Sábado,MC 5º,26,3
5017,2015-10-24,Sábado,MC 3º,26,10
5042,2016-01-20,Quarta-feira,MC 1º,26,25
5055,2016-03-05,Sábado,MC 2º,26,13
5088,2016-06-29,Quarta-feira,MC 2º,26,33
5091,2016-07-09,Sábado,MC 2º,26,3
5114,2016-09-28,Quarta-feira,MC 1º,26,23
5136,2016-12-14,Quarta-feira,MC 3º,26,22
5136,2016-12-14,Quarta-feira,MC 4º,26,0
5136,2016-12-14,Quarta-feira,MC 5º,26,0
5138,2016-12-21,Quarta-feira,MC 3º,26,2
5155,2017-02-18,Sábado,MC 5º,26,17
5158,2017-03-01,Quarta-feira,MC 3º,26,3
5187,2017-06-10,Sábado,MC 3º,26,29
5209,2017-08-26,Sábado,MC 5º,26,22
5215,2017-09-16,Sábado,MC 1º,26,6
5223,2017-10-14,Sábado,MC 1º,26,8
5239,2017-12-09,Sábado,MC 5º,26,16
5240,2017-12-13,Quarta-feira,MC 1º,26,1
5253,2018-01-27,Sábado,MC 1º,26,13
5261,2018-02-24,Sábado,MC 1º,26,8
5290,2018-06-06,Quarta-feira,MC 3º,26,29
5312,2018-08-22,Quarta-feira,MC 4º,26,22
5350,2019-01-02,Quarta-feira,MC 4º,26,38
5383,2019-04-27,Sábado,MC 1º,26,33
5411,2019-08-03,Sábado,MC 4º,26,28
5427,2019-09-28,Sábado,MC 3º,26,16
5463,2020-01-29,Quarta-feira,MC 3º,26,36
5471,2020-02-27,Quinta-feira,MC 2º,26,8
5477,2020-03-18,Quarta-feira,MC 3º,26,6
5503,2020-10-07,Quarta-feira,MC 2º,26,26
5555,2021-04-14,Quarta-feira,MC 5º,26,52
5558,2021-04-28,Quarta-feira,MC 3º,26,3
5561,2021-05-12,Quarta-feira,MC 3º,26,3
5615,2021-11-20,Sábado,MC 2º,26,54
5640,2022-02-19,Sábado,MC 1º,26,25
5663,2022-05-14,Sábado,MC 1º,26,23
5674,2022-06-22,Quarta-feira,MC 5º,26,11
5709,2022-10-22,Sábado,MC 3º,26,35
5726,2022-12-24,Sábado,MC 1º,26,17
5730,2023-01-11,Quarta-feira,MC 5º,26,4
5742,2023-02-25,Sábado,MC 2º,26,12
5758,2023-04-22,Sábado,MC 5º,26,16
5774,2023-06-17,Sábado,MC 4º,26,16
5815,2023-11-08,Quarta-feira,MC 3º,26,41
5819,2023-11-22,Quarta-feira,MC 5º,26,4
5832,2024-01-13,Sábado,MC 1º,26,13
5834,2024-01-20,Sábado,MC 1º,26,2
5884,2024-07-17,Quarta-feira,MC 1º,26,50
