Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
23,1962-12-15,Sábado,MC 1º,1,23
59,1963-04-27,Sábado,MC 3º,1,36
76,1963-06-29,Sábado,MC 5º,1,17
86,1963-08-03,Sábado,MC 1º,1,10
92,1963-08-24,Sábado,MC 1º,1,6
147,1964-03-21,Sábado,MC 5º,1,55
160,1964-05-09,Sábado,MC 2º,1,13
161,1964-05-13,Quarta-feira,MC 4º,1,1
181,1964-07-22,Quarta-feira,MC 3º,1,20
254,1965-04-17,Sábado,MC 5º,1,73
306,1965-10-23,Sábado,MC 5º,1,52
330,1966-01-22,Sábado,MC 2º,1,24
332,1966-01-29,Sábado,MC 2º,1,2
356,1966-04-27,Quarta-feira,MC 1º,1,24
374,1966-06-29,Quarta-feira,MC 5º,1,18
403,1966-10-12,Quarta-feira,MC 4º,1,29
407,1966-10-26,Quarta-feira,MC 4º,1,4
409,1966-11-05,Sábado,MC 4º,1,2
423,1966-12-24,Sábado,MC 4º,1,14
426,1967-01-04,Quarta-feira,MC 5º,1,3
449,1967-03-29,Quarta-feira,MC 1º,1,23
452,1967-04-08,Sábado,MC 1º,1,3
473,1967-06-21,Quarta-feira,MC 4º,1,21
488,1967-08-12,Sábado,MC 2º,1,15
556,1968-04-13,Sábado,MC 3º,1,68
557,1968-04-17,Quarta-feira,MC 5º,1,1
576,1968-06-26,Quarta-feira,MC 4º,1,19
596,1968-09-04,Quarta-feira,MC 3º,1,20
604,1968-10-05,Sábado,MC 1º,1,8
607,1968-10-16,Quarta-feira,MC 5º,1,3
609,1968-10-23,Quarta-feira,MC 3º,1,2
653,1969-04-12,Sábado,MC 3º,1,44
693,1969-08-30,Sábado,MC 1º,1,40
732,1970-01-24,Sábado,MC 4º,1,39
751,1970-04-08,Quarta-feira,MC 3º,1,19
757,1970-04-29,Quarta-feira,MC 1º,1,6
791,1970-08-26,Quarta-feira,MC 4º,1,34
794,1970-09-05,Sábado,MC 2º,1,3
831,1971-01-23,Sábado,MC 1º,1,37
859,1971-05-15,Sábado,MC 3º,1,28
868,1971-06-16,Quarta-feira,MC 1º,1,9
876,1971-07-14,Quarta-feira,MC 5º,1,8
881,1971-08-04,Quarta-feira,MC 3º,1,5
895,1971-09-25,Sábado,MC 4º,1,14
971,1972-08-23,Quarta-feira,MC 1º,1,76
971,1972-08-23,Quarta-feira,MC 3º,1,0
989,1972-11-11,Sábado,MC 4º,1,18
1010,1973-02-10,Sábado,MC 5º,1,21
1026,1973-04-25,Quarta-feira,MC 4º,1,16
1088,1973-12-01,Sábado,MC 4º,1,62
1099,1974-01-16,Quarta-feira,MC 5º,1,11
1120,1974-04-03,Quarta-feira,MC 5º,1,21
1127,1974-04-27,Sábado,MC 3º,1,7
1142,1974-06-22,Sábado,MC 3º,1,15
1142,1974-06-22,Sábado,MC 4º,1,0
1150,1974-07-20,Sábado,MC 5º,1,8
1155,1974-08-10,Sábado,MC 5º,1,5
1159,1974-08-24,Sábado,MC 2º,1,4
1174,1974-10-19,Sábado,MC 3º,1,15
1199,1975-01-25,Sábado,MC 5º,1,25
1204,1975-02-15,Sábado,MC 2º,1,5
1230,1975-05-24,Sábado,MC 3º,1,26
1236,1975-06-14,Sábado,MC 1º,1,6
1243,1975-07-09,Quarta-feira,MC 1º,1,7
1252,1975-08-13,Quarta-feira,MC 4º,1,9
1254,1975-08-20,Quarta-feira,MC 1º,1,2
1299,1976-02-11,Quarta-feira,MC 2º,1,45
1309,1976-03-20,Sábado,MC 1º,1,10
1317,1976-04-24,Sábado,MC 2º,1,8
1331,1976-06-16,Quarta-feira,MC 5º,1,14
1345,1976-08-07,Sábado,MC 5º,1,14
1361,1976-10-02,Sábado,MC 5º,1,16
1368,1976-10-30,Sábado,MC 5º,1,7
1370,1976-11-10,Quarta-feira,MC 5º,1,2
1386,1977-01-12,Quarta-feira,MC 4º,1,16
1408,1977-04-06,Quarta-feira,MC 4º,1,22
1424,1977-06-08,Quarta-feira,MC 1º,1,16
1452,1977-09-21,Quarta-feira,MC 4º,1,28
1460,1977-10-22,Sábado,MC 3º,1,8
1534,1978-08-09,Quarta-feira,MC 2º,1,74
1553,1978-10-18,Quarta-feira,MC 3º,1,19
1555,1978-10-25,Quarta-feira,MC 5º,1,2
1556,1978-10-28,Sábado,MC 3º,1,1
1567,1978-12-13,Quarta-feira,MC 4º,1,11
1577,1979-01-20,Sábado,MC 4º,1,10
1614,1979-06-20,Quarta-feira,MC 3º,1,37
1620,1979-07-11,Quarta-feira,MC 3º,1,6
1628,1979-08-11,Sábado,MC 5º,1,8
1637,1979-09-15,Sábado,MC 3º,1,9
1654,1979-11-24,Sábado,MC 4º,1,17
1673,1980-02-13,Quarta-feira,MC 3º,1,19
1676,1980-02-27,Quarta-feira,MC 1º,1,3
1682,1980-03-19,Quarta-feira,MC 4º,1,6
1713,1980-07-16,Quarta-feira,MC 4º,1,31
1719,1980-08-09,Sábado,MC 5º,1,6
1721,1980-08-16,Sábado,MC 3º,1,2
1745,1980-11-12,Quarta-feira,MC 5º,1,24
1753,1980-12-13,Sábado,MC 5º,1,8
1757,1980-12-31,Quarta-feira,MC 1º,1,4
1818,1981-08-29,Sábado,MC 2º,1,61
1833,1981-10-24,Sábado,MC 4º,1,15
1907,1982-08-14,Sábado,MC 2º,1,74
1912,1982-09-01,Quarta-feira,MC 2º,1,5
1943,1983-01-08,Sábado,MC 5º,1,31
2002,1983-08-17,Quarta-feira,MC 1º,1,59
2003,1983-08-20,Sábado,MC 3º,1,1
2013,1983-09-28,Quarta-feira,MC 4º,1,10
2029,1983-12-10,Sábado,MC 1º,1,16
2079,1984-06-27,Quarta-feira,MC 2º,1,50
2101,1984-09-19,Quarta-feira,MC 2º,1,22
2152,1985-04-17,Quarta-feira,MC 1º,1,51
2202,1985-10-19,Sábado,MC 4º,1,50
2227,1986-01-29,Quarta-feira,MC 2º,1,25
2256,1986-05-24,Sábado,MC 4º,1,29
2308,1986-12-17,Quarta-feira,MC 1º,1,52
2371,1987-08-12,Quarta-feira,MC 4º,1,63
2375,1987-08-26,Quarta-feira,MC 1º,1,4
2392,1987-11-07,Sábado,MC 2º,1,17
2436,1988-04-30,Sábado,MC 3º,1,44
2454,1988-07-09,Sábado,MC 1º,1,18
2462,1988-08-06,Sábado,MC 3º,1,8
2516,1989-03-11,Sábado,MC 2º,1,54
2522,1989-04-05,Quarta-feira,MC 3º,1,6
2542,1989-06-28,Quarta-feira,MC 2º,1,20
2559,1989-08-30,Quarta-feira,MC 1º,1,17
2564,1989-09-20,Quarta-feira,MC 3º,1,5
2574,1989-10-28,Sábado,MC 5º,1,10
2595,1990-02-14,Quarta-feira,MC 2º,1,21
2607,1990-04-04,Quarta-feira,MC 5º,1,12
2622,1990-06-09,Sábado,MC 1º,1,15
2627,1990-07-07,Sábado,MC 5º,1,5
2669,1990-12-22,Sábado,MC 1º,1,42
2696,1991-04-10,Quarta-feira,MC 2º,1,27
2701,1991-04-27,Sábado,MC 4º,1,5
2753,1991-11-23,Sábado,MC 1º,1,52
2767,1992-01-22,Quarta-feira,MC 4º,1,14
2769,1992-01-29,Quarta-feira,MC 4º,1,2
2787,1992-04-05,Domingo,MC 1º,1,18
2814,1992-09-05,Sábado,MC 4º,1,27
2827,1992-12-05,Sábado,MC 5º,1,13
2830,1992-12-30,Quarta-feira,MC 3º,1,3
2843,1993-04-03,Sábado,MC 1º,1,13
2848,1993-05-15,Sábado,MC 4º,1,5
2865,1993-09-11,Sábado,MC 4º,1,17
2882,1993-12-04,Sábado,MC 2º,1,17
2887,1993-12-29,Quarta-feira,MC 2º,1,5
2916,1994-04-27,Quarta-feira,MC 1º,1,29
2935,1994-07-13,Quarta-feira,MC 5º,1,19
2938,1994-07-23,Sábado,MC 1º,1,3
2972,1994-12-07,Quarta-feira,MC 1º,1,34
3023,1995-07-19,Quarta-feira,MC 5º,1,51
3025,1995-07-26,Quarta-feira,MC 4º,1,2
3062,1995-12-30,Sábado,MC 3º,1,37
3076,1996-02-28,Quarta-feira,MC 1º,1,14
3099,1996-06-01,Sábado,MC 2º,1,23
3099,1996-06-01,Sábado,MC 3º,1,0
3117,1996-08-17,Sábado,MC 5º,1,18
3131,1996-10-16,Quarta-feira,MC 3º,1,14
3144,1996-12-11,Quarta-feira,MC 1º,1,13
3172,1997-04-12,Sábado,MC 1º,1,28
3181,1997-05-21,Quarta-feira,MC 3º,1,9
3189,1997-06-25,Quarta-feira,MC 4º,1,8
3215,1997-10-01,Quarta-feira,MC 3º,1,26
3224,1997-11-01,Sábado,MC 4º,1,9
3247,1998-02-04,Quarta-feira,MC 4º,1,23
3249,1998-02-11,Quarta-feira,MC 4º,1,2
3282,1998-07-01,Quarta-feira,MC 4º,1,33
3299,1998-09-02,Quarta-feira,MC 4º,1,17
3326,1998-12-16,Quarta-feira,MC 3º,1,27
3389,1999-08-21,Sábado,MC 1º,1,63
3405,1999-10-23,Sábado,MC 2º,1,16
3408,1999-11-06,Sábado,MC 5º,1,3
3451,2000-04-26,Quarta-feira,MC 1º,1,43
3498,2000-10-25,Quarta-feira,MC 3º,1,47
3500,2000-11-04,Sábado,MC 3º,1,2
3503,2000-11-18,Sábado,MC 1º,1,3
3558,2001-06-30,Sábado,MC 3º,1,55
3571,2001-08-15,Quarta-feira,MC 3º,1,13
3612,2002-01-30,Quarta-feira,MC 3º,1,41
3623,2002-03-13,Quarta-feira,MC 2º,1,11
3637,2002-05-08,Quarta-feira,MC 1º,1,14
3663,2002-08-14,Quarta-feira,MC 4º,1,26
3681,2002-10-26,Sábado,MC 5º,1,18
3682,2002-10-30,Quarta-feira,MC 3º,1,1
3692,2002-12-07,Sábado,MC 5º,1,10
3742,2003-06-14,Sábado,MC 2º,1,50
3755,2003-07-30,Quarta-feira,MC 4º,1,13
3764,2003-08-30,Sábado,MC 2º,1,9
3803,2004-01-24,Sábado,MC 2º,1,39
3823,2004-04-07,Quarta-feira,MC 2º,1,20
3842,2004-06-19,Sábado,MC 1º,1,19
3857,2004-08-11,Quarta-feira,MC 5º,1,15
3908,2005-02-12,Sábado,MC 5º,1,51
3911,2005-02-23,Quarta-feira,MC 5º,1,3
3913,2005-03-02,Quarta-feira,MC 1º,1,2
3913,2005-03-02,Quarta-feira,MC 3º,1,0
3926,2005-04-16,Sábado,MC 2º,1,13
3928,2005-04-23,Sábado,MC 2º,1,2
3932,2005-05-07,Sábado,MC 4º,1,4
3962,2005-08-20,Sábado,MC 2º,1,30
3969,2005-09-17,Sábado,MC 3º,1,7
3980,2005-10-29,Sábado,MC 5º,1,11
3981,2005-11-05,Sábado,MC 4º,1,1
3999,2006-01-07,Sábado,MC 1º,1,18
4004,2006-01-25,Quarta-feira,MC 5º,1,5
4029,2006-04-22,Sábado,MC 4º,1,25
4053,2006-07-15,Sábado,MC 1º,1,24
4066,2006-08-30,Quarta-feira,MC 2º,1,13
4078,2006-10-11,Quarta-feira,MC 3º,1,12
4114,2007-02-17,Sábado,MC 1º,1,36
4119,2007-03-07,Quarta-feira,MC 3º,1,5
4130,2007-04-14,Sábado,MC 5º,1,11
4133,2007-04-28,Sábado,MC 3º,1,3
4162,2007-08-08,Quarta-feira,MC 3º,1,29
4171,2007-09-08,Sábado,MC 4º,1,9
4174,2007-09-19,Quarta-feira,MC 4º,1,3
4189,2007-11-10,Sábado,MC 1º,1,15
4198,2007-12-12,Quarta-feira,MC 1º,1,9
4214,2008-02-06,Quarta-feira,MC 5º,1,16
4223,2008-03-08,Sábado,MC 2º,1,9
4231,2008-04-05,Sábado,MC 1º,1,8
4259,2008-07-12,Sábado,MC 4º,1,28
4290,2008-10-29,Quarta-feira,MC 5º,1,31
4319,2009-02-11,Quarta-feira,MC 2º,1,29
4332,2009-03-28,Sábado,MC 5º,1,13
4358,2009-06-27,Sábado,MC 4º,1,26
4370,2009-08-08,Sábado,MC 5º,1,12
4398,2009-11-14,Sábado,MC 2º,1,28
4401,2009-11-25,Quarta-feira,MC 1º,1,3
4404,2009-12-05,Sábado,MC 4º,1,3
4488,2010-09-29,Quarta-feira,MC 5º,1,84
4497,2010-10-30,Sábado,MC 4º,1,9
4519,2011-01-15,Sábado,MC 5º,1,22
4535,2011-03-12,Sábado,MC 1º,1,16
4546,2011-04-19,Terça-feira,MC 4º,1,11
4549,2011-04-30,Sábado,MC 5º,1,3
4607,2011-11-19,Sábado,MC 2º,1,58
4629,2012-02-04,Sábado,MC 1º,1,22
4640,2012-03-14,Quarta-feira,MC 5º,1,11
4646,2012-04-04,Quarta-feira,MC 5º,1,6
4647,2012-04-07,Sábado,MC 4º,1,1
4658,2012-05-16,Quarta-feira,MC 1º,1,11
4659,2012-05-19,Sábado,MC 2º,1,1
4663,2012-06-02,Sábado,MC 3º,1,4
4668,2012-06-20,Quarta-feira,MC 2º,1,5
4683,2012-08-11,Sábado,MC 2º,1,15
4737,2013-02-16,Sábado,MC 3º,1,54
4775,2013-06-29,Sábado,MC 4º,1,38
4784,2013-07-31,Quarta-feira,MC 2º,1,9
4833,2014-01-18,Sábado,MC 5º,1,49
4886,2014-07-23,Quarta-feira,MC 4º,1,53
4914,2014-10-29,Quarta-feira,MC 4º,1,28
