Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
44,1963-03-02,Sábado,MC 1º,69,44
54,1963-04-06,Sábado,MC 3º,69,10
148,1964-03-25,Quarta-feira,MC 2º,69,94
176,1964-07-04,Sábado,MC 5º,69,28
188,1964-08-19,Quarta-feira,MC 1º,69,12
198,1964-09-23,Quarta-feira,MC 5º,69,10
232,1965-01-27,Quarta-feira,MC 4º,69,34
247,1965-03-24,Quarta-feira,MC 2º,69,15
259,1965-05-12,Quarta-feira,MC 1º,69,12
259,1965-05-12,Quarta-feira,MC 2º,69,0
272,1965-06-26,Sábado,MC 3º,69,13
274,1965-07-03,Sábado,MC 1º,69,2
280,1965-07-24,Sábado,MC 4º,69,6
293,1965-09-08,Quarta-feira,MC 3º,69,13
300,1965-10-02,Sábado,MC 4º,69,7
322,1965-12-18,Sábado,MC 3º,69,22
328,1966-01-15,Sábado,MC 1º,69,6
329,1966-01-19,Quarta-feira,MC 2º,69,1
342,1966-03-09,Quarta-feira,MC 4º,69,13
350,1966-04-06,Quarta-feira,MC 5º,69,8
374,1966-06-29,Quarta-feira,MC 2º,69,24
385,1966-08-06,Sábado,MC 3º,69,11
392,1966-08-31,Quarta-feira,MC 4º,69,7
397,1966-09-21,Quarta-feira,MC 3º,69,5
407,1966-10-26,Quarta-feira,MC 5º,69,10
408,1966-10-29,Sábado,MC 2º,69,1
462,1967-05-13,Sábado,MC 1º,69,54
488,1967-08-12,Sábado,MC 4º,69,26
503,1967-10-04,Quarta-feira,MC 2º,69,15
524,1967-12-20,Quarta-feira,MC 1º,69,21
544,1968-03-02,Sábado,MC 5º,69,20
549,1968-03-20,Quarta-feira,MC 3º,69,5
550,1968-03-23,Sábado,MC 5º,69,1
556,1968-04-13,Sábado,MC 5º,69,6
566,1968-05-22,Quarta-feira,MC 3º,69,10
578,1968-07-03,Quarta-feira,MC 4º,69,12
603,1968-10-02,Quarta-feira,MC 3º,69,25
631,1969-01-18,Sábado,MC 3º,69,28
632,1969-01-22,Quarta-feira,MC 3º,69,1
642,1969-03-01,Sábado,MC 3º,69,10
643,1969-03-05,Quarta-feira,MC 1º,69,1
658,1969-04-30,Quarta-feira,MC 4º,69,15
670,1969-06-11,Quarta-feira,MC 1º,69,12
674,1969-06-25,Quarta-feira,MC 3º,69,4
718,1969-11-29,Sábado,MC 4º,69,44
733,1970-01-28,Quarta-feira,MC 3º,69,15
749,1970-04-01,Quarta-feira,MC 3º,69,16
756,1970-04-25,Sábado,MC 1º,69,7
854,1971-04-24,Sábado,MC 2º,69,98
864,1971-06-02,Quarta-feira,MC 2º,69,10
883,1971-08-11,Quarta-feira,MC 2º,69,19
899,1971-10-09,Sábado,MC 3º,69,16
905,1971-10-30,Sábado,MC 3º,69,6
918,1971-12-29,Quarta-feira,MC 2º,69,13
923,1972-01-22,Sábado,MC 3º,69,5
924,1972-01-29,Sábado,MC 4º,69,1
949,1972-05-17,Quarta-feira,MC 2º,69,25
957,1972-06-17,Sábado,MC 4º,69,8
1016,1973-03-14,Quarta-feira,MC 2º,69,59
1022,1973-04-07,Sábado,MC 4º,69,6
1050,1973-07-18,Quarta-feira,MC 3º,69,28
1053,1973-07-28,Sábado,MC 5º,69,3
1085,1973-11-21,Quarta-feira,MC 4º,69,32
1093,1973-12-19,Quarta-feira,MC 1º,69,8
1093,1973-12-19,Quarta-feira,MC 2º,69,0
1111,1974-03-02,Sábado,MC 2º,69,18
1118,1974-03-27,Quarta-feira,MC 4º,69,7
1127,1974-04-27,Sábado,MC 4º,69,9
1163,1974-09-11,Quarta-feira,MC 3º,69,36
1186,1974-12-04,Quarta-feira,MC 1º,69,23
1250,1975-08-06,Quarta-feira,MC 3º,69,64
1252,1975-08-13,Quarta-feira,MC 1º,69,2
1254,1975-08-20,Quarta-feira,MC 2º,69,2
1261,1975-09-13,Sábado,MC 4º,69,7
1267,1975-10-04,Sábado,MC 1º,69,6
1327,1976-06-02,Quarta-feira,MC 4º,69,60
1334,1976-06-26,Sábado,MC 1º,69,7
1336,1976-07-03,Sábado,MC 1º,69,2
1351,1976-08-28,Sábado,MC 4º,69,15
1382,1976-12-22,Quarta-feira,MC 4º,69,31
1386,1977-01-12,Quarta-feira,MC 1º,69,4
1397,1977-02-26,Sábado,MC 2º,69,11
1441,1977-08-10,Quarta-feira,MC 5º,69,44
1448,1977-09-03,Sábado,MC 4º,69,7
1456,1977-10-05,Quarta-feira,MC 5º,69,8
1480,1978-01-11,Quarta-feira,MC 5º,69,24
1482,1978-01-18,Quarta-feira,MC 3º,69,2
1514,1978-05-27,Sábado,MC 2º,69,32
1522,1978-06-24,Sábado,MC 1º,69,8
1534,1978-08-09,Quarta-feira,MC 3º,69,12
1535,1978-08-12,Sábado,MC 4º,69,1
1546,1978-09-20,Quarta-feira,MC 4º,69,11
1584,1979-02-17,Sábado,MC 1º,69,38
1602,1979-05-09,Quarta-feira,MC 3º,69,18
1630,1979-08-18,Sábado,MC 1º,69,28
1631,1979-08-22,Quarta-feira,MC 4º,69,1
1638,1979-09-19,Quarta-feira,MC 2º,69,7
1662,1979-12-22,Sábado,MC 1º,69,24
1672,1980-02-09,Sábado,MC 3º,69,10
1712,1980-07-12,Sábado,MC 2º,69,40
1714,1980-07-19,Sábado,MC 1º,69,2
1717,1980-07-30,Quarta-feira,MC 2º,69,3
1739,1980-10-22,Quarta-feira,MC 4º,69,22
1764,1981-01-28,Quarta-feira,MC 5º,69,25
1803,1981-07-04,Sábado,MC 4º,69,39
1832,1981-10-21,Quarta-feira,MC 3º,69,29
1848,1981-12-19,Sábado,MC 4º,69,16
1848,1981-12-19,Sábado,MC 5º,69,0
1870,1982-03-17,Quarta-feira,MC 2º,69,22
1883,1982-05-19,Quarta-feira,MC 2º,69,13
1905,1982-08-07,Sábado,MC 1º,69,22
1928,1982-11-10,Quarta-feira,MC 2º,69,23
1930,1982-11-17,Quarta-feira,MC 4º,69,2
1931,1982-11-20,Sábado,MC 4º,69,1
1950,1983-02-02,Quarta-feira,MC 4º,69,19
1953,1983-02-12,Sábado,MC 1º,69,3
1953,1983-02-12,Sábado,MC 3º,69,0
1968,1983-04-13,Quarta-feira,MC 5º,69,15
2004,1983-08-24,Quarta-feira,MC 3º,69,36
2037,1984-01-11,Quarta-feira,MC 1º,69,33
2055,1984-03-17,Sábado,MC 5º,69,18
2058,1984-03-31,Sábado,MC 2º,69,3
2061,1984-04-11,Quarta-feira,MC 1º,69,3
2073,1984-06-02,Sábado,MC 5º,69,12
2075,1984-06-09,Sábado,MC 2º,69,2
2088,1984-07-28,Sábado,MC 4º,69,13
2091,1984-08-11,Sábado,MC 3º,69,3
2142,1985-03-09,Sábado,MC 3º,69,51
2149,1985-04-07,Domingo,MC 5º,69,7
2150,1985-04-10,Quarta-feira,MC 3º,69,1
2164,1985-06-01,Sábado,MC 2º,69,14
2179,1985-07-27,Sábado,MC 3º,69,15
2191,1985-09-11,Quarta-feira,MC 4º,69,12
2224,1986-01-18,Sábado,MC 1º,69,33
2244,1986-04-05,Sábado,MC 4º,69,20
2253,1986-05-14,Quarta-feira,MC 2º,69,9
2280,1986-08-20,Quarta-feira,MC 4º,69,27
2302,1986-11-26,Quarta-feira,MC 4º,69,22
2307,1986-12-13,Sábado,MC 3º,69,5
2340,1987-04-25,Sábado,MC 2º,69,33
2341,1987-04-29,Quarta-feira,MC 4º,69,1
2342,1987-05-03,Domingo,MC 4º,69,1
2389,1987-10-24,Sábado,MC 4º,69,47
2396,1987-11-22,Domingo,MC 4º,69,7
2401,1987-12-09,Quarta-feira,MC 4º,69,5
2434,1988-04-23,Sábado,MC 4º,69,33
2462,1988-08-06,Sábado,MC 4º,69,28
2502,1989-01-18,Quarta-feira,MC 4º,69,40
2520,1989-03-29,Quarta-feira,MC 5º,69,18
2531,1989-05-13,Sábado,MC 2º,69,11
2541,1989-06-24,Sábado,MC 4º,69,10
2547,1989-07-15,Sábado,MC 3º,69,6
2557,1989-08-23,Quarta-feira,MC 4º,69,10
2596,1990-02-17,Sábado,MC 3º,69,39
2648,1990-09-22,Sábado,MC 2º,69,52
2666,1990-12-08,Sábado,MC 5º,69,18
2703,1991-05-08,Quarta-feira,MC 3º,69,37
2709,1991-06-01,Sábado,MC 3º,69,6
2739,1991-09-25,Quarta-feira,MC 1º,69,30
2775,1992-02-19,Quarta-feira,MC 5º,69,36
2786,1992-04-01,Quarta-feira,MC 5º,69,11
2805,1992-07-04,Sábado,MC 2º,69,19
2842,1993-03-27,Sábado,MC 4º,69,37
2848,1993-05-15,Sábado,MC 3º,69,6
2953,1994-09-17,Sábado,MC 2º,69,105
2957,1994-10-01,Sábado,MC 4º,69,4
2959,1994-10-15,Sábado,MC 3º,69,2
2991,1995-02-25,Sábado,MC 3º,69,32
3016,1995-06-17,Sábado,MC 4º,69,25
3049,1995-10-28,Sábado,MC 1º,69,33
3102,1996-06-15,Sábado,MC 2º,69,53
3129,1996-10-05,Sábado,MC 2º,69,27
3137,1996-11-16,Sábado,MC 2º,69,8
3159,1997-02-19,Quarta-feira,MC 5º,69,22
3200,1997-08-06,Quarta-feira,MC 3º,69,41
3213,1997-09-24,Quarta-feira,MC 3º,69,13
3224,1997-11-01,Sábado,MC 3º,69,11
3226,1997-11-08,Sábado,MC 4º,69,2
3228,1997-11-19,Quarta-feira,MC 1º,69,2
3241,1998-01-14,Quarta-feira,MC 5º,69,13
3253,1998-02-28,Sábado,MC 5º,69,12
