Concurso,Data,Dia da Semana,Sorteio,Dezena,Atraso
13,1962-11-07,Quarta-feira,MC 3º,91,13
16,1962-11-17,Sábado,MC 5º,91,3
44,1963-03-02,Sábado,MC 3º,91,28
67,1963-05-29,Quarta-feira,MC 2º,91,23
107,1963-10-19,Sábado,MC 3º,91,40
125,1963-12-28,Sábado,MC 4º,91,18
206,1964-10-21,Quarta-feira,MC 5º,91,81
244,1965-03-13,Sábado,MC 2º,91,38
267,1965-06-09,Quarta-feira,MC 4º,91,23
268,1965-06-12,Sábado,MC 4º,91,1
277,1965-07-14,Quarta-feira,MC 2º,91,9
293,1965-09-08,Quarta-feira,MC 5º,91,16
317,1965-12-01,Quarta-feira,MC 5º,91,24
318,1965-12-04,Sábado,MC 2º,91,1
339,1966-02-26,Sábado,MC 1º,91,21
364,1966-05-25,Quarta-feira,MC 5º,91,25
375,1966-07-02,Sábado,MC 3º,91,11
409,1966-11-05,Sábado,MC 2º,91,34
411,1966-11-12,Sábado,MC 4º,91,2
425,1966-12-31,Sábado,MC 4º,91,14
432,1967-01-25,Quarta-feira,MC 2º,91,7
511,1967-11-01,Quarta-feira,MC 5º,91,79
512,1967-11-04,Sábado,MC 4º,91,1
568,1968-05-29,Quarta-feira,MC 5º,91,56
578,1968-07-03,Quarta-feira,MC 2º,91,10
585,1968-07-27,Sábado,MC 3º,91,7
586,1968-07-31,Quarta-feira,MC 5º,91,1
599,1968-09-18,Quarta-feira,MC 1º,91,13
614,1968-11-13,Quarta-feira,MC 4º,91,15
623,1968-12-14,Sábado,MC 1º,91,9
631,1969-01-18,Sábado,MC 1º,91,8
703,1969-10-05,Domingo,MC 1º,91,72
704,1969-10-08,Quarta-feira,MC 4º,91,1
708,1969-10-22,Quarta-feira,MC 3º,91,4
710,1969-10-29,Quarta-feira,MC 1º,91,2
734,1970-01-31,Sábado,MC 2º,91,24
761,1970-05-13,Quarta-feira,MC 1º,91,27
811,1970-11-04,Quarta-feira,MC 5º,91,50
833,1971-01-30,Sábado,MC 2º,91,22
838,1971-02-17,Quarta-feira,MC 5º,91,5
886,1971-08-21,Sábado,MC 2º,91,48
907,1971-11-10,Quarta-feira,MC 1º,91,21
931,1972-03-04,Sábado,MC 3º,91,24
967,1972-08-02,Quarta-feira,MC 5º,91,36
987,1972-11-01,Quarta-feira,MC 4º,91,20
987,1972-11-01,Quarta-feira,MC 5º,91,0
994,1972-12-02,Sábado,MC 4º,91,7
1013,1973-02-24,Sábado,MC 4º,91,19
1016,1973-03-14,Quarta-feira,MC 4º,91,3
1055,1973-08-08,Quarta-feira,MC 2º,91,39
1106,1974-02-09,Sábado,MC 1º,91,51
1108,1974-02-16,Sábado,MC 5º,91,2
1134,1974-05-25,Sábado,MC 1º,91,26
1169,1974-10-02,Quarta-feira,MC 4º,91,35
1186,1974-12-04,Quarta-feira,MC 5º,91,17
1211,1975-03-12,Quarta-feira,MC 1º,91,25
1227,1975-05-14,Quarta-feira,MC 5º,91,16
1240,1975-06-28,Sábado,MC 1º,91,13
1264,1975-09-24,Quarta-feira,MC 5º,91,24
1275,1975-11-01,Sábado,MC 2º,91,11
1278,1975-11-19,Quarta-feira,MC 5º,91,3
1298,1976-02-07,Sábado,MC 3º,91,20
1303,1976-02-25,Quarta-feira,MC 2º,91,5
1347,1976-08-14,Sábado,MC 4º,91,44
1374,1976-11-24,Quarta-feira,MC 1º,91,27
1389,1977-01-26,Quarta-feira,MC 5º,91,15
1394,1977-02-12,Sábado,MC 4º,91,5
1409,1977-04-13,Quarta-feira,MC 1º,91,15
1410,1977-04-16,Sábado,MC 2º,91,1
1417,1977-05-14,Sábado,MC 5º,91,7
1418,1977-05-18,Quarta-feira,MC 1º,91,1
1420,1977-05-25,Quarta-feira,MC 5º,91,2
1421,1977-05-28,Sábado,MC 5º,91,1
1481,1978-01-14,Sábado,MC 1º,91,60
1495,1978-03-11,Sábado,MC 1º,91,14
1503,1978-04-12,Quarta-feira,MC 2º,91,8
1523,1978-06-28,Quarta-feira,MC 3º,91,20
1538,1978-08-23,Quarta-feira,MC 1º,91,15
1538,1978-08-23,Quarta-feira,MC 3º,91,0
1544,1978-09-13,Quarta-feira,MC 1º,91,6
1577,1979-01-20,Sábado,MC 1º,91,33
1597,1979-04-07,Sábado,MC 2º,91,20
1605,1979-05-19,Sábado,MC 4º,91,8
1612,1979-06-13,Quarta-feira,MC 5º,91,7
1620,1979-07-11,Quarta-feira,MC 5º,91,8
1652,1979-11-17,Sábado,MC 1º,91,32
1688,1980-04-12,Sábado,MC 1º,91,36
1689,1980-04-16,Quarta-feira,MC 5º,91,1
1692,1980-04-26,Sábado,MC 1º,91,3
1698,1980-05-24,Sábado,MC 3º,91,6
1717,1980-07-30,Quarta-feira,MC 3º,91,19
1727,1980-09-06,Sábado,MC 4º,91,10
1735,1980-10-04,Sábado,MC 2º,91,8
1739,1980-10-22,Quarta-feira,MC 3º,91,4
1791,1981-05-23,Sábado,MC 4º,91,52
1847,1981-12-16,Quarta-feira,MC 3º,91,56
1864,1982-02-20,Sábado,MC 3º,91,17
1894,1982-06-26,Sábado,MC 4º,91,30
1934,1982-12-01,Quarta-feira,MC 5º,91,40
1940,1982-12-22,Quarta-feira,MC 3º,91,6
1945,1983-01-15,Sábado,MC 5º,91,5
2015,1983-10-05,Quarta-feira,MC 1º,91,70
2033,1983-12-24,Sábado,MC 4º,91,18
2054,1984-03-14,Quarta-feira,MC 4º,91,21
2056,1984-03-21,Quarta-feira,MC 1º,91,2
2184,1985-08-14,Quarta-feira,MC 3º,91,128
2185,1985-08-17,Sábado,MC 4º,91,1
2232,1986-02-19,Quarta-feira,MC 3º,91,47
2247,1986-04-16,Quarta-feira,MC 5º,91,15
2263,1986-06-21,Sábado,MC 1º,91,16
2265,1986-06-28,Sábado,MC 5º,91,2
2327,1987-03-07,Sábado,MC 2º,91,62
2350,1987-05-30,Sábado,MC 3º,91,23
2371,1987-08-12,Quarta-feira,MC 3º,91,21
2390,1987-10-28,Quarta-feira,MC 4º,91,19
2392,1987-11-07,Sábado,MC 3º,91,2
2408,1988-01-13,Quarta-feira,MC 1º,91,16
2445,1988-06-08,Quarta-feira,MC 4º,91,37
2463,1988-08-10,Quarta-feira,MC 5º,91,18
2467,1988-08-24,Quarta-feira,MC 1º,91,4
2483,1988-10-26,Quarta-feira,MC 1º,91,16
2514,1989-03-04,Sábado,MC 2º,91,31
2569,1989-10-07,Sábado,MC 5º,91,55
2584,1989-12-13,Quarta-feira,MC 5º,91,15
2619,1990-05-30,Quarta-feira,MC 1º,91,35
2630,1990-07-18,Quarta-feira,MC 4º,91,11
2693,1991-03-27,Quarta-feira,MC 3º,91,63
