Concurso,Data,D/SEMAN,Prêmio
1,1962-09-15,sábado,5349
1,1962-09-15,sábado,8031
1,1962-09-15,sábado,6492
1,1962-09-15,sábado,5151
1,1962-09-15,sábado,1416
2,1962-09-22,sábado,3334
2,1962-09-22,sábado,4714
2,1962-09-22,sábado,967
2,1962-09-22,sábado,6468
2,1962-09-22,sábado,8452
3,1962-09-29,sábado,7793
3,1962-09-29,sábado,5637
3,1962-09-29,sábado,1505
3,1962-09-29,sábado,4184
3,1962-09-29,sábado,5711
4,1962-10-03,quarta-feira,896
4,1962-10-03,quarta-feira,7354
4,1962-10-03,quarta-feira,8461
4,1962-10-03,quarta-feira,1951
4,1962-10-03,quarta-feira,3569
5,1962-10-06,sábado,3972
5,1962-10-06,sábado,3280
5,1962-10-06,sábado,3664
5,1962-10-06,sábado,4058
5,1962-10-06,sábado,3746
6,1962-10-10,quarta-feira,934
6,1962-10-10,quarta-feira,5267
6,1962-10-10,quarta-feira,3690
6,1962-10-10,quarta-feira,4257
6,1962-10-10,quarta-feira,2504
7,1962-10-13,sábado,1314
7,1962-10-13,sábado,660
7,1962-10-13,sábado,1472
7,1962-10-13,sábado,7130
7,1962-10-13,sábado,810
8,1962-10-17,quarta-feira,1096
8,1962-10-17,quarta-feira,1329
8,1962-10-17,quarta-feira,5331
8,1962-10-17,quarta-feira,6235
8,1962-10-17,quarta-feira,3141
9,1962-10-20,sábado,5728
9,1962-10-20,sábado,382
9,1962-10-20,sábado,2260
9,1962-10-20,sábado,8491
9,1962-10-20,sábado,7274
10,1962-10-24,quarta-feira,338
10,1962-10-24,quarta-feira,7703
10,1962-10-24,quarta-feira,2749
10,1962-10-24,quarta-feira,1370
10,1962-10-24,quarta-feira,7915
11,1962-10-27,sábado,3264
11,1962-10-27,sábado,6070
11,1962-10-27,sábado,4611
11,1962-10-27,sábado,7023
11,1962-10-27,sábado,637
12,1962-10-31,quarta-feira,7058
12,1962-10-31,quarta-feira,8897
12,1962-10-31,quarta-feira,4444
12,1962-10-31,quarta-feira,6478
12,1962-10-31,quarta-feira,962
13,1962-11-07,quarta-feira,5275
13,1962-11-07,quarta-feira,3129
13,1962-11-07,quarta-feira,9176
13,1962-11-07,quarta-feira,1921
13,1962-11-07,quarta-feira,5842
14,1962-11-10,sábado,3932
14,1962-11-10,sábado,5282
14,1962-11-10,sábado,4715
14,1962-11-10,sábado,3408
14,1962-11-10,sábado,8803
15,1962-11-14,quarta-feira,809
15,1962-11-14,quarta-feira,5041
15,1962-11-14,quarta-feira,1942
15,1962-11-14,quarta-feira,9510
15,1962-11-14,quarta-feira,9207
16,1962-11-17,sábado,6536
16,1962-11-17,sábado,5752
16,1962-11-17,sábado,6035
16,1962-11-17,sábado,9775
16,1962-11-17,sábado,9175
17,1962-11-21,quarta-feira,5913
17,1962-11-21,quarta-feira,2173
17,1962-11-21,quarta-feira,1454
17,1962-11-21,quarta-feira,1363
17,1962-11-21,quarta-feira,5010
18,1962-11-24,sábado,7716
18,1962-11-24,sábado,7891
18,1962-11-24,sábado,6139
18,1962-11-24,sábado,7792
18,1962-11-24,sábado,5301
19,1962-11-28,quarta-feira,407
19,1962-11-28,quarta-feira,3594
19,1962-11-28,quarta-feira,3789
19,1962-11-28,quarta-feira,6677
19,1962-11-28,quarta-feira,3565
20,1962-12-01,sábado,4413
20,1962-12-01,sábado,6267
20,1962-12-01,sábado,2363
20,1962-12-01,sábado,1339
20,1962-12-01,sábado,6524
21,1962-12-05,quarta-feira,9859
21,1962-12-05,quarta-feira,1796
21,1962-12-05,quarta-feira,7438
21,1962-12-05,quarta-feira,456
21,1962-12-05,quarta-feira,7238
22,1962-12-12,quarta-feira,6637
22,1962-12-12,quarta-feira,284
22,1962-12-12,quarta-feira,3185
22,1962-12-12,quarta-feira,4896
22,1962-12-12,quarta-feira,2613
23,1962-12-15,sábado,122
23,1962-12-15,sábado,5169
23,1962-12-15,sábado,7548
23,1962-12-15,sábado,9570
23,1962-12-15,sábado,9424
24,1962-12-19,quarta-feira,9471
24,1962-12-19,quarta-feira,3336
24,1962-12-19,quarta-feira,1604
24,1962-12-19,quarta-feira,592
24,1962-12-19,quarta-feira,4373
25,1962-12-22,sábado,3457
25,1962-12-22,sábado,2079
25,1962-12-22,sábado,8594
25,1962-12-22,sábado,3094
25,1962-12-22,sábado,1338
26,1962-12-26,quarta-feira,1865
26,1962-12-26,quarta-feira,1867
26,1962-12-26,quarta-feira,1972
26,1962-12-26,quarta-feira,3785
26,1962-12-26,quarta-feira,8465
27,1962-12-29,sábado,6195
27,1962-12-29,sábado,7828
27,1962-12-29,sábado,7049
27,1962-12-29,sábado,7637
27,1962-12-29,sábado,5744
28,1963-01-02,quarta-feira,9063
28,1963-01-02,quarta-feira,5673
28,1963-01-02,quarta-feira,5479
28,1963-01-02,quarta-feira,2347
28,1963-01-02,quarta-feira,6597
29,1963-01-05,sábado,6584
29,1963-01-05,sábado,2662
29,1963-01-05,sábado,3566
29,1963-01-05,sábado,2094
29,1963-01-05,sábado,1243
30,1963-01-09,quarta-feira,5793
30,1963-01-09,quarta-feira,3312
30,1963-01-09,quarta-feira,3039
30,1963-01-09,quarta-feira,540
30,1963-01-09,quarta-feira,9415
31,1963-01-12,sábado,6801
31,1963-01-12,sábado,9425
31,1963-01-12,sábado,9537
31,1963-01-12,sábado,2547
31,1963-01-12,sábado,5724
32,1963-01-16,quarta-feira,689
32,1963-01-16,quarta-feira,9533
32,1963-01-16,quarta-feira,2491
32,1963-01-16,quarta-feira,1211
32,1963-01-16,quarta-feira,6298
33,1963-01-19,sábado,2393
33,1963-01-19,sábado,2420
33,1963-01-19,sábado,2302
33,1963-01-19,sábado,9410
33,1963-01-19,sábado,1715
34,1963-01-23,quarta-feira,8914
34,1963-01-23,quarta-feira,2584
34,1963-01-23,quarta-feira,4401
34,1963-01-23,quarta-feira,964
34,1963-01-23,quarta-feira,2314
35,1963-01-26,sábado,9446
35,1963-01-26,sábado,1617
35,1963-01-26,sábado,2544
35,1963-01-26,sábado,3817
35,1963-01-26,sábado,328
36,1963-01-30,quarta-feira,8620
36,1963-01-30,quarta-feira,974
36,1963-01-30,quarta-feira,8939
36,1963-01-30,quarta-feira,7438
36,1963-01-30,quarta-feira,4048
37,1963-02-02,sábado,578
37,1963-02-02,sábado,2930
37,1963-02-02,sábado,8938
37,1963-02-02,sábado,2794
37,1963-02-02,sábado,2281
38,1963-02-06,quarta-feira,8838
38,1963-02-06,quarta-feira,2397
38,1963-02-06,quarta-feira,3531
38,1963-02-06,quarta-feira,3138
38,1963-02-06,quarta-feira,9267
39,1963-02-09,sábado,4291
39,1963-02-09,sábado,7363
39,1963-02-09,sábado,9641
39,1963-02-09,sábado,2341
39,1963-02-09,sábado,4032
40,1963-02-13,quarta-feira,2085
40,1963-02-13,quarta-feira,1069
40,1963-02-13,quarta-feira,5666
40,1963-02-13,quarta-feira,3516
40,1963-02-13,quarta-feira,7535
41,1963-02-16,sábado,3979
41,1963-02-16,sábado,2247
41,1963-02-16,sábado,2939
41,1963-02-16,sábado,1169
41,1963-02-16,sábado,2102
42,1963-02-20,quarta-feira,8403
42,1963-02-20,quarta-feira,8630
42,1963-02-20,quarta-feira,5301
42,1963-02-20,quarta-feira,4190
42,1963-02-20,quarta-feira,2993
43,1963-02-23,sábado,2341
43,1963-02-23,sábado,4187
43,1963-02-23,sábado,579
43,1963-02-23,sábado,251
43,1963-02-23,sábado,1133
44,1963-03-02,sábado,6908
44,1963-03-02,sábado,4430
44,1963-03-02,sábado,9152
44,1963-03-02,sábado,3076
44,1963-03-02,sábado,8391
45,1963-03-06,quarta-feira,4057
45,1963-03-06,quarta-feira,5588
45,1963-03-06,quarta-feira,8936
45,1963-03-06,quarta-feira,3322
45,1963-03-06,quarta-feira,9662
46,1963-03-09,sábado,4361
46,1963-03-09,sábado,5759
46,1963-03-09,sábado,322
46,1963-03-09,sábado,9826
46,1963-03-09,sábado,596
47,1963-03-13,quarta-feira,7650
47,1963-03-13,quarta-feira,372
47,1963-03-13,quarta-feira,9995
47,1963-03-13,quarta-feira,6125
47,1963-03-13,quarta-feira,97
48,1963-03-16,sábado,4915
48,1963-03-16,sábado,1223
48,1963-03-16,sábado,6654
48,1963-03-16,sábado,7198
48,1963-03-16,sábado,1684
49,1963-03-20,quarta-feira,3496
49,1963-03-20,quarta-feira,9242
49,1963-03-20,quarta-feira,4622
49,1963-03-20,quarta-feira,5547
49,1963-03-20,quarta-feira,625
50,1963-03-23,sábado,4341
50,1963-03-23,sábado,430
50,1963-03-23,sábado,6193
50,1963-03-23,sábado,1540
50,1963-03-23,sábado,9063
51,1963-03-27,quarta-feira,5602
51,1963-03-27,quarta-feira,2479
51,1963-03-27,quarta-feira,9925
51,1963-03-27,quarta-feira,8652
51,1963-03-27,quarta-feira,5984
52,1963-03-30,sábado,6660
52,1963-03-30,sábado,4119
52,1963-03-30,sábado,6721
52,1963-03-30,sábado,7088
52,1963-03-30,sábado,299
53,1963-04-03,quarta-feira,2213
53,1963-04-03,quarta-feira,9830
53,1963-04-03,quarta-feira,3508
53,1963-04-03,quarta-feira,6875
53,1963-04-03,quarta-feira,8350
54,1963-04-06,sábado,5234
54,1963-04-06,sábado,7725
54,1963-04-06,sábado,6948
54,1963-04-06,sábado,9590
54,1963-04-06,sábado,7689
55,1963-04-10,quarta-feira,1071
55,1963-04-10,quarta-feira,5301
55,1963-04-10,quarta-feira,2733
55,1963-04-10,quarta-feira,4935
55,1963-04-10,quarta-feira,7386
56,1963-04-17,quarta-feira,2472
56,1963-04-17,quarta-feira,8740
56,1963-04-17,quarta-feira,9532
56,1963-04-17,quarta-feira,786
56,1963-04-17,quarta-feira,9707
57,1963-04-20,sábado,8428
57,1963-04-20,sábado,6293
57,1963-04-20,sábado,9314
57,1963-04-20,sábado,4211
57,1963-04-20,sábado,4556
58,1963-04-24,quarta-feira,87
58,1963-04-24,quarta-feira,9646
58,1963-04-24,quarta-feira,8960
58,1963-04-24,quarta-feira,748
58,1963-04-24,quarta-feira,454
59,1963-04-27,sábado,5317
59,1963-04-27,sábado,45
59,1963-04-27,sábado,124
59,1963-04-27,sábado,4606
59,1963-04-27,sábado,8327
60,1963-05-04,sábado,450
60,1963-05-04,sábado,2477
60,1963-05-04,sábado,3431
60,1963-05-04,sábado,5014
60,1963-05-04,sábado,8886
61,1963-05-08,quarta-feira,3124
61,1963-05-08,quarta-feira,1278
61,1963-05-08,quarta-feira,7303
61,1963-05-08,quarta-feira,388
61,1963-05-08,quarta-feira,1326
62,1963-05-11,sábado,9907
62,1963-05-11,sábado,5827
62,1963-05-11,sábado,304
62,1963-05-11,sábado,9497
62,1963-05-11,sábado,2330
63,1963-05-15,quarta-feira,5095
63,1963-05-15,quarta-feira,8690
63,1963-05-15,quarta-feira,667
63,1963-05-15,quarta-feira,1953
63,1963-05-15,quarta-feira,2478
64,1963-05-18,sábado,3005
64,1963-05-18,sábado,4290
64,1963-05-18,sábado,9861
64,1963-05-18,sábado,2002
64,1963-05-18,sábado,6527
65,1963-05-22,quarta-feira,5418
65,1963-05-22,quarta-feira,7227
65,1963-05-22,quarta-feira,5551
65,1963-05-22,quarta-feira,5912
65,1963-05-22,quarta-feira,733
66,1963-05-25,sábado,9439
66,1963-05-25,sábado,9213
66,1963-05-25,sábado,1414
66,1963-05-25,sábado,6002
66,1963-05-25,sábado,1820
67,1963-05-29,quarta-feira,2869
67,1963-05-29,quarta-feira,9110
67,1963-05-29,quarta-feira,7546
67,1963-05-29,quarta-feira,9308
67,1963-05-29,quarta-feira,4229
68,1963-06-01,sábado,511
68,1963-06-01,sábado,6744
68,1963-06-01,sábado,8742
68,1963-06-01,sábado,733
68,1963-06-01,sábado,4677
69,1963-06-05,quarta-feira,857
69,1963-06-05,quarta-feira,8934
69,1963-06-05,quarta-feira,9974
69,1963-06-05,quarta-feira,2876
69,1963-06-05,quarta-feira,9489
70,1963-06-08,sábado,1478
70,1963-06-08,sábado,2344
70,1963-06-08,sábado,2269
70,1963-06-08,sábado,9843
70,1963-06-08,sábado,1566
71,1963-06-12,quarta-feira,1219
71,1963-06-12,quarta-feira,3796
71,1963-06-12,quarta-feira,2543
71,1963-06-12,quarta-feira,5966
71,1963-06-12,quarta-feira,987
72,1963-06-15,sábado,6800
72,1963-06-15,sábado,1003
72,1963-06-15,sábado,1038
72,1963-06-15,sábado,8855
72,1963-06-15,sábado,9832
73,1963-06-19,quarta-feira,5621
73,1963-06-19,quarta-feira,8266
73,1963-06-19,quarta-feira,3881
73,1963-06-19,quarta-feira,8404
73,1963-06-19,quarta-feira,9624
74,1963-06-22,sábado,2863
74,1963-06-22,sábado,443
74,1963-06-22,sábado,5280
74,1963-06-22,sábado,2731
74,1963-06-22,sábado,7062
75,1963-06-26,quarta-feira,7855
75,1963-06-26,quarta-feira,6073
75,1963-06-26,quarta-feira,1492
75,1963-06-26,quarta-feira,8981
75,1963-06-26,quarta-feira,6346
76,1963-06-29,sábado,9744
76,1963-06-29,sábado,5574
76,1963-06-29,sábado,7298
76,1963-06-29,sábado,7290
76,1963-06-29,sábado,122
77,1963-07-03,quarta-feira,3007
77,1963-07-03,quarta-feira,6094
77,1963-07-03,quarta-feira,2630
77,1963-07-03,quarta-feira,1561
77,1963-07-03,quarta-feira,2057
78,1963-07-06,sábado,2048
78,1963-07-06,sábado,1071
78,1963-07-06,sábado,1388
78,1963-07-06,sábado,9714
78,1963-07-06,sábado,2644
79,1963-07-10,quarta-feira,274
79,1963-07-10,quarta-feira,9281
79,1963-07-10,quarta-feira,9088
79,1963-07-10,quarta-feira,8201
79,1963-07-10,quarta-feira,4775
80,1963-07-13,sábado,3084
80,1963-07-13,sábado,5004
80,1963-07-13,sábado,2814
80,1963-07-13,sábado,8921
80,1963-07-13,sábado,7310
81,1963-07-17,quarta-feira,4065
81,1963-07-17,quarta-feira,9469
81,1963-07-17,quarta-feira,5493
81,1963-07-17,quarta-feira,10
81,1963-07-17,quarta-feira,6758
82,1963-07-20,sábado,7736
82,1963-07-20,sábado,1177
82,1963-07-20,sábado,1167
82,1963-07-20,sábado,3021
82,1963-07-20,sábado,8686
83,1963-07-24,quarta-feira,3125
83,1963-07-24,quarta-feira,2856
83,1963-07-24,quarta-feira,6512
83,1963-07-24,quarta-feira,8388
83,1963-07-24,quarta-feira,4579
84,1963-07-27,sábado,1273
84,1963-07-27,sábado,9564
84,1963-07-27,sábado,4989
84,1963-07-27,sábado,4258
84,1963-07-27,sábado,6052
85,1963-07-31,quarta-feira,2992
85,1963-07-31,quarta-feira,8777
85,1963-07-31,quarta-feira,8771
85,1963-07-31,quarta-feira,1023
85,1963-07-31,quarta-feira,8344
86,1963-08-03,sábado,183
86,1963-08-03,sábado,7707
86,1963-08-03,sábado,4963
86,1963-08-03,sábado,4362
86,1963-08-03,sábado,9619
87,1963-08-07,quarta-feira,5744
87,1963-08-07,quarta-feira,3809
87,1963-08-07,quarta-feira,4963
87,1963-08-07,quarta-feira,633
87,1963-08-07,quarta-feira,2081
88,1963-08-10,sábado,3463
88,1963-08-10,sábado,5188
88,1963-08-10,sábado,3495
88,1963-08-10,sábado,9706
88,1963-08-10,sábado,5441
89,1963-08-14,quarta-feira,715
89,1963-08-14,quarta-feira,8774
89,1963-08-14,quarta-feira,5353
89,1963-08-14,quarta-feira,7345
89,1963-08-14,quarta-feira,5381
90,1963-08-17,sábado,3275
90,1963-08-17,sábado,3208
90,1963-08-17,sábado,8351
90,1963-08-17,sábado,771
90,1963-08-17,sábado,9791
91,1963-08-21,quarta-feira,8509
91,1963-08-21,quarta-feira,720
91,1963-08-21,quarta-feira,4283
91,1963-08-21,quarta-feira,6022
91,1963-08-21,quarta-feira,7429
92,1963-08-24,sábado,102
92,1963-08-24,sábado,7913
92,1963-08-24,sábado,7992
92,1963-08-24,sábado,2300
92,1963-08-24,sábado,4616
93,1963-08-28,quarta-feira,3173
93,1963-08-28,quarta-feira,5316
93,1963-08-28,quarta-feira,2521
93,1963-08-28,quarta-feira,3458
93,1963-08-28,quarta-feira,9559
94,1963-08-31,sábado,1895
94,1963-08-31,sábado,5758
94,1963-08-31,sábado,6337
94,1963-08-31,sábado,1465
94,1963-08-31,sábado,3856
95,1963-09-04,quarta-feira,7023
95,1963-09-04,quarta-feira,2366
95,1963-09-04,quarta-feira,337
95,1963-09-04,quarta-feira,6882
95,1963-09-04,quarta-feira,5877
96,1963-09-11,quarta-feira,4323
96,1963-09-11,quarta-feira,4987
96,1963-09-11,quarta-feira,3625
96,1963-09-11,quarta-feira,3865
96,1963-09-11,quarta-feira,9390
97,1963-09-14,sábado,4941
97,1963-09-14,sábado,7668
97,1963-09-14,sábado,1982
97,1963-09-14,sábado,7078
97,1963-09-14,sábado,4758
98,1963-09-18,quarta-feira,3847
98,1963-09-18,quarta-feira,9773
98,1963-09-18,quarta-feira,5881
98,1963-09-18,quarta-feira,8023
98,1963-09-18,quarta-feira,6484
99,1963-09-21,sábado,9696
99,1963-09-21,sábado,9444
99,1963-09-21,sábado,9456
99,1963-09-21,sábado,8026
99,1963-09-21,sábado,6396
100,1963-09-25,quarta-feira,6363
100,1963-09-25,quarta-feira,420
100,1963-09-25,quarta-feira,9271
100,1963-09-25,quarta-feira,7665
100,1963-09-25,quarta-feira,7352
101,1963-09-28,sábado,1904
101,1963-09-28,sábado,1818
101,1963-09-28,sábado,94
101,1963-09-28,sábado,7604
101,1963-09-28,sábado,5301
102,1963-10-02,quarta-feira,6246
102,1963-10-02,quarta-feira,6373
102,1963-10-02,quarta-feira,1073
102,1963-10-02,quarta-feira,6621
102,1963-10-02,quarta-feira,1219
103,1963-10-05,sábado,8121
103,1963-10-05,sábado,7989
103,1963-10-05,sábado,7131
103,1963-10-05,sábado,4146
103,1963-10-05,sábado,4528
104,1963-10-09,quarta-feira,5196
104,1963-10-09,quarta-feira,7418
104,1963-10-09,quarta-feira,5175
104,1963-10-09,quarta-feira,3613
104,1963-10-09,quarta-feira,4789
105,1963-10-12,sábado,3071
105,1963-10-12,sábado,8662
105,1963-10-12,sábado,5114
105,1963-10-12,sábado,7602
105,1963-10-12,sábado,7136
106,1963-10-16,quarta-feira,6387
106,1963-10-16,quarta-feira,6798
106,1963-10-16,quarta-feira,5070
106,1963-10-16,quarta-feira,2913
106,1963-10-16,quarta-feira,8121
107,1963-10-19,sábado,1986
107,1963-10-19,sábado,2704
107,1963-10-19,sábado,9107
107,1963-10-19,sábado,4795
107,1963-10-19,sábado,4984
108,1963-10-23,quarta-feira,6775
108,1963-10-23,quarta-feira,5004
108,1963-10-23,quarta-feira,8642
108,1963-10-23,quarta-feira,6707
108,1963-10-23,quarta-feira,8023
109,1963-10-26,sábado,7228
109,1963-10-26,sábado,4912
109,1963-10-26,sábado,2910
109,1963-10-26,sábado,231
109,1963-10-26,sábado,3431
110,1963-10-30,quarta-feira,6253
110,1963-10-30,quarta-feira,350
110,1963-10-30,quarta-feira,4868
110,1963-10-30,quarta-feira,5406
110,1963-10-30,quarta-feira,6237
111,1963-11-06,quarta-feira,8871
111,1963-11-06,quarta-feira,8709
111,1963-11-06,quarta-feira,3645
111,1963-11-06,quarta-feira,7241
111,1963-11-06,quarta-feira,7457
112,1963-11-09,sábado,508
112,1963-11-09,sábado,6487
112,1963-11-09,sábado,4356
112,1963-11-09,sábado,9569
112,1963-11-09,sábado,8182
113,1963-11-13,quarta-feira,710
113,1963-11-13,quarta-feira,7471
113,1963-11-13,quarta-feira,7921
113,1963-11-13,quarta-feira,6751
113,1963-11-13,quarta-feira,818
114,1963-11-16,sábado,6835
114,1963-11-16,sábado,5911
114,1963-11-16,sábado,1349
114,1963-11-16,sábado,8861
114,1963-11-16,sábado,9948
115,1963-11-20,quarta-feira,777
115,1963-11-20,quarta-feira,5705
115,1963-11-20,quarta-feira,6332
115,1963-11-20,quarta-feira,5777
115,1963-11-20,quarta-feira,4573
116,1963-11-23,sábado,913
116,1963-11-23,sábado,2333
116,1963-11-23,sábado,1185
116,1963-11-23,sábado,8548
116,1963-11-23,sábado,8101
117,1963-11-27,quarta-feira,3313
117,1963-11-27,quarta-feira,7694
117,1963-11-27,quarta-feira,3029
117,1963-11-27,quarta-feira,8955
117,1963-11-27,quarta-feira,5775
118,1963-11-30,sábado,8957
118,1963-11-30,sábado,2658
118,1963-11-30,sábado,1866
118,1963-11-30,sábado,7143
118,1963-11-30,sábado,5429
119,1963-12-04,quarta-feira,1120
119,1963-12-04,quarta-feira,5631
119,1963-12-04,quarta-feira,7795
119,1963-12-04,quarta-feira,7862
119,1963-12-04,quarta-feira,8565
120,1963-12-07,sábado,3499
120,1963-12-07,sábado,1600
120,1963-12-07,sábado,8383
120,1963-12-07,sábado,2665
120,1963-12-07,sábado,4831
121,1963-12-11,quarta-feira,9229
121,1963-12-11,quarta-feira,7990
121,1963-12-11,quarta-feira,4501
121,1963-12-11,quarta-feira,8823
121,1963-12-11,quarta-feira,2310
122,1963-12-14,sábado,3089
122,1963-12-14,sábado,1478
122,1963-12-14,sábado,970
122,1963-12-14,sábado,8100
122,1963-12-14,sábado,9796
123,1963-12-18,quarta-feira,1516
123,1963-12-18,quarta-feira,526
123,1963-12-18,quarta-feira,8856
123,1963-12-18,quarta-feira,4044
123,1963-12-18,quarta-feira,9861
124,1963-12-21,sábado,8918
124,1963-12-21,sábado,34
124,1963-12-21,sábado,3360
124,1963-12-21,sábado,1716
124,1963-12-21,sábado,1531
125,1963-12-28,sábado,9313
125,1963-12-28,sábado,9706
125,1963-12-28,sábado,3523
125,1963-12-28,sábado,9148
125,1963-12-28,sábado,6696
126,1964-01-04,sábado,8957
126,1964-01-04,sábado,7111
126,1964-01-04,sábado,8757
126,1964-01-04,sábado,9392
126,1964-01-04,sábado,8956
127,1964-01-08,quarta-feira,221
127,1964-01-08,quarta-feira,7773
127,1964-01-08,quarta-feira,1631
127,1964-01-08,quarta-feira,1344
127,1964-01-08,quarta-feira,3722
128,1964-01-11,sábado,8857
128,1964-01-11,sábado,906
128,1964-01-11,sábado,9646
128,1964-01-11,sábado,4143
128,1964-01-11,sábado,6487
129,1964-01-15,quarta-feira,2768
129,1964-01-15,quarta-feira,2710
129,1964-01-15,quarta-feira,6881
129,1964-01-15,quarta-feira,5742
129,1964-01-15,quarta-feira,5524
130,1964-01-18,sábado,2250
130,1964-01-18,sábado,3374
130,1964-01-18,sábado,2613
130,1964-01-18,sábado,1794
130,1964-01-18,sábado,640
131,1964-01-22,quarta-feira,3706
131,1964-01-22,quarta-feira,3495
131,1964-01-22,quarta-feira,519
131,1964-01-22,quarta-feira,7470
131,1964-01-22,quarta-feira,3020
132,1964-01-25,sábado,7064
132,1964-01-25,sábado,1694
132,1964-01-25,sábado,4161
132,1964-01-25,sábado,3814
132,1964-01-25,sábado,4392
133,1964-01-29,quarta-feira,6210
133,1964-01-29,quarta-feira,4297
133,1964-01-29,quarta-feira,9259
133,1964-01-29,quarta-feira,5599
133,1964-01-29,quarta-feira,4578
134,1964-02-01,sábado,7033
134,1964-02-01,sábado,4838
134,1964-02-01,sábado,8850
134,1964-02-01,sábado,4777
134,1964-02-01,sábado,9069
135,1964-02-05,quarta-feira,3613
135,1964-02-05,quarta-feira,3624
135,1964-02-05,quarta-feira,2540
135,1964-02-05,quarta-feira,5100
135,1964-02-05,quarta-feira,7782
136,1964-02-08,sábado,3447
136,1964-02-08,sábado,3837
136,1964-02-08,sábado,1079
136,1964-02-08,sábado,5290
136,1964-02-08,sábado,4686
137,1964-02-15,sábado,8048
137,1964-02-15,sábado,4587
137,1964-02-15,sábado,523
137,1964-02-15,sábado,4218
137,1964-02-15,sábado,4166
138,1964-02-19,quarta-feira,4986
138,1964-02-19,quarta-feira,3734
138,1964-02-19,quarta-feira,5630
138,1964-02-19,quarta-feira,470
138,1964-02-19,quarta-feira,4364
139,1964-02-22,sábado,5342
139,1964-02-22,sábado,801
139,1964-02-22,sábado,6693
139,1964-02-22,sábado,6335
139,1964-02-22,sábado,278
140,1964-02-26,quarta-feira,7055
140,1964-02-26,quarta-feira,7234
140,1964-02-26,quarta-feira,2234
140,1964-02-26,quarta-feira,614
140,1964-02-26,quarta-feira,9689
141,1964-02-29,sábado,295
141,1964-02-29,sábado,5985
141,1964-02-29,sábado,7614
141,1964-02-29,sábado,2663
141,1964-02-29,sábado,7126
142,1964-03-04,quarta-feira,9074
142,1964-03-04,quarta-feira,8537
142,1964-03-04,quarta-feira,9831
142,1964-03-04,quarta-feira,4045
142,1964-03-04,quarta-feira,8171
143,1964-03-07,sábado,2787
143,1964-03-07,sábado,7807
143,1964-03-07,sábado,2976
143,1964-03-07,sábado,3612
143,1964-03-07,sábado,4618
144,1964-03-11,quarta-feira,2405
144,1964-03-11,quarta-feira,853
144,1964-03-11,quarta-feira,8650
144,1964-03-11,quarta-feira,1194
144,1964-03-11,quarta-feira,2022
145,1964-03-14,sábado,9018
145,1964-03-14,sábado,9467
145,1964-03-14,sábado,8509
145,1964-03-14,sábado,4472
145,1964-03-14,sábado,411
146,1964-03-18,quarta-feira,6783
146,1964-03-18,quarta-feira,4478
146,1964-03-18,quarta-feira,3276
146,1964-03-18,quarta-feira,2699
146,1964-03-18,quarta-feira,1781
147,1964-03-21,sábado,3271
147,1964-03-21,sábado,2574
147,1964-03-21,sábado,3312
147,1964-03-21,sábado,7788
147,1964-03-21,sábado,120
148,1964-03-25,quarta-feira,3154
148,1964-03-25,quarta-feira,6990
148,1964-03-25,quarta-feira,3598
148,1964-03-25,quarta-feira,1719
148,1964-03-25,quarta-feira,6487
149,1964-04-06,segunda-feira,4618
149,1964-04-06,segunda-feira,1298
149,1964-04-06,segunda-feira,2816
149,1964-04-06,segunda-feira,7806
149,1964-04-06,segunda-feira,8238
150,1964-04-04,sábado,3892
150,1964-04-04,sábado,6408
150,1964-04-04,sábado,6626
150,1964-04-04,sábado,4518
150,1964-04-04,sábado,2861
151,1964-04-08,quarta-feira,701
151,1964-04-08,quarta-feira,80
151,1964-04-08,quarta-feira,7093
151,1964-04-08,quarta-feira,3722
151,1964-04-08,quarta-feira,7108
152,1964-04-11,sábado,8270
152,1964-04-11,sábado,6704
152,1964-04-11,sábado,9365
152,1964-04-11,sábado,8943
152,1964-04-11,sábado,4462
153,1964-04-15,quarta-feira,3855
153,1964-04-15,quarta-feira,4916
153,1964-04-15,quarta-feira,5324
153,1964-04-15,quarta-feira,7614
153,1964-04-15,quarta-feira,6346
154,1964-04-18,sábado,4648
154,1964-04-18,sábado,2884
154,1964-04-18,sábado,9547
154,1964-04-18,sábado,3696
154,1964-04-18,sábado,3917
155,1964-04-22,quarta-feira,576
155,1964-04-22,quarta-feira,6243
155,1964-04-22,quarta-feira,3895
155,1964-04-22,quarta-feira,4587
155,1964-04-22,quarta-feira,3615
156,1964-04-25,sábado,7542
156,1964-04-25,sábado,2910
156,1964-04-25,sábado,9319
156,1964-04-25,sábado,6894
156,1964-04-25,sábado,8282
157,1964-04-29,quarta-feira,8550
157,1964-04-29,quarta-feira,4816
157,1964-04-29,quarta-feira,1428
157,1964-04-29,quarta-feira,5862
157,1964-04-29,quarta-feira,1338
158,1964-05-02,sábado,9378
158,1964-05-02,sábado,6741
158,1964-05-02,sábado,1343
158,1964-05-02,sábado,6316
158,1964-05-02,sábado,7216
159,1964-05-06,quarta-feira,4344
159,1964-05-06,quarta-feira,4568
159,1964-05-06,quarta-feira,291
159,1964-05-06,quarta-feira,7551
159,1964-05-06,quarta-feira,475
160,1964-05-09,sábado,9730
160,1964-05-09,sábado,115
160,1964-05-09,sábado,2418
160,1964-05-09,sábado,6272
160,1964-05-09,sábado,402
161,1964-05-13,quarta-feira,7055
161,1964-05-13,quarta-feira,3702
161,1964-05-13,quarta-feira,1578
161,1964-05-13,quarta-feira,116
