Concurso,Data,D/SEMAN,Prêmio
1144,1974-06-29,sábado,1508
1144,1974-06-29,sábado,2035
1144,1974-06-29,sábado,4209
1144,1974-06-29,sábado,2133
1145,1974-07-03,quarta-feira,8672
1145,1974-07-03,quarta-feira,8298
1145,1974-07-03,quarta-feira,5579
1145,1974-07-03,quarta-feira,5934
1145,1974-07-03,quarta-feira,3104
1146,1974-07-06,sábado,7701
1146,1974-07-06,sábado,2575
1146,1974-07-06,sábado,9292
1146,1974-07-06,sábado,1540
1146,1974-07-06,sábado,3619
1147,1974-07-10,quarta-feira,6207
1147,1974-07-10,quarta-feira,2808
1147,1974-07-10,quarta-feira,2665
1147,1974-07-10,quarta-feira,9888
1147,1974-07-10,quarta-feira,4968
1148,1974-07-13,sábado,1016
1148,1974-07-13,sábado,3101
1148,1974-07-13,sábado,3566
1148,1974-07-13,sábado,1951
1148,1974-07-13,sábado,3988
1149,1974-07-17,quarta-feira,3288
1149,1974-07-17,quarta-feira,6838
1149,1974-07-17,quarta-feira,1432
1149,1974-07-17,quarta-feira,7812
1149,1974-07-17,quarta-feira,6345
1150,1974-07-20,sábado,7558
1150,1974-07-20,sábado,1972
1150,1974-07-20,sábado,218
1150,1974-07-20,sábado,8296
1150,1974-07-20,sábado,134
1151,1974-07-24,quarta-feira,9675
1151,1974-07-24,quarta-feira,3349
1151,1974-07-24,quarta-feira,280
1151,1974-07-24,quarta-feira,4627
1151,1974-07-24,quarta-feira,9980
1152,1974-07-27,sábado,3080
1152,1974-07-27,sábado,8156
1152,1974-07-27,sábado,4060
1152,1974-07-27,sábado,1179
1152,1974-07-27,sábado,6030
1153,1974-07-31,quarta-feira,805
1153,1974-07-31,quarta-feira,2001
1153,1974-07-31,quarta-feira,6325
1153,1974-07-31,quarta-feira,6619
1153,1974-07-31,quarta-feira,9704
1154,1974-08-07,quarta-feira,1884
1154,1974-08-07,quarta-feira,8902
1154,1974-08-07,quarta-feira,8694
1154,1974-08-07,quarta-feira,3856
1154,1974-08-07,quarta-feira,9530
1155,1974-08-10,sábado,8225
1155,1974-08-10,sábado,4496
1155,1974-08-10,sábado,8000
1155,1974-08-10,sábado,8560
1155,1974-08-10,sábado,116
1156,1974-08-14,quarta-feira,2325
1156,1974-08-14,quarta-feira,4555
1156,1974-08-14,quarta-feira,1770
1156,1974-08-14,quarta-feira,1563
1156,1974-08-14,quarta-feira,2877
1157,1974-08-17,sábado,9202
1157,1974-08-17,sábado,7194
1157,1974-08-17,sábado,249
1157,1974-08-17,sábado,5565
1157,1974-08-17,sábado,3398
1158,1974-08-21,quarta-feira,5595
1158,1974-08-21,quarta-feira,999
1158,1974-08-21,quarta-feira,3157
1158,1974-08-21,quarta-feira,995
1158,1974-08-21,quarta-feira,9372
1159,1974-08-24,sábado,2655
1159,1974-08-24,sábado,177
1159,1974-08-24,sábado,1584
1159,1974-08-24,sábado,8903
1159,1974-08-24,sábado,3123
1160,1974-08-28,quarta-feira,2515
1160,1974-08-28,quarta-feira,9981
1160,1974-08-28,quarta-feira,7813
1160,1974-08-28,quarta-feira,4303
1160,1974-08-28,quarta-feira,351
1161,1974-08-31,sábado,2731
1161,1974-08-31,sábado,3907
1161,1974-08-31,sábado,4194
1161,1974-08-31,sábado,1953
1161,1974-08-31,sábado,8228
1162,1974-09-04,quarta-feira,4655
1162,1974-09-04,quarta-feira,2982
1162,1974-09-04,quarta-feira,3984
1162,1974-09-04,quarta-feira,9562
1162,1974-09-04,quarta-feira,1225
1163,1974-09-11,quarta-feira,9645
1163,1974-09-11,quarta-feira,702
1163,1974-09-11,quarta-feira,6936
1163,1974-09-11,quarta-feira,1335
1163,1974-09-11,quarta-feira,43
1164,1974-09-14,sábado,9465
1164,1974-09-14,sábado,78
1164,1974-09-14,sábado,8331
1164,1974-09-14,sábado,8144
1164,1974-09-14,sábado,4635
1165,1974-09-18,quarta-feira,1954
1165,1974-09-18,quarta-feira,4230
1165,1974-09-18,quarta-feira,3168
1165,1974-09-18,quarta-feira,9738
1165,1974-09-18,quarta-feira,3140
1166,1974-09-21,sábado,8540
1166,1974-09-21,sábado,5734
1166,1974-09-21,sábado,4669
1166,1974-09-21,sábado,78
1166,1974-09-21,sábado,6301
1167,1974-09-25,quarta-feira,7374
1167,1974-09-25,quarta-feira,7972
1167,1974-09-25,quarta-feira,8544
1167,1974-09-25,quarta-feira,7141
1167,1974-09-25,quarta-feira,9294
1168,1974-09-28,sábado,3392
1168,1974-09-28,sábado,2289
1168,1974-09-28,sábado,6890
1168,1974-09-28,sábado,5604
1168,1974-09-28,sábado,1664
1169,1974-10-02,quarta-feira,462
1169,1974-10-02,quarta-feira,9702
1169,1974-10-02,quarta-feira,8787
1169,1974-10-02,quarta-feira,9174
1169,1974-10-02,quarta-feira,4745
1170,1974-10-05,sábado,3759
1170,1974-10-05,sábado,6280
1170,1974-10-05,sábado,3532
1170,1974-10-05,sábado,8834
1170,1974-10-05,sábado,5019
1171,1974-10-09,quarta-feira,1798
1171,1974-10-09,quarta-feira,5681
1171,1974-10-09,quarta-feira,7198
1171,1974-10-09,quarta-feira,8019
1171,1974-10-09,quarta-feira,5591
1172,1974-10-12,sábado,5602
1172,1974-10-12,sábado,2412
1172,1974-10-12,sábado,7714
1172,1974-10-12,sábado,6531
1172,1974-10-12,sábado,7570
1173,1974-10-16,quarta-feira,3104
1173,1974-10-16,quarta-feira,5376
1173,1974-10-16,quarta-feira,5868
1173,1974-10-16,quarta-feira,1628
1173,1974-10-16,quarta-feira,1565
1174,1974-10-19,sábado,8818
1174,1974-10-19,sábado,8050
1174,1974-10-19,sábado,190
1174,1974-10-19,sábado,9416
1174,1974-10-19,sábado,9225
1175,1974-10-23,quarta-feira,4925
1175,1974-10-23,quarta-feira,5859
1175,1974-10-23,quarta-feira,9051
1175,1974-10-23,quarta-feira,1031
1175,1974-10-23,quarta-feira,4105
1176,1974-10-26,sábado,3687
1176,1974-10-26,sábado,2489
1176,1974-10-26,sábado,2559
1176,1974-10-26,sábado,9057
1176,1974-10-26,sábado,7769
1177,1974-10-30,quarta-feira,1476
1177,1974-10-30,quarta-feira,1419
1177,1974-10-30,quarta-feira,3110
1177,1974-10-30,quarta-feira,1439
1177,1974-10-30,quarta-feira,3671
1178,1974-11-06,quarta-feira,3497
1178,1974-11-06,quarta-feira,7414
1178,1974-11-06,quarta-feira,9805
1178,1974-11-06,quarta-feira,6340
1178,1974-11-06,quarta-feira,2657
1179,1974-11-09,sábado,1828
1179,1974-11-09,sábado,4495
1179,1974-11-09,sábado,6458
1179,1974-11-09,sábado,6472
1179,1974-11-09,sábado,1135
1180,1974-11-13,quarta-feira,2955
1180,1974-11-13,quarta-feira,1910
1180,1974-11-13,quarta-feira,5765
1180,1974-11-13,quarta-feira,2459
1180,1974-11-13,quarta-feira,3255
1181,1974-11-16,sábado,5106
1181,1974-11-16,sábado,7953
1181,1974-11-16,sábado,4708
1181,1974-11-16,sábado,3521
1181,1974-11-16,sábado,8098
1182,1974-11-20,quarta-feira,8427
1182,1974-11-20,quarta-feira,1650
1182,1974-11-20,quarta-feira,5832
1182,1974-11-20,quarta-feira,813
1182,1974-11-20,quarta-feira,3043
1183,1974-11-23,sábado,6619
1183,1974-11-23,sábado,3275
1183,1974-11-23,sábado,8707
1183,1974-11-23,sábado,1465
1183,1974-11-23,sábado,2297
1184,1974-11-27,quarta-feira,6426
1184,1974-11-27,quarta-feira,1528
1184,1974-11-27,quarta-feira,8521
1184,1974-11-27,quarta-feira,4515
1184,1974-11-27,quarta-feira,4045
1185,1974-11-30,sábado,7525
1185,1974-11-30,sábado,8575
1185,1974-11-30,sábado,450
1185,1974-11-30,sábado,5913
1185,1974-11-30,sábado,8920
1186,1974-12-04,quarta-feira,6999
1186,1974-12-04,quarta-feira,589
1186,1974-12-04,quarta-feira,3409
1186,1974-12-04,quarta-feira,4089
1186,1974-12-04,quarta-feira,9106
1187,1974-12-07,sábado,5656
1187,1974-12-07,sábado,5970
1187,1974-12-07,sábado,6227
1187,1974-12-07,sábado,420
1187,1974-12-07,sábado,654
1188,1974-12-11,quarta-feira,4833
1188,1974-12-11,quarta-feira,4827
1188,1974-12-11,quarta-feira,9058
1188,1974-12-11,quarta-feira,6520
1188,1974-12-11,quarta-feira,7292
1189,1974-12-14,sábado,9829
1189,1974-12-14,sábado,4220
1189,1974-12-14,sábado,3159
1189,1974-12-14,sábado,6709
1189,1974-12-14,sábado,1593
1190,1974-12-18,quarta-feira,3014
1190,1974-12-18,quarta-feira,5950
1190,1974-12-18,quarta-feira,4553
1190,1974-12-18,quarta-feira,6187
1190,1974-12-18,quarta-feira,7674
1191,1974-12-21,sábado,6009
1191,1974-12-21,sábado,784
1191,1974-12-21,sábado,6309
1191,1974-12-21,sábado,9446
1191,1974-12-21,sábado,2585
1192,1974-12-28,sábado,1356
1192,1974-12-28,sábado,799
1192,1974-12-28,sábado,5063
1192,1974-12-28,sábado,8406
1192,1974-12-28,sábado,6047
1193,1975-01-04,sábado,8397
1193,1975-01-04,sábado,4546
1193,1975-01-04,sábado,5465
1193,1975-01-04,sábado,7071
1193,1975-01-04,sábado,8511
1194,1975-01-08,quarta-feira,2029
1194,1975-01-08,quarta-feira,3165
1194,1975-01-08,quarta-feira,8702
1194,1975-01-08,quarta-feira,3884
1194,1975-01-08,quarta-feira,7939
1195,1975-01-11,sábado,5810
1195,1975-01-11,sábado,4259
1195,1975-01-11,sábado,2620
1195,1975-01-11,sábado,2529
1195,1975-01-11,sábado,880
1196,1975-01-15,quarta-feira,9264
1196,1975-01-15,quarta-feira,2687
1196,1975-01-15,quarta-feira,879
1196,1975-01-15,quarta-feira,9575
1196,1975-01-15,quarta-feira,3637
1197,1975-01-18,sábado,9429
1197,1975-01-18,sábado,5070
1197,1975-01-18,sábado,5347
1197,1975-01-18,sábado,5554
1197,1975-01-18,sábado,3620
1198,1975-01-22,quarta-feira,2427
1198,1975-01-22,quarta-feira,4676
1198,1975-01-22,quarta-feira,213
1198,1975-01-22,quarta-feira,1078
1198,1975-01-22,quarta-feira,4752
1199,1975-01-25,sábado,997
1199,1975-01-25,sábado,1409
1199,1975-01-25,sábado,3300
1199,1975-01-25,sábado,7463
1199,1975-01-25,sábado,129
1200,1975-01-29,quarta-feira,8909
1200,1975-01-29,quarta-feira,8128
1200,1975-01-29,quarta-feira,514
1200,1975-01-29,quarta-feira,5381
1200,1975-01-29,quarta-feira,2374
1201,1975-02-01,sábado,3009
1201,1975-02-01,sábado,375
1201,1975-02-01,sábado,3466
1201,1975-02-01,sábado,1515
1201,1975-02-01,sábado,8941
1202,1975-02-05,quarta-feira,8115
1202,1975-02-05,quarta-feira,405
1202,1975-02-05,quarta-feira,880
1202,1975-02-05,quarta-feira,6887
1202,1975-02-05,quarta-feira,9529
1203,1975-02-08,sábado,5882
1203,1975-02-08,sábado,6615
1203,1975-02-08,sábado,2560
1203,1975-02-08,sábado,7688
1203,1975-02-08,sábado,4608
1204,1975-02-15,sábado,7651
1204,1975-02-15,sábado,190
1204,1975-02-15,sábado,3971
1204,1975-02-15,sábado,9515
1204,1975-02-15,sábado,8296
1205,1975-02-19,quarta-feira,5951
1205,1975-02-19,quarta-feira,7094
1205,1975-02-19,quarta-feira,2840
1205,1975-02-19,quarta-feira,3830
1205,1975-02-19,quarta-feira,1042
1206,1975-02-22,sábado,2629
1206,1975-02-22,sábado,3340
1206,1975-02-22,sábado,1702
1206,1975-02-22,sábado,2963
1206,1975-02-22,sábado,1154
1207,1975-02-26,quarta-feira,2752
1207,1975-02-26,quarta-feira,3122
1207,1975-02-26,quarta-feira,8165
1207,1975-02-26,quarta-feira,3865
1207,1975-02-26,quarta-feira,4013
1208,1975-03-01,sábado,841
1208,1975-03-01,sábado,3486
1208,1975-03-01,sábado,5160
1208,1975-03-01,sábado,9544
1208,1975-03-01,sábado,2626
1209,1975-03-05,quarta-feira,1754
1209,1975-03-05,quarta-feira,6462
1209,1975-03-05,quarta-feira,7030
1209,1975-03-05,quarta-feira,5296
1209,1975-03-05,quarta-feira,2832
1210,1975-03-08,sábado,5769
1210,1975-03-08,sábado,3659
1210,1975-03-08,sábado,7970
1210,1975-03-08,sábado,2753
1210,1975-03-08,sábado,1896
1211,1975-03-12,quarta-feira,9156
1211,1975-03-12,quarta-feira,5440
1211,1975-03-12,quarta-feira,5049
1211,1975-03-12,quarta-feira,4145
1211,1975-03-12,quarta-feira,244
1212,1975-03-15,sábado,5860
1212,1975-03-15,sábado,1824
1212,1975-03-15,sábado,5418
1212,1975-03-15,sábado,5697
1212,1975-03-15,sábado,5308
1213,1975-03-19,quarta-feira,7190
1213,1975-03-19,quarta-feira,6073
1213,1975-03-19,quarta-feira,5080
1213,1975-03-19,quarta-feira,2436
1213,1975-03-19,quarta-feira,1419
1214,1975-03-22,sábado,8149
1214,1975-03-22,sábado,3280
1214,1975-03-22,sábado,2517
1214,1975-03-22,sábado,5802
1214,1975-03-22,sábado,2761
1215,1975-03-26,quarta-feira,9850
1215,1975-03-26,quarta-feira,3191
1215,1975-03-26,quarta-feira,2455
1215,1975-03-26,quarta-feira,5210
1215,1975-03-26,quarta-feira,500
1216,1975-04-02,quarta-feira,6370
1216,1975-04-02,quarta-feira,2069
1216,1975-04-02,quarta-feira,8059
1216,1975-04-02,quarta-feira,8570
1216,1975-04-02,quarta-feira,9808
1217,1975-04-05,sábado,9460
1217,1975-04-05,sábado,4359
1217,1975-04-05,sábado,1273
1217,1975-04-05,sábado,416
1217,1975-04-05,sábado,7678
1218,1975-04-09,quarta-feira,3507
1218,1975-04-09,quarta-feira,1581
1218,1975-04-09,quarta-feira,469
1218,1975-04-09,quarta-feira,9949
1218,1975-04-09,quarta-feira,4481
1219,1975-04-12,sábado,2736
1219,1975-04-12,sábado,7339
1219,1975-04-12,sábado,2190
1219,1975-04-12,sábado,477
1219,1975-04-12,sábado,2661
1220,1975-04-16,quarta-feira,8473
1220,1975-04-16,quarta-feira,5809
1220,1975-04-16,quarta-feira,1999
1220,1975-04-16,quarta-feira,8067
1220,1975-04-16,quarta-feira,6560
1221,1975-04-19,sábado,9817
1221,1975-04-19,sábado,606
1221,1975-04-19,sábado,3842
1221,1975-04-19,sábado,2831
1221,1975-04-19,sábado,7947
1222,1975-04-23,quarta-feira,5918
1222,1975-04-23,quarta-feira,8938
1222,1975-04-23,quarta-feira,6625
1222,1975-04-23,quarta-feira,6812
1222,1975-04-23,quarta-feira,8239
1223,1975-04-26,sábado,8499
1223,1975-04-26,sábado,5645
1223,1975-04-26,sábado,6380
1223,1975-04-26,sábado,2005
1223,1975-04-26,sábado,6502
1224,1975-04-30,quarta-feira,6622
1224,1975-04-30,quarta-feira,7100
1224,1975-04-30,quarta-feira,5554
1224,1975-04-30,quarta-feira,5253
1224,1975-04-30,quarta-feira,8816
1225,1975-05-07,quarta-feira,9226
1225,1975-05-07,quarta-feira,3410
1225,1975-05-07,quarta-feira,1983
1225,1975-05-07,quarta-feira,1074
1225,1975-05-07,quarta-feira,4426
1226,1975-05-10,sábado,325
1226,1975-05-10,sábado,5114
1226,1975-05-10,sábado,3206
1226,1975-05-10,sábado,7094
1226,1975-05-10,sábado,8044
1227,1975-05-14,quarta-feira,6378
1227,1975-05-14,quarta-feira,1095
1227,1975-05-14,quarta-feira,897
1227,1975-05-14,quarta-feira,8152
1227,1975-05-14,quarta-feira,9128
1228,1975-05-17,sábado,632
1228,1975-05-17,sábado,8427
1228,1975-05-17,sábado,2958
1228,1975-05-17,sábado,2595
1228,1975-05-17,sábado,5127
1229,1975-05-21,quarta-feira,980
1229,1975-05-21,quarta-feira,2965
1229,1975-05-21,quarta-feira,2764
1229,1975-05-21,quarta-feira,473
1229,1975-05-21,quarta-feira,568
1230,1975-05-24,sábado,9043
1230,1975-05-24,sábado,8355
1230,1975-05-24,sábado,178
1230,1975-05-24,sábado,7617
1230,1975-05-24,sábado,6437
1231,1975-05-28,quarta-feira,6742
1231,1975-05-28,quarta-feira,3073
1231,1975-05-28,quarta-feira,8506
1231,1975-05-28,quarta-feira,9416
1231,1975-05-28,quarta-feira,4095
1232,1975-05-31,sábado,5235
1232,1975-05-31,sábado,2830
1232,1975-05-31,sábado,3930
1232,1975-05-31,sábado,2845
1232,1975-05-31,sábado,9238
1233,1975-06-04,quarta-feira,5789
1233,1975-06-04,quarta-feira,3446
1233,1975-06-04,quarta-feira,4026
1233,1975-06-04,quarta-feira,1946
1233,1975-06-04,quarta-feira,5422
1234,1975-06-07,sábado,8896
1234,1975-06-07,sábado,1194
1234,1975-06-07,sábado,6655
1234,1975-06-07,sábado,1793
1234,1975-06-07,sábado,2416
1235,1975-06-11,quarta-feira,9850
1235,1975-06-11,quarta-feira,2918
1235,1975-06-11,quarta-feira,5813
1235,1975-06-11,quarta-feira,39
1235,1975-06-11,quarta-feira,3255
1236,1975-06-14,sábado,185
1236,1975-06-14,sábado,6378
1236,1975-06-14,sábado,8006
1236,1975-06-14,sábado,9529
1236,1975-06-14,sábado,5639
1237,1975-06-18,quarta-feira,1301
1237,1975-06-18,quarta-feira,448
1237,1975-06-18,quarta-feira,1955
1237,1975-06-18,quarta-feira,613
1237,1975-06-18,quarta-feira,3935
1238,1975-06-21,sábado,1934
1238,1975-06-21,sábado,2930
1238,1975-06-21,sábado,9045
1238,1975-06-21,sábado,1474
1238,1975-06-21,sábado,6234
1239,1975-06-25,quarta-feira,2894
1239,1975-06-25,quarta-feira,653
1239,1975-06-25,quarta-feira,2142
1239,1975-06-25,quarta-feira,289
1239,1975-06-25,quarta-feira,5600
1240,1975-06-28,sábado,9188
1240,1975-06-28,sábado,4053
1240,1975-06-28,sábado,9844
1240,1975-06-28,sábado,7186
1240,1975-06-28,sábado,3383
1241,1975-07-02,quarta-feira,9243
1241,1975-07-02,quarta-feira,6845
1241,1975-07-02,quarta-feira,8463
1241,1975-07-02,quarta-feira,7866
1241,1975-07-02,quarta-feira,3115
1242,1975-07-05,sábado,9447
1242,1975-07-05,sábado,3170
1242,1975-07-05,sábado,3023
1242,1975-07-05,sábado,2640
1242,1975-07-05,sábado,8588
1243,1975-07-09,quarta-feira,119
1243,1975-07-09,quarta-feira,929
1243,1975-07-09,quarta-feira,3808
1243,1975-07-09,quarta-feira,4658
1243,1975-07-09,quarta-feira,55
1244,1975-07-12,sábado,6137
1244,1975-07-12,sábado,1106
1244,1975-07-12,sábado,2585
1244,1975-07-12,sábado,4017
1244,1975-07-12,sábado,8924
1245,1975-07-16,quarta-feira,5119
1245,1975-07-16,quarta-feira,9066
1245,1975-07-16,quarta-feira,8432
1245,1975-07-16,quarta-feira,7904
1245,1975-07-16,quarta-feira,6086
1246,1975-07-19,sábado,4664
1246,1975-07-19,sábado,7764
1246,1975-07-19,sábado,9502
1246,1975-07-19,sábado,7000
1246,1975-07-19,sábado,8244
1247,1975-07-23,quarta-feira,3978
1247,1975-07-23,quarta-feira,2158
1247,1975-07-23,quarta-feira,2805
1247,1975-07-23,quarta-feira,2115
1247,1975-07-23,quarta-feira,53
1248,1975-07-26,sábado,8375
1248,1975-07-26,sábado,763
1248,1975-07-26,sábado,6272
1248,1975-07-26,sábado,5648
1248,1975-07-26,sábado,3825
1249,1975-07-30,quarta-feira,5558
1249,1975-07-30,quarta-feira,5946
1249,1975-07-30,quarta-feira,566
1249,1975-07-30,quarta-feira,6160
1249,1975-07-30,quarta-feira,3067
1250,1975-08-06,quarta-feira,7902
1250,1975-08-06,quarta-feira,4692
1250,1975-08-06,quarta-feira,6970
1250,1975-08-06,quarta-feira,911
1250,1975-08-06,quarta-feira,7179
1251,1975-08-09,sábado,8894
1251,1975-08-09,sábado,1014
1251,1975-08-09,sábado,6674
1251,1975-08-09,sábado,7962
1251,1975-08-09,sábado,8238
1252,1975-08-13,quarta-feira,6997
1252,1975-08-13,quarta-feira,7368
1252,1975-08-13,quarta-feira,1492
1252,1975-08-13,quarta-feira,147
1252,1975-08-13,quarta-feira,1438
1253,1975-08-16,sábado,9580
1253,1975-08-16,sábado,4348
1253,1975-08-16,sábado,817
1253,1975-08-16,sábado,7295
1253,1975-08-16,sábado,8938
1254,1975-08-20,quarta-feira,124
1254,1975-08-20,quarta-feira,6945
1254,1975-08-20,quarta-feira,7513
1254,1975-08-20,quarta-feira,4618
1254,1975-08-20,quarta-feira,9483
1255,1975-08-23,sábado,2938
1255,1975-08-23,sábado,2668
1255,1975-08-23,sábado,5946
1255,1975-08-23,sábado,7034
1255,1975-08-23,sábado,8712
1256,1975-08-27,quarta-feira,4947
1256,1975-08-27,quarta-feira,9772
1256,1975-08-27,quarta-feira,7565
1256,1975-08-27,quarta-feira,1733
1256,1975-08-27,quarta-feira,997
1257,1975-08-30,sábado,6134
1257,1975-08-30,sábado,1662
1257,1975-08-30,sábado,9273
1257,1975-08-30,sábado,2433
1257,1975-08-30,sábado,996
1258,1975-09-03,quarta-feira,419
1258,1975-09-03,quarta-feira,3029
1258,1975-09-03,quarta-feira,9492
1258,1975-09-03,quarta-feira,4921
1258,1975-09-03,quarta-feira,9673
1259,1975-09-06,sábado,1969
1259,1975-09-06,sábado,6710
1259,1975-09-06,sábado,8345
1259,1975-09-06,sábado,7465
1259,1975-09-06,sábado,6781
1260,1975-09-10,quarta-feira,4397
1260,1975-09-10,quarta-feira,6477
1260,1975-09-10,quarta-feira,5800
1260,1975-09-10,quarta-feira,65
1260,1975-09-10,quarta-feira,8945
1261,1975-09-13,sábado,7872
1261,1975-09-13,sábado,1303
1261,1975-09-13,sábado,1346
1261,1975-09-13,sábado,6988
1261,1975-09-13,sábado,594
1262,1975-09-17,quarta-feira,1213
1262,1975-09-17,quarta-feira,396
1262,1975-09-17,quarta-feira,5655
1262,1975-09-17,quarta-feira,1477
1262,1975-09-17,quarta-feira,5333
1263,1975-09-20,sábado,8518
1263,1975-09-20,sábado,6002
1263,1975-09-20,sábado,2421
1263,1975-09-20,sábado,9026
1263,1975-09-20,sábado,4476
1264,1975-09-24,quarta-feira,3787
1264,1975-09-24,quarta-feira,4418
1264,1975-09-24,quarta-feira,8030
1264,1975-09-24,quarta-feira,1035
1264,1975-09-24,quarta-feira,9160
1265,1975-09-27,sábado,1812
1265,1975-09-27,sábado,6281
1265,1975-09-27,sábado,1591
1265,1975-09-27,sábado,6473
1265,1975-09-27,sábado,900
1266,1975-10-01,quarta-feira,3133
1266,1975-10-01,quarta-feira,7206
1266,1975-10-01,quarta-feira,487
1266,1975-10-01,quarta-feira,4974
1266,1975-10-01,quarta-feira,5932
1267,1975-10-04,sábado,6950
1267,1975-10-04,sábado,7207
1267,1975-10-04,sábado,9768
1267,1975-10-04,sábado,9500
1267,1975-10-04,sábado,8417
1268,1975-10-08,quarta-feira,4047
1268,1975-10-08,quarta-feira,2776
1268,1975-10-08,quarta-feira,3490
1268,1975-10-08,quarta-feira,5960
1268,1975-10-08,quarta-feira,5981
1269,1975-10-11,sábado,7973
1269,1975-10-11,sábado,6469
1269,1975-10-11,sábado,5237
1269,1975-10-11,sábado,2419
1269,1975-10-11,sábado,1392
1270,1975-10-15,quarta-feira,223
1270,1975-10-15,quarta-feira,4551
1270,1975-10-15,quarta-feira,1211
1270,1975-10-15,quarta-feira,7763
1270,1975-10-15,quarta-feira,9216
1271,1975-10-18,sábado,4165
1271,1975-10-18,sábado,1744
1271,1975-10-18,sábado,9201
1271,1975-10-18,sábado,8759
1271,1975-10-18,sábado,1146
1272,1975-10-22,quarta-feira,1781
1272,1975-10-22,quarta-feira,6567
1272,1975-10-22,quarta-feira,9429
1272,1975-10-22,quarta-feira,4594
1272,1975-10-22,quarta-feira,4287
1273,1975-10-25,sábado,2766
1273,1975-10-25,sábado,5621
1273,1975-10-25,sábado,2591
1273,1975-10-25,sábado,5055
1273,1975-10-25,sábado,5379
1274,1975-10-29,quarta-feira,5243
1274,1975-10-29,quarta-feira,1456
1274,1975-10-29,quarta-feira,8213
1274,1975-10-29,quarta-feira,1471
1274,1975-10-29,quarta-feira,7413
1275,1975-11-01,sábado,220
1275,1975-11-01,sábado,9186
1275,1975-11-01,sábado,8907
1275,1975-11-01,sábado,8163
1275,1975-11-01,sábado,934
1276,1975-11-05,quarta-feira,8517
1276,1975-11-05,quarta-feira,6473
1276,1975-11-05,quarta-feira,9788
1276,1975-11-05,quarta-feira,5255
1276,1975-11-05,quarta-feira,9833
1277,1975-11-12,quarta-feira,4529
1277,1975-11-12,quarta-feira,7684
1277,1975-11-12,quarta-feira,2263
1277,1975-11-12,quarta-feira,1605
1277,1975-11-12,quarta-feira,9332
1278,1975-11-19,quarta-feira,9707
1278,1975-11-19,quarta-feira,4919
1278,1975-11-19,quarta-feira,7376
1278,1975-11-19,quarta-feira,8998
1278,1975-11-19,quarta-feira,9104
1279,1975-11-22,sábado,4865
1279,1975-11-22,sábado,5137
1279,1975-11-22,sábado,6868
1279,1975-11-22,sábado,4320
1279,1975-11-22,sábado,8291
1280,1975-11-26,quarta-feira,9793
1280,1975-11-26,quarta-feira,6616
1280,1975-11-26,quarta-feira,6315
1280,1975-11-26,quarta-feira,8748
1280,1975-11-26,quarta-feira,4829
1281,1975-11-29,sábado,7115
1281,1975-11-29,sábado,4631
1281,1975-11-29,sábado,7800
1281,1975-11-29,sábado,871
1281,1975-11-29,sábado,6389
1282,1975-12-03,quarta-feira,5874
1282,1975-12-03,quarta-feira,5972
1282,1975-12-03,quarta-feira,9302
1282,1975-12-03,quarta-feira,6768
1282,1975-12-03,quarta-feira,1569
1283,1975-12-06,sábado,19
1283,1975-12-06,sábado,6636
1283,1975-12-06,sábado,9783
1283,1975-12-06,sábado,1126
1283,1975-12-06,sábado,6129
1284,1975-12-10,quarta-feira,445
1284,1975-12-10,quarta-feira,6035
1284,1975-12-10,quarta-feira,4891
1284,1975-12-10,quarta-feira,3358
1284,1975-12-10,quarta-feira,2875
1285,1975-12-13,sábado,6391
1285,1975-12-13,sábado,8693
1285,1975-12-13,sábado,9691
1285,1975-12-13,sábado,8453
1285,1975-12-13,sábado,4082
1286,1975-12-17,quarta-feira,424
1286,1975-12-17,quarta-feira,6519
1286,1975-12-17,quarta-feira,4053
1286,1975-12-17,quarta-feira,9471
1286,1975-12-17,quarta-feira,3193
1287,1975-12-20,sábado,1423
1287,1975-12-20,sábado,9243
1287,1975-12-20,sábado,2489
1287,1975-12-20,sábado,6338
1287,1975-12-20,sábado,7782
1288,1975-12-24,quarta-feira,6589
1288,1975-12-24,quarta-feira,3547
1288,1975-12-24,quarta-feira,5846
1288,1975-12-24,quarta-feira,8675
1288,1975-12-24,quarta-feira,3160
1289,1975-12-31,quarta-feira,2330
1289,1975-12-31,quarta-feira,9730
1289,1975-12-31,quarta-feira,5804
1289,1975-12-31,quarta-feira,2793
1289,1975-12-31,quarta-feira,9333
1290,1976-01-07,quarta-feira,751
1290,1976-01-07,quarta-feira,2437
1290,1976-01-07,quarta-feira,2197
1290,1976-01-07,quarta-feira,753
1290,1976-01-07,quarta-feira,9958
1291,1976-01-10,sábado,2313
1291,1976-01-10,sábado,4090
1291,1976-01-10,sábado,2192
1291,1976-01-10,sábado,823
1291,1976-01-10,sábado,9923
1292,1976-01-14,quarta-feira,4401
1292,1976-01-14,quarta-feira,9406
1292,1976-01-14,quarta-feira,4789
1292,1976-01-14,quarta-feira,2958
1292,1976-01-14,quarta-feira,9077
1293,1976-01-17,sábado,4250
1293,1976-01-17,sábado,9656
1293,1976-01-17,sábado,6862
1293,1976-01-17,sábado,9353
1293,1976-01-17,sábado,4077
1294,1976-01-21,quarta-feira,974
1294,1976-01-21,quarta-feira,7778
1294,1976-01-21,quarta-feira,3433
1294,1976-01-21,quarta-feira,4794
1294,1976-01-21,quarta-feira,8976
1295,1976-01-28,quarta-feira,1785
1295,1976-01-28,quarta-feira,9354
