Id,Concurso,Previsão 1,Desempenho 1,Previsão 2,Desempenho 2,Previsão 3,Desempenho 3,Previsão 4,Desempenho 4,Previsão 5,Desempenho 5,Duração,Erro Médio
20240718203113.1.Dulce.v1,5885,9739,,7880,,8629,,4131,,9011,,17:52:22,1.53
